id,created_at,updated_at,version,srd_version,name,category,description
72ea5461-e897-5364-a712-1f524af90f2c,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Attack,ACTION,"When you take the Attack action, you can make one attack roll with a weapon or an Unarmed Strike.

Equipping and Unequipping Weapons. You can either equip or unequip one weapon when you make an attack as part of this action. You do so either before or after the attack. If you equip a weapon before an attack, you don't need to use it for that attack. Equipping a weapon includes drawing it from a sheath or picking it up. Unequipping a weapon includes sheathing, stowing, or dropping it.

Moving between Attacks. If you move on your turn and have a feature, such as Extra Attack, that gives you more than one attack as part of the Attack action, you can use some or all of that movement to move between those attacks."
167df718-1be5-51d4-a471-67c6a217e0bd,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Attack Roll,NULL,"An attack roll is a D20 Test that represents making an attack with a weapon, an Unarmed Strike, or a spell. See also ""Playing the Game"" (""D20 Tests"")."
74e370e7-7395-5598-b929-df1ed0603f9c,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Attitude,NULL,"A monster has a starting attitude toward a player character: Friendly, Hostile, or Indifferent. See also ""Friendly,"" ""Hostile,"" ""Indifferent,"" and ""Influence."""
d1c84d50-a150-53c6-be18-d869be1b6193,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Attunement,NULL,"Some magic items require a creature to form a bond—called Attunement—with them before the creature can use an item's magical properties. A creature can have Attunement with no more than three magic items at a time. See also ""Equipment"" (""Magic Items"")."
9c523b20-8750-590f-bc43-18cf4ccb86ca,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Blindsight,NULL,"If you have Blindsight, you can see within a specific range without relying on physical sight. Within that range, you can see anything that isn't behind Total Cover even if you have the Blinded condition or are in Darkness. Moreover, in that range, you can see something that has the Invisible condition."
273807bb-02ca-58ee-b5bc-e12d332a1061,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Bloodied,NULL,A creature is Bloodied while it has half its Hit Points or fewer remaining.
b7a49c38-049b-57f1-b60a-e6da23a01d5f,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Bonus Action,NULL,"A Bonus Action is a special action that you can take on the same turn that you take an action. You can't take more than one Bonus Action on a turn, and you have a Bonus Action to take only if a rule explicitly says so. See also ""Playing the Game"" (""Actions"")."
aa442375-5a43-5bf6-b814-2f51091a2b6e,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Breaking Objects,NULL,"Objects can be harmed by attacks and by some spells, using the rules below. If an object is exceedingly fragile, the GM may allow a creature to break it automatically with the Attack or Utilize action.

Armor Class. The Object Armor Class table suggests ACs for various substances.

Object Armor Class
AC Substance  AC Substance
11 Cloth, paper, rope  19  Iron, steel
13 Crystal, glass, ice  21  Mithral
15 17 Stone  Wood  23  Adamantine

Hit Points. An object is destroyed when it has 0 Hit Points. The Object Hit Points table suggests Hit Points for fragile and resilient objects that are Large or smaller. To track Hit Points for a Huge or Gargantuan object, divide it into Large or smaller sections, and track each section's Hit Points separately. The GM determines whether destroying part of an object causes the whole thing to collapse.

Object Hit Points
Size  Fragile  Resilient
Tiny (bottle, lock)  2 (1d4)  5 (2d4)
Small (chest, lute)  3 (1d6)  10 (3d6)
Medium (barrel, chandelier)  4 (1d8)  18 (4d8)
Large (cart, dining table)  5 (1d10)  27 (5d10)

Damage Types and Objects. Objects have Immunity to Poison and Psychic damage. The GM might decide that some damage types are more or less effective against an object. For example, Bludgeoning damage works well for smashing things but not for cutting. Paper or cloth objects might have Vulnerability to Fire damage.

Damage Threshold. Big objects, such as castle walls, often have extra resilience represented by a damage threshold. See also ""Damage Threshold.""

No Ability Scores. An object lacks ability scores unless a rule assigns scores to the object. Without ability scores, an object can't make ability checks, and it fails all saving throws."
ad721674-e789-5bf3-9737-acecb93467c8,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Bright Light,NULL,"Bright Light is normal illumination. See also ""Playing the Game"" (""Exploration"")."
7fc1eefd-aa3a-59a3-9260-4733dbf505e3,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Burning,HAZARD,"A burning creature or object takes 1d4 Fire damage at the start of each of its turns. As an action, you can extinguish fire on yourself by giving yourself the Prone condition and rolling on the ground. The fire also goes out if it is doused, submerged, or suffocated."
7e529a6f-be0b-515c-b6c9-b1d0fca17bf4,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Burrow Speed,NULL,"A creature that has a Burrow Speed can use that speed to move through sand, earth, mud, or ice. The creature can't burrow through solid rock unless the creature has a trait that allows it to do so. See also ""Speed."""
df2e6c8e-b09f-54ab-bac1-500901fc5773,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Campaign,NULL,"A campaign is a series of adventures. See also ""Adventure."""
8d8f1930-4f88-58d6-8270-2e16cdf39baf,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Cantrip,NULL,"A cantrip is a level 0 spell, which is cast without a spell slot. See also ""Spells."""
144df15d-740e-57da-8144-08287d17131d,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Carrying Capacity,NULL,"Your size and Strength score determine the maximum weight in pounds that you can carry, as shown in the Carrying Capacity table. The table also shows the maximum weight you can drag, lift, or push.

While dragging, lifting, or pushing weight in excess of the maximum weight you can carry, your Speed can be no more than 5 feet.

Carrying Capacity
Creature Size  Carry  Drag/Lift/Push
Tiny  Str. × 7.5 lb.  Str. × 15 lb.
Small/Medium  Str. × 15 lb.  Str. × 30 lb.
Large  Str. × 30 lb.  Str. × 60 lb.
Huge  Str. × 60 lb.  Str. × 120 lb.
Gargantuan  Str. × 120 lb.  Str. × 240 lb."
e66dc3d2-dd5e-5fe7-a7d7-ecd6d0d1e748,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Challenge Rating,NULL,"Challenge Rating (CR) summarizes the threat a monster poses to a group of four player characters. Compare a monster's CR to the characters' level. If the CR is higher, the monster is likely a danger. If the CR is lower, the monster likely poses little threat. But circumstances and the number of player characters can significantly alter how threatening a monster is in actual play. ""Gameplay Toolbox"" (""Combat Encounters"") provides guidance to the GM on using CR while planning potential combat encounters. See also ""Stat Block."""
b7f92d98-1cc5-550e-878a-67f3b19aa927,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Character Sheet,NULL,"A character sheet is a paper or digital record that you use to track your character's information. See also ""Character Creation."""
d26f8756-603e-5fd2-b237-9ce70cae38d6,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Climbing,NULL,"While you're climbing, each foot of movement costs 1 extra foot (2 extra feet in Difficult Terrain). You ignore this extra cost if you have a Climb Speed and use it to climb.

At the GM's option, climbing a slippery surface or one with few handholds might require a successful DC 15 Strength (Athletics) check."
9bc20082-8fc3-5184-9697-a64fd75d0e79,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Climb Speed,NULL,"A Climb Speed can be used in place of Speed to traverse a vertical surface without expending the extra movement normally associated with climbing. See also ""Climbing"" and ""Speed."""
6c824d5a-b9e3-5ee0-9ed7-45edd0da1d63,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Concentration,NULL,"Some spells and other effects require Concentration to remain active, as specified in their descriptions. If the effect's creator loses Concentration, the effect ends. If the effect has a maximum duration, the effect's description specifies how long the creator can concentrate on it: up to 1 minute, 1 hour, or some other duration. The creator can end Concentration at any time (no action required). The following factors break Concentration.

Another Concentration Effect. You lose Concentration on an effect the moment you start casting a spell that requires Concentration or activate another effect that requires Concentration. Damage. If you take damage, you must succeed on a Constitution saving throw to maintain Concentration. The DC equals 10 or half the damage taken (round down), whichever number is higher, up to a maximum DC of 30.

Incapacitated or Dead. Your Concentration ends if you have the Incapacitated condition or you die."
40da0e3e-da4a-5cc7-8a2f-8b141ee8fc45,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Condition,NULL,"A condition is a temporary game state. The definition of a condition says how it affects its recipient, and various rules define how to end a condition. This glossary defines these conditions:

Blinded  Grappled  Poisoned
Charmed  Incapacitated  Prone
Deafened  Invisible  Restrained
Exhaustion  Paralyzed  Stunned
Frightened  Petrified  Unconscious

A condition doesn't stack with itself; a recipient either has a condition or doesn't. The Exhaustion condition is an exception to that rule."
261e62ca-4d9d-5cff-aa2e-b1409ec62d70,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Cone,AREA_OF_EFFECT,"A Cone is an area of effect that extends in straight lines from a point of origin in a direction its creator chooses. A Cone's width at any point along its length is equal to that point's distance from the point of origin. For example, a Cone is 15 feet wide at a point along its length that is 15 feet from the point of origin. The effect that creates a Cone specifies its maximum length.

A Cone's point of origin isn't included in the area of effect unless its creator decides otherwise."
58b3f5ce-2fb9-530e-b5c8-b6897524e8a8,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Cover,NULL,"Cover provides a degree of protection to a target behind it. There are three degrees of cover, each of which provides a different benefit to a target: Half Cover (+2 bonus to AC and Dexterity saving throws), Three-Quarters Cover (+5 bonus to AC and Dexterity saving throws), and Total Cover (can't be targeted directly). If behind more than one degree of cover, a target benefits only from the most protective degree. See also ""Playing the Game"" (""Combat"")."
ac55be68-d134-52ab-b676-33ebc2018504,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Crawling,NULL,"While you're crawling, each foot of movement costs 1 extra foot (2 extra feet in Difficult Terrain). See also ""Speed."""
107bc144-31e7-59c8-8b99-a0b006b16255,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Creature,NULL,"Any being in the game, including a player's character, is a creature. See also ""Creature Type."""
10986940-6a9d-507a-98a6-185c81b7f0a1,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Creature Type,NULL,"Every creature, including every player character, has a tag in the rules that identifies the type of creature it is. Most player characters are of the Humanoid type. These are the game's creature types:

Aberration  Elemental  Monstrosity
Beast  Fey  Ooze
Celestial  Fiend  Plant
Construct  Giant  Undead
Dragon  Humanoid

The types don't have rules themselves, but some rules in the game affect creatures of certain types in different ways."
c1287e17-9f0d-517a-b6d1-fbd089259c0e,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Critical Hit,NULL,"If you roll a 20 on the d20 for an attack roll, you score a Critical Hit, and the attack hits regardless of any modifiers or the target's AC. A Critical Hit lets you roll extra dice for the attack's damage against the target. Roll all of the attack's damage dice twice and add them together. Then add any relevant modifiers. See also ""Playing the Game"" (""Damage and Healing"")."
e04520ac-94ae-582f-84ae-d3f979b88011,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Cube,AREA_OF_EFFECT,"A Cube is an area of effect that extends in straight lines from a point of origin located anywhere on a face of the Cube. The effect that creates a Cube specifies its size, which is the length of each side.

A Cube's point of origin isn't included in the area of effect unless its creator decides otherwise."
a94d54e2-b83a-5e8f-8833-e45b6c314a40,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Curses,NULL,Some game effects curse a creature or an object. The effect that confers a curse defines what the curse does. Curses can be removed by the Remove Curse and Greater Restoration spells or other magic that explicitly ends curses.
e2c6cbe4-ab99-5566-a0b1-40e7c179d6fb,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Cylinder,AREA_OF_EFFECT,"A Cylinder is an area of effect that extends in straight lines from a point of origin located at the center of the circular top or bottom of the Cylinder. The effect that creates a Cylinder specifies the radius of the Cylinder's base and the Cylinder's height.

A Cylinder's point of origin is included in the area of effect."
18ca4238-844c-544f-9ff9-046559ce96ed,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,D20 Test,NULL,"D20 Tests encompass the three main d20 rolls of the game: ability checks, attack rolls, and saving throws. If something in the game affects D20 Tests, it affects all three of these rolls. The GM determines whether a D20 Test is warranted in a given circumstance. See also ""Playing the Game"" (""D20 Tests"")."
cce3663d-c07e-5e36-b0f3-fd2fa67672a7,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Damage,NULL,Damage represents harm that causes a creature or an object to lose Hit Points.
6efa53ea-588f-5867-b71d-42166c27239b,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Damage Roll,NULL,"A damage roll is a die roll, adjusted by any applicable modifiers, that deals damage to a target. See also ""Playing the Game"" (""Damage and Healing"")."
c1597edb-3936-566a-9da4-37abdf3e0ea4,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Damage Threshold,NULL,"A creature or an object that has a damage threshold has Immunity to all damage unless it takes an amount of damage from a single attack or effect equal to or greater than its damage threshold, in which case it takes that entire instance of damage. Any damage that fails to meet or exceed the damage threshold is superficial and doesn't reduce Hit Points. For example, if an object has a damage threshold of 10, the object takes no damage if 9 damage is dealt to it, since that damage fails to exceed the threshold. If the same object is dealt 11 damage, it takes all of that damage."
28975fb9-f365-5849-8fce-edce79437b6f,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Damage Types,NULL,"Attacks and other harmful effects deal different types of damage. Damage types have no rules of their own, but other rules, such as Resistance, rely on the types. The Damage Types table offers examples to help a GM assign a type to a new effect.

Damage Types
Type  Examples
Acid  Corrosive liquids, digestive enzymes
Bludgeoning  Blunt objects, constriction, falling
Cold  Freezing water, icy blasts
Fire  Flames, unbearable heat
Force  Pure magical energy
Lightning  Electricity
Type  Examples
Necrotic  Life-draining energy
Piercing  Fangs, puncturing objects
Poison  Toxic gas, venom
Psychic  Mind-rending energy
Radiant  Holy energy, searing radiation
Slashing  Claws, cutting objects
Thunder  Concussive sound"
a627ea0c-a122-527d-a07b-a29b96bd3ec3,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Darkness,NULL,"An area of Darkness is Heavily Obscured. See also ""Heavily Obscured"" and ""Playing the Game"" (""Exploration"")."
726515f7-41a2-5adb-9215-d25d18695899,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Darkvision,NULL,"If you have Darkvision, you can see in Dim Light within a specified range as if it were Bright Light and in Darkness within that range as if it were Dim Light. You discern colors in that Darkness only as shades of gray. See also ""Playing the Game"" (""Exploration"")."
e13e1e3d-1719-5768-9e22-f48166ce700d,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Dash,ACTION,"When you take the Dash action, you gain extra movement for the current turn. The increase equals your Speed after applying any modifiers. With a Speed of 30 feet, for example, you can move up to 60 feet on your turn if you Dash. If your Speed of 30 feet is reduced to 15 feet, you can move up to 30 feet this turn if you Dash.

If you have a special speed, such as a Fly Speed or Swim Speed, you can use that speed instead of your Speed when you take this action. You choose which speed to use each time you take it. See also ""Speed."""
d4107794-d088-51d1-8a9c-792a5c1749e0,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Dead,NULL,"A dead creature has no Hit Points and can't regain them unless it is first revived by magic such as the Raise Dead or Revivify spell. When such a spell is cast, the spirit knows who is casting it and can refuse. The spirit of a dead creature has left the body and departed for the Outer Planes, and reviving the creature requires calling the spirit back.

If the creature returns to life, the revival effect determines the creature's current Hit Points. Unless otherwise stated, the creature returns to life with any conditions, magical contagions, or curses that were affecting it at death if the durations of those effects are still ongoing. If the creature died with any Exhaustion levels, it returns with 1 fewer level. If the creature had Attunement to one or more magic items, it is no longer attuned to them."
b035bff3-67e2-5686-b77f-9927371f269d,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Death Saving Throw,NULL,"A player character must make a Death Saving Throw (also called a Death Save) if they start their turn with 0 Hit Points. See also ""Playing the Game"" (""Damage and Healing"")."
11fd2cbb-6868-50db-971f-0449b5c0bbab,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Dehydration,HAZARD,"A creature requires an amount of water per day based on its size, as shown in the Water Needs per Day table. A creature that drinks less than half the required water for a day gains 1 Exhaustion level at the day's end. Exhaustion caused by dehydration can't be removed until the creature drinks the full amount of water required for a day. See also ""Exhaustion.""

Water Needs per Day
Size  Water  Size  Water
Tiny  1/4 gallon  Large  4 gallons
Small  1 gallon  Huge  16 gallons
Medium  1 gallon  Gargantuan  64 gallons"
edbb2508-ca2e-5e76-9fe3-52410ca2e2f1,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Difficult Terrain,NULL,"If a space is Difficult Terrain, every foot of movement in that space costs 1 extra foot. For example, moving 5 feet through Difficult Terrain costs 10 feet of movement. Difficult Terrain isn't cumulative; either a space is Difficult Terrain or it isn't.

A space is Difficult Terrain if the space contains any of the following or something similar:

• A creature that isn't Tiny or your ally
• Furniture that is sized for creatures of your size or
larger
• Heavy snow, ice, rubble, or undergrowth
• Liquid that's between shin- and waist-deep
• A narrow opening sized for a creature one size
smaller than you
• A slope of 20 degrees or more"
b958ab12-d8a4-5203-aa0d-f3dc9b2df13c,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Difficulty Class,NULL,"A Difficulty Class (DC) is the target number for an ability check or a saving throw. See also ""Playing the Game"" (""D20 Tests"")."
4e18aee4-0cab-50aa-b5b3-9f132c5d374b,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Dim Light,NULL,"An area with Dim Light is Lightly Obscured. See also ""Lightly Obscured"" and ""Playing the Game"" (""Exploration"")."
7f8e3f1a-c276-5150-b582-759b327eb346,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Disadvantage,NULL,"If you have Disadvantage on a D20 Test, roll two d20s and use the lower roll. A roll can't be affected by more than one Disadvantage, and Advantage and Disadvantage on the same roll cancel each other. See also ""Playing the Game"" (""D20 Tests"")."
a1e5ca9b-65f1-5224-b664-debefff0b4f3,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Disengage,ACTION,"If you take the Disengage action, your movement doesn't provoke Opportunity Attacks for the rest of the current turn."
1714b32e-a1fa-5f04-8bfc-25fc8bd96fdb,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Dodge,ACTION,"If you take the Dodge action, you gain the following benefits: until the start of your next turn, any attack roll made against you has Disadvantage if you can see the attacker, and you make Dexterity saving throws with Advantage.

You lose these benefits if you have the Incapacitated condition or if your Speed is 0."
8d681f10-936b-500b-8984-53dfef8af7a2,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Emanation,AREA_OF_EFFECT,"An Emanation is an area of effect that extends in straight lines from a creature or an object in all directions. The effect that creates an Emanation specifies the distance it extends.

An Emanation moves with the creature or object that is its origin unless it is an instantaneous or a stationary effect.

An Emanation's origin (creature or object) isn't included in the area of effect unless its creator decides otherwise."
de0e31ba-9931-502a-990c-e31fda8a237a,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Encounter,NULL,"An encounter is a scene in an adventure that is part of at least one of the game's three pillars: social interaction, exploration, or combat. See also ""Playing the Game"" (""Social Interaction,"" ""Exploration,"" and ""Combat"")."
3526c775-db00-57bb-81ec-cd6b2bda7554,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Enemy,NULL,"A creature is your enemy if it fights against you in combat, actively works to harm you, or is designated as your enemy by the rules or GM."
bedf8fd7-e838-5010-bad0-0104a5779377,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Experience Points,NULL,"As they overcome challenges and complete adventures, characters earn Experience Points (XP), which are awarded by the Game Master. When a character's XP total crosses certain thresholds, the character's level increases. See also ""Level Advancement."""
091d2fa3-c731-57c4-8363-6f7e6da6f749,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Expertise,NULL,"Expertise is a feature that enhances your use of a skill proficiency. When you make an ability check with a skill proficiency in which you have Expertise, your Proficiency Bonus is doubled for that check unless the bonus is doubled by another feature.

If you gain Expertise, you gain it in one skill in which you have proficiency. You can't have Expertise in the same skill proficiency more than once.

See also ""Playing the Game"" (""Proficiency"")."
24539b45-ac87-5477-a69d-def85adb39a7,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Falling,HAZARD,"A creature that falls takes 1d6 Bludgeoning damage at the end of the fall for every 10 feet it fell, to a maximum of 20d6. When the creature lands, it has the Prone condition unless it avoids taking any damage from the fall.

A creature that falls into water or another liquid can use its Reaction to make a DC 15 Strength (Athletics) or Dexterity (Acrobatics) check to hit the surface head or feet first. On a successful check, any damage resulting from the fall is halved."
9c7d615c-bdb6-598c-a864-5f2e9698305b,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Flying,NULL,"A variety of effects allow a creature to fly. While flying, you fall if you have the Incapacitated or Prone condition or your Fly Speed is reduced to 0. You can stay aloft in those circumstances if you can hover. See also ""Falling"" and ""Fly Speed."""
a07a494f-adde-5c8c-878f-3e4cc8cba643,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Fly Speed,NULL,"A Fly Speed can be used to travel through the air. While you have a Fly Speed, you can stay aloft until you land, fall, or die. See also ""Flying"" and ""Speed."""
6c50d6e9-31fe-5323-9a07-4e726ae41884,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Friendly,ATTITUDE,"A Friendly creature views you favorably. You have Advantage on an ability check to influence a Friendly creature. See also ""Influence."""
124a2ced-9b6b-5020-9fd1-caaab4a5d26f,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Grappling,NULL,"A creature can grapple another creature. Characters typically grapple by using an Unarmed Strike. Many monsters have special attacks that allow them to quickly grapple prey. However a grapple is initiated, it follows these rules. See also ""Unarmed Strike"" and ""Grappled.""

Grappled Condition. Successfully grappling a creature gives it the Grappled condition.

One Grapple per Hand. A creature must have a hand free to grapple another creature. Some stat blocks and game effects allow a creature to grapple using a tentacle, a maw, or another body part. Whatever part a grappler uses, it can grapple only one creature at a time with that part, and the grappler can't use that part to target another creature unless it ends the grapple.

Ending a Grapple. A Grappled creature can use its action to make a Strength (Athletics) or Dexterity (Acrobatics) check against the grapple's escape DC, ending the condition on itself on a success. The condition also ends if the grappler has the Incapacitated condition or if the distance between the Grappled target and the grappler exceeds the grapple's range. In addition, the grappler can release the target at any time (no action required)."
36af01d3-e8b9-5a53-8897-8d28c128be19,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Hazard,NULL,"A hazard is an environmental danger. See also ""Burning,"" ""Dehydration,"" ""Falling,"" ""Malnutrition,"" and ""Suffocation."""
61f58f7a-cd11-5838-a779-a02f33302fa6,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Healing,NULL,"Healing is how you regain Hit Points. See also ""Playing the Game"" (""Damage and Healing"")."
702f756f-35d5-54d4-82d7-97852903b207,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Heavily Obscured,NULL,"You have the Blinded condition while trying to see something in a Heavily Obscured space. See also ""Blinded,"" ""Darkness,"" and ""Playing the Game"" (""Exploration"")."
3a78711a-7724-5089-990a-a94f60c92683,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Help,ACTION,"When you take the Help action, you do one of the following.

Assist an Ability Check. Choose one of your skill or tool proficiencies and one ally who is near enough for you to assist verbally or physically when they make an ability check. That ally has Advantage on the next ability check they make with the chosen skill or tool. This benefit expires if the ally doesn't use it before the start of your next turn. The GM has final say on whether your assistance is possible.

Assist an Attack Roll. You momentarily distract an enemy within 5 feet of you, giving Advantage to the next attack roll by one of your allies against that enemy. This benefit expires at the start of your next turn."
d7a7ccc5-529b-5527-9bac-057b421688ab,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SRD_5_2,Heroic Inspiration,NULL,"If you (a player character) have Heroic Inspiration, you can expend it to reroll any die immediately after rolling it, and you must use the new roll.

If you gain Heroic Inspiration but already have it, it's lost unless you give it to a player character who lacks it."
