stat_block_id,skill,bonus
4a686859-4851-5d47-b3ea-d5303adfac70,STEALTH,5
feb2e64e-a0be-5b77-b650-900315f7fbb2,INSIGHT,10
feb2e64e-a0be-5b77-b650-900315f7fbb2,PERCEPTION,17
feb2e64e-a0be-5b77-b650-900315f7fbb2,STEALTH,7
707a2111-17f9-5510-8d72-0638f947ccb1,STEALTH,6
707a2111-17f9-5510-8d72-0638f947ccb1,SURVIVAL,3
1f4940b4-7f8a-52de-8c9f-ca62bb7a26bb,STEALTH,6
1f4940b4-7f8a-52de-8c9f-ca62bb7a26bb,SURVIVAL,2
61a8a166-336a-5981-9e69-b22289abc5f6,PERCEPTION,6
0068719a-5a5d-5df4-a8e5-55b712c71e7f,ATHLETICS,6
0068719a-5a5d-5df4-a8e5-55b712c71e7f,PERCEPTION,3
b7798ab4-ff0f-597c-8f42-24ff5148156d,PERCEPTION,8
f8687241-5230-57e7-8cc5-96a1769ed7eb,PERCEPTION,4
be712961-00e4-5fdc-b3d9-7ce4b3ef3839,STEALTH,5
28133e24-4663-51d1-9e69-22efd9a246dd,INSIGHT,7
28133e24-4663-51d1-9e69-22efd9a246dd,PERCEPTION,11
ce0387c8-3d13-50bf-a216-5174851b483d,PERCEPTION,4
ce0387c8-3d13-50bf-a216-5174851b483d,STEALTH,3
20d99010-e378-59c5-a9ca-52eb9fbd070c,DECEPTION,5
20d99010-e378-59c5-a9ca-52eb9fbd070c,PERCEPTION,7
20d99010-e378-59c5-a9ca-52eb9fbd070c,STEALTH,4
df40b7e6-7047-5eb9-ab7e-f8ce1c1280d5,DECEPTION,9
df40b7e6-7047-5eb9-ab7e-f8ce1c1280d5,PERCEPTION,12
df40b7e6-7047-5eb9-ab7e-f8ce1c1280d5,STEALTH,6
33da4341-6b62-5233-9c0f-f355e2738ccc,DECEPTION,13
33da4341-6b62-5233-9c0f-f355e2738ccc,PERCEPTION,17
33da4341-6b62-5233-9c0f-f355e2738ccc,STEALTH,8
cf402a02-a4aa-50e5-a064-ab051149082f,DECEPTION,2
cf402a02-a4aa-50e5-a064-ab051149082f,RELIGION,2
e4ab2238-e788-5fae-b26d-32aa80151e67,DECEPTION,3
e4ab2238-e788-5fae-b26d-32aa80151e67,PERSUASION,3
e4ab2238-e788-5fae-b26d-32aa80151e67,RELIGION,2
369d4ec5-4a3f-5850-a40f-54c4f4ae4b59,STEALTH,3
6f8f63ea-0142-585a-a7fe-0f86dfcf594f,PERCEPTION,5
6f8f63ea-0142-585a-a7fe-0f86dfcf594f,STEALTH,4
38042d14-b41a-58d3-a5c3-ad7aec83e56d,INSIGHT,9
38042d14-b41a-58d3-a5c3-ad7aec83e56d,PERCEPTION,9
f72245b9-387c-5cf6-bbe0-f1ac86a358c4,DECEPTION,6
f72245b9-387c-5cf6-bbe0-f1ac86a358c4,INSIGHT,3
53c43655-552b-5980-baf2-1249e3456a99,PERCEPTION,6
53c43655-552b-5980-baf2-1249e3456a99,STEALTH,10
1bd5702c-3e46-5ef7-9c2f-74770fb8ef7d,MEDICINE,5
1bd5702c-3e46-5ef7-9c2f-74770fb8ef7d,NATURE,3
1bd5702c-3e46-5ef7-9c2f-74770fb8ef7d,PERCEPTION,5
033c4445-4e17-58f3-be70-b82e6bf147f7,PERCEPTION,4
033c4445-4e17-58f3-be70-b82e6bf147f7,STEALTH,5
bc11534a-39f1-5691-bb6b-3885b920c84b,PERCEPTION,6
bc11534a-39f1-5691-bb6b-3885b920c84b,PERSUASION,8
69acc152-e877-5d92-af3a-4d2d14804d64,PERCEPTION,3
69acc152-e877-5d92-af3a-4d2d14804d64,STEALTH,4
69acc152-e877-5d92-af3a-4d2d14804d64,SURVIVAL,3
c87f1d42-e66b-50e8-9625-1741041c8a93,PERCEPTION,4
0e4104f9-de6d-5c28-9fca-22bf44b73ed6,ATHLETICS,11
0e4104f9-de6d-5c28-9fca-22bf44b73ed6,PERCEPTION,6
b9adfac7-a098-5858-8481-6ad99f16eb26,ATHLETICS,9
b9adfac7-a098-5858-8481-6ad99f16eb26,PERCEPTION,3
209a0db5-c38a-556f-b56a-7f274bb42e4d,STEALTH,4
dc04d0e1-24ee-5712-b18c-b83dc8f5ad4a,DECEPTION,7
dc04d0e1-24ee-5712-b18c-b83dc8f5ad4a,PERCEPTION,7
d8f72762-af3b-5b03-9c37-a4ddc79f2e1b,ATHLETICS,10
d8f72762-af3b-5b03-9c37-a4ddc79f2e1b,PERFORMANCE,5
ad77e9cf-c420-5b55-bafe-46c51fba0ade,STEALTH,6
08b6d58f-a525-5063-9bdb-72618a737b11,STEALTH,6
e8108f5d-5141-5121-89ec-692f9fe7328d,STEALTH,6
5041345d-a209-5470-a65c-30ca8c8b0e01,PERCEPTION,4
5041345d-a209-5470-a65c-30ca8c8b0e01,STEALTH,4
cd5a1706-a5eb-5f93-9a27-d0e675cf4d3f,INSIGHT,5
cd5a1706-a5eb-5f93-9a27-d0e675cf4d3f,PERCEPTION,9
cd5a1706-a5eb-5f93-9a27-d0e675cf4d3f,PERSUASION,9
cd5a1706-a5eb-5f93-9a27-d0e675cf4d3f,STEALTH,6
f30a06ec-741b-5822-ae9b-15d64671ed04,INSIGHT,8
f30a06ec-741b-5822-ae9b-15d64671ed04,PERCEPTION,14
f30a06ec-741b-5822-ae9b-15d64671ed04,PERSUASION,13
f30a06ec-741b-5822-ae9b-15d64671ed04,STEALTH,8
48df82ed-f959-54b8-b03a-24dc248ba79b,INSIGHT,10
48df82ed-f959-54b8-b03a-24dc248ba79b,PERCEPTION,17
48df82ed-f959-54b8-b03a-24dc248ba79b,PERSUASION,16
48df82ed-f959-54b8-b03a-24dc248ba79b,STEALTH,9
be5a1ceb-5d3f-5258-9e1b-073feb18b8be,PERCEPTION,7
6f87e0ae-d0fb-5f06-9dff-9b3a09154664,STEALTH,2
0e52bb7c-96d5-58f9-b469-b45eab8c3c3d,PERCEPTION,4
0e52bb7c-96d5-58f9-b469-b45eab8c3c3d,STEALTH,3
6b603949-759d-5c72-b310-074d45747013,DECEPTION,5
6b603949-759d-5c72-b310-074d45747013,PERCEPTION,7
6b603949-759d-5c72-b310-074d45747013,STEALTH,4
352006ea-b852-59c0-b79c-6dda624688c4,DECEPTION,9
352006ea-b852-59c0-b79c-6dda624688c4,PERCEPTION,12
352006ea-b852-59c0-b79c-6dda624688c4,PERSUASION,9
352006ea-b852-59c0-b79c-6dda624688c4,STEALTH,6
e02f30d6-9c3f-5ee7-9937-b2df7044344c,DECEPTION,13
e02f30d6-9c3f-5ee7-9937-b2df7044344c,PERCEPTION,17
e02f30d6-9c3f-5ee7-9937-b2df7044344c,PERSUASION,13
e02f30d6-9c3f-5ee7-9937-b2df7044344c,STEALTH,8
edb83e46-b4f5-56ed-8a8b-aebec29863c2,ARCANA,5
edb83e46-b4f5-56ed-8a8b-aebec29863c2,DECEPTION,4
edb83e46-b4f5-56ed-8a8b-aebec29863c2,PERCEPTION,4
edb83e46-b4f5-56ed-8a8b-aebec29863c2,STEALTH,3
3a7ab06f-a094-5767-b2d0-61f1dceed4c1,STEALTH,4
549be1bb-de18-58a1-898c-0b112ef15332,PERCEPTION,5
da6bee9d-ded1-5cfa-8348-a21043f6adf9,ATHLETICS,5
da6bee9d-ded1-5cfa-8348-a21043f6adf9,PERCEPTION,3
da6bee9d-ded1-5cfa-8348-a21043f6adf9,STEALTH,5
5741bdc0-01af-5fdf-938b-d977ca6f514d,ARCANA,11
5741bdc0-01af-5fdf-938b-d977ca6f514d,HISTORY,11
5741bdc0-01af-5fdf-938b-d977ca6f514d,RELIGION,11
c442a044-2660-5ae1-bb76-7941919b88aa,PERCEPTION,2
33eb289c-e2fe-5c3c-ab3f-1d86c92f00e5,ATHLETICS,6
33eb289c-e2fe-5c3c-ab3f-1d86c92f00e5,PERCEPTION,4
cab786f8-266c-5d51-87eb-518eb632d617,ATHLETICS,7
cab786f8-266c-5d51-87eb-518eb632d617,PERCEPTION,5
cab786f8-266c-5d51-87eb-518eb632d617,STEALTH,5
0ec3a98e-0d40-5fba-933c-a05c59487953,PERCEPTION,5
0c5b8963-efc7-5c4c-9622-da0d0ea3607a,PERCEPTION,2
fc25baba-85df-506b-959e-dbc35112a9bb,PERCEPTION,5
6663817c-edf8-552e-8ede-f0d77e4d658a,PERCEPTION,6
639dc600-5a69-58a8-ba9a-f9a49f36ae95,INSIGHT,7
639dc600-5a69-58a8-ba9a-f9a49f36ae95,PERCEPTION,7
639dc600-5a69-58a8-ba9a-f9a49f36ae95,PERSUASION,9
eac7706e-b667-5ac5-ae31-b3bf3e5c9bac,DECEPTION,4
eac7706e-b667-5ac5-ae31-b3bf3e5c9bac,INSIGHT,3
eac7706e-b667-5ac5-ae31-b3bf3e5c9bac,STEALTH,5
3367bac2-faa5-5174-9acd-237dd9d9fbbf,DECEPTION,9
3367bac2-faa5-5174-9acd-237dd9d9fbbf,INSIGHT,5
3367bac2-faa5-5174-9acd-237dd9d9fbbf,PERCEPTION,5
3367bac2-faa5-5174-9acd-237dd9d9fbbf,PERSUASION,9
3367bac2-faa5-5174-9acd-237dd9d9fbbf,STEALTH,7
baafa8c2-3531-5793-a8d3-2c02e302903a,PERCEPTION,8
baafa8c2-3531-5793-a8d3-2c02e302903a,STEALTH,10
cfcdd6a4-3b89-53a6-9557-d06ca21a1946,HISTORY,13
cfcdd6a4-3b89-53a6-9557-d06ca21a1946,PERCEPTION,11
51deafbd-8649-5be8-bf4c-ea9984eb00f9,DECEPTION,7
51deafbd-8649-5be8-bf4c-ea9984eb00f9,INSIGHT,4
51deafbd-8649-5be8-bf4c-ea9984eb00f9,STEALTH,5
874246f2-ba2f-5948-add9-e11c8fa60fd9,ARCANA,19
874246f2-ba2f-5948-add9-e11c8fa60fd9,HISTORY,12
874246f2-ba2f-5948-add9-e11c8fa60fd9,INSIGHT,9
874246f2-ba2f-5948-add9-e11c8fa60fd9,PERCEPTION,9
e9358f36-6ff4-5a72-bd5e-923bc130177c,ARCANA,6
e9358f36-6ff4-5a72-bd5e-923bc130177c,HISTORY,6
e9358f36-6ff4-5a72-bd5e-923bc130177c,PERCEPTION,4
252f9ded-9b49-5d4d-bda3-d1141e1b97f4,ARCANA,13
252f9ded-9b49-5d4d-bda3-d1141e1b97f4,HISTORY,9
252f9ded-9b49-5d4d-bda3-d1141e1b97f4,PERCEPTION,6
cac1f74d-45d4-5314-abde-f8386a57304b,PERCEPTION,8
4d26569e-6acf-582e-a1b0-d097e477ed7e,DECEPTION,5
4d26569e-6acf-582e-a1b0-d097e477ed7e,PERCEPTION,4
4d26569e-6acf-582e-a1b0-d097e477ed7e,STEALTH,6
63c2085a-f8fb-56a6-bd7a-7ec20b5e0b5d,PERCEPTION,2
63c2085a-f8fb-56a6-bd7a-7ec20b5e0b5d,STEALTH,4
089d2b7c-87b1-5a9e-8561-0997f2e8dadb,PERCEPTION,2
089d2b7c-87b1-5a9e-8561-0997f2e8dadb,STEALTH,3
126bfcc3-bb22-5b98-9d99-805dc5254c26,STEALTH,3
96eca42e-4260-5e69-b338-c26f8d3774a9,STEALTH,2
34afcb0b-0b82-56bb-b819-1efb6a800708,STEALTH,5
7b9fad12-53c1-5a08-85aa-df75b4b2e3f6,PERCEPTION,7
7b9fad12-53c1-5a08-85aa-df75b4b2e3f6,SURVIVAL,7
74ea9d70-a5a1-5c65-8527-7e786bb6045e,HISTORY,5
74ea9d70-a5a1-5c65-8527-7e786bb6045e,PERCEPTION,9
74ea9d70-a5a1-5c65-8527-7e786bb6045e,RELIGION,5
65484791-9b43-5d65-be3b-cbf65b4be9c5,DECEPTION,6
65484791-9b43-5d65-be3b-cbf65b4be9c5,INSIGHT,5
65484791-9b43-5d65-be3b-cbf65b4be9c5,PERCEPTION,5
65484791-9b43-5d65-be3b-cbf65b4be9c5,STEALTH,5
5d5a5edf-cbf2-5478-954e-06f2f58313f3,DECEPTION,5
5d5a5edf-cbf2-5478-954e-06f2f58313f3,INSIGHT,4
5d5a5edf-cbf2-5478-954e-06f2f58313f3,PERSUASION,5
50b05fc2-5b24-59c4-92c4-6151e86f42ed,ARCANA,5
50b05fc2-5b24-59c4-92c4-6151e86f42ed,DECEPTION,8
50b05fc2-5b24-59c4-92c4-6151e86f42ed,PERCEPTION,4
d54766b1-f3fe-52d9-8957-55829cd140cc,PERCEPTION,5
61137728-1031-5ab2-961d-cd09da5d24b0,PERCEPTION,6
344e7a03-e20a-5e8f-9d0b-fd14273b2f97,STEALTH,7
5fad0893-2721-5e54-87ac-c74595a5a8e1,ACROBATICS,7
5fad0893-2721-5e54-87ac-c74595a5a8e1,PERCEPTION,5
1f6780e2-633d-523c-9ae4-6f74c4ca04bc,PERCEPTION,10
1f6780e2-633d-523c-9ae4-6f74c4ca04bc,PERSUASION,19
d5c41de9-f969-5a3a-a98b-a355fc36b0a4,PERCEPTION,11
8373949f-5cb1-5479-ba9a-652851ba3ab9,MEDICINE,4
8373949f-5cb1-5479-ba9a-652851ba3ab9,RELIGION,2
20998135-fcaa-5d94-8d4b-1f95bdecb9c3,MEDICINE,7
20998135-fcaa-5d94-8d4b-1f95bdecb9c3,PERCEPTION,5
20998135-fcaa-5d94-8d4b-1f95bdecb9c3,RELIGION,5
6dca46b9-6593-51c7-9bb3-08dbb296e7ca,PERCEPTION,5
6dca46b9-6593-51c7-9bb3-08dbb296e7ca,STEALTH,4
8b4527f2-be0e-54a1-9a38-5c740f5be669,STEALTH,5
952200fa-a33d-5e9a-9270-d875660a6e4a,DECEPTION,10
952200fa-a33d-5e9a-9270-d875660a6e4a,INSIGHT,8
952200fa-a33d-5e9a-9270-d875660a6e4a,PERCEPTION,8
91ac15bc-bcfd-57a5-a6c9-e0a4593259ad,PERCEPTION,4
91ac15bc-bcfd-57a5-a6c9-e0a4593259ad,STEALTH,2
198505b8-d56a-5b8a-b550-4a85af512f4f,PERCEPTION,8
198505b8-d56a-5b8a-b550-4a85af512f4f,STEALTH,4
4f4517ac-a1f8-5b81-a64f-553d2b370d77,PERCEPTION,13
4f4517ac-a1f8-5b81-a64f-553d2b370d77,STEALTH,6
ebe3fc0e-b274-5701-bbeb-0eff8a046873,PERCEPTION,16
ebe3fc0e-b274-5701-bbeb-0eff8a046873,STEALTH,7
49455e6c-0e05-58ae-b3d3-7e8136717b56,PERCEPTION,8
0faa36a0-cd97-54ca-936b-233cb939221d,PERCEPTION,6
0faa36a0-cd97-54ca-936b-233cb939221d,STEALTH,5
0de28e84-86cb-5d90-a0c8-2a51bfde1bf0,PERCEPTION,5
46418783-34e1-56d9-9051-06a8cb946379,PERCEPTION,2
46418783-34e1-56d9-9051-06a8cb946379,PERFORMANCE,6
46418783-34e1-56d9-9051-06a8cb946379,STEALTH,5
872c883b-3192-5833-8111-b9170e159574,NATURE,4
872c883b-3192-5833-8111-b9170e159574,PERCEPTION,5
872c883b-3192-5833-8111-b9170e159574,STEALTH,6
872c883b-3192-5833-8111-b9170e159574,SURVIVAL,5
be513016-5033-51e9-a25d-d88133e41410,STEALTH,6
8797172f-e535-53b2-b92a-51c9f014bb9c,STEALTH,3
22b5678b-8fa5-5a6d-a7ec-bbe215df3d46,PERCEPTION,4
22b5678b-8fa5-5a6d-a7ec-bbe215df3d46,STEALTH,2
ff19a367-ce85-57fd-87fa-8ce112039f79,HISTORY,6
ff19a367-ce85-57fd-87fa-8ce112039f79,PERCEPTION,8
ff19a367-ce85-57fd-87fa-8ce112039f79,STEALTH,4
572aabd0-686e-5187-b72d-e9db3add7d7f,HISTORY,8
572aabd0-686e-5187-b72d-e9db3add7d7f,PERCEPTION,11
572aabd0-686e-5187-b72d-e9db3add7d7f,STEALTH,5
61648b56-7b1e-50fb-9133-05264fd470c1,HISTORY,11
61648b56-7b1e-50fb-9133-05264fd470c1,PERCEPTION,16
61648b56-7b1e-50fb-9133-05264fd470c1,STEALTH,7
88e30d20-5c53-5362-ac06-23372004dcc2,PERCEPTION,14
d9fa6de6-609b-500a-b12b-5d6facdc2db1,ARCANA,4
d9fa6de6-609b-500a-b12b-5d6facdc2db1,RELIGION,4
d9fa6de6-609b-500a-b12b-5d6facdc2db1,STEALTH,5
e9b8bfaa-6730-5da9-a123-2ddc61ee9887,ARCANA,12
e9b8bfaa-6730-5da9-a123-2ddc61ee9887,HISTORY,12
e9b8bfaa-6730-5da9-a123-2ddc61ee9887,PERCEPTION,8
e9b8bfaa-6730-5da9-a123-2ddc61ee9887,RELIGION,12
5df859a8-4247-5372-811b-304e3921ff11,ARCANA,9
5df859a8-4247-5372-811b-304e3921ff11,PERCEPTION,12
5df859a8-4247-5372-811b-304e3921ff11,RELIGION,15
dccc7c87-4681-5bac-9350-568e1c76e937,PERCEPTION,3
dccc7c87-4681-5bac-9350-568e1c76e937,STEALTH,8
d66a8a58-b0c8-5f08-9ba5-db64b48dbb42,DECEPTION,5
d66a8a58-b0c8-5f08-9ba5-db64b48dbb42,INSIGHT,4
d66a8a58-b0c8-5f08-9ba5-db64b48dbb42,INVESTIGATION,5
d66a8a58-b0c8-5f08-9ba5-db64b48dbb42,PERCEPTION,6
d66a8a58-b0c8-5f08-9ba5-db64b48dbb42,SLEIGHT_OF_HAND,4
d66a8a58-b0c8-5f08-9ba5-db64b48dbb42,STEALTH,6
a1bfe89a-4d20-5fcb-a3b4-bb3fee18ae2f,ATHLETICS,12
a1bfe89a-4d20-5fcb-a3b4-bb3fee18ae2f,PERCEPTION,4
a1bfe89a-4d20-5fcb-a3b4-bb3fee18ae2f,STEALTH,5
2befbad5-fc44-5196-925e-4aef0bc84a75,ARCANA,8
2befbad5-fc44-5196-925e-4aef0bc84a75,ATHLETICS,14
2befbad5-fc44-5196-925e-4aef0bc84a75,HISTORY,8
2befbad5-fc44-5196-925e-4aef0bc84a75,PERCEPTION,10
578daa8d-fc6b-5da1-a52f-fbc8b4d7ad22,DECEPTION,9
578daa8d-fc6b-5da1-a52f-fbc8b4d7ad22,INSIGHT,5
578daa8d-fc6b-5da1-a52f-fbc8b4d7ad22,PERCEPTION,5
578daa8d-fc6b-5da1-a52f-fbc8b4d7ad22,PERSUASION,9
578daa8d-fc6b-5da1-a52f-fbc8b4d7ad22,STEALTH,7
f01dc9ea-555e-51ff-a7f2-16d629f7d3e9,PERCEPTION,9
ae1563c8-0adc-544e-9f82-5da6cab34c17,PERCEPTION,5
f022f9a7-af46-5251-9eac-b532ad6704b2,PERCEPTION,4
f022f9a7-af46-5251-9eac-b532ad6704b2,PERSUASION,4
f022f9a7-af46-5251-9eac-b532ad6704b2,STEALTH,7
a628dc90-421d-5cd7-9394-f11ac9684481,PERCEPTION,3
a628dc90-421d-5cd7-9394-f11ac9684481,STEALTH,6
3a4c6071-45ce-544b-821c-32fa7b1db427,PERCEPTION,7
3a4c6071-45ce-544b-821c-32fa7b1db427,STEALTH,9
190080e5-e870-55e0-ae7c-3badbf73ad9f,ATHLETICS,5
190080e5-e870-55e0-ae7c-3badbf73ad9f,PERCEPTION,2
f657ecb2-3549-5870-ba69-ba43eb1f9027,PERCEPTION,7
d1c9c99f-7203-5a69-af2b-4eeb0ad7af06,PERCEPTION,2
cfa2ae81-694d-54b1-90f4-3f0ee7b7527c,PERCEPTION,4
cfa2ae81-694d-54b1-90f4-3f0ee7b7527c,STEALTH,5
115165f3-4b3a-5dc8-ac74-cca8c02719c9,PERCEPTION,5
115165f3-4b3a-5dc8-ac74-cca8c02719c9,STEALTH,4
4bad1953-be71-5018-bd30-ea4581d113bf,PERCEPTION,4
4bad1953-be71-5018-bd30-ea4581d113bf,STEALTH,4
e50a506e-d3b7-5d24-926e-e81e7546358d,PERCEPTION,4
e50a506e-d3b7-5d24-926e-e81e7546358d,STEALTH,2
c5ae861c-ca16-5751-99f3-1cb1b5b4f951,PERCEPTION,6
c5ae861c-ca16-5751-99f3-1cb1b5b4f951,STEALTH,3
42038caa-5299-5640-82b9-c0d6785a5f3a,PERCEPTION,11
42038caa-5299-5640-82b9-c0d6785a5f3a,STEALTH,5
19675f2e-3466-545b-9347-ade58f3b61ff,PERCEPTION,13
19675f2e-3466-545b-9347-ade58f3b61ff,STEALTH,6
a3d10ca4-e168-5342-b4d0-29abb40fb585,PERCEPTION,3
a3d10ca4-e168-5342-b4d0-29abb40fb585,STEALTH,4
3d4115f7-a6b5-52db-be98-72f701a51c56,PERCEPTION,5
3d4115f7-a6b5-52db-be98-72f701a51c56,STEALTH,5
63f5ecf2-41ea-5191-bc47-dd0ff4d10b69,PERCEPTION,4
437386d3-ad75-5add-b93c-95e08194955b,PERCEPTION,4
940db73c-b87a-5957-b362-4dd008a8f48e,PERCEPTION,6
940db73c-b87a-5957-b362-4dd008a8f48e,STEALTH,6
92704688-06ee-5568-8d8d-f96236d31913,PERCEPTION,5
0f40b883-5a58-5794-b906-82035d172021,ATHLETICS,5
0f40b883-5a58-5794-b906-82035d172021,PERCEPTION,3
e22efba4-26f1-54a0-b7c4-4ff7bc0ab9ce,STEALTH,5
3704d23d-4c5e-55dc-84eb-a74e032a47e3,PERCEPTION,3
e8fa0610-fcd4-578b-a004-9b02f3e12e79,PERCEPTION,5
fbf352de-cd2c-5bff-9e7d-2a8484f77e27,PERCEPTION,6
8ad6b35d-fff5-56c8-baca-948e73b089d6,PERCEPTION,3
e183bc79-04bb-5372-9169-b047f0e7fcd6,PERCEPTION,3
e183bc79-04bb-5372-9169-b047f0e7fcd6,STEALTH,4
8ee1744b-2bf5-5117-9808-7ac72a68ca02,PERCEPTION,2
8ee1744b-2bf5-5117-9808-7ac72a68ca02,STEALTH,4
4d370c01-4309-5e7d-a5d9-d51320c84a17,STEALTH,2
2b88b661-117c-51b2-8b74-279854c1b565,STEALTH,2
027e374f-1431-505c-8ca2-061b30f0a547,PERCEPTION,4
581ffc25-bb48-5abb-8d11-a0fd283cdd51,PERCEPTION,5
581ffc25-bb48-5abb-8d11-a0fd283cdd51,STEALTH,4
bd286536-4c3c-53bc-bc3f-d62098bdc7c5,PERCEPTION,6
4d0cc8d8-ecf9-56dd-9ede-83defb697727,PERCEPTION,2
7a085fe5-878b-56af-a2e9-3f0fb62efc2d,PERCEPTION,1
7a085fe5-878b-56af-a2e9-3f0fb62efc2d,STEALTH,3
c3c4447d-d53b-54e0-849b-acea0f269941,ATHLETICS,9
c3c4447d-d53b-54e0-849b-acea0f269941,PERCEPTION,4
c3c4447d-d53b-54e0-849b-acea0f269941,SURVIVAL,4
460f5a70-c348-5f39-92f1-37f1daea128f,PERCEPTION,3
75955c5b-486d-587d-b3a3-c3093ac273bf,PERCEPTION,2
d87be2e4-fb8e-5dd5-a4e7-76df0b0d9cad,STEALTH,3
478baab9-87bd-546b-8fcf-ad8da7d9d1fd,STEALTH,5
913450cc-5e2c-5fb3-8705-5128e36f9efd,PERCEPTION,6
2d5e9b1e-44d6-5725-bd4e-fb25c296e462,PERCEPTION,4
3aa55d3f-d417-5980-9403-85590374a7cd,PERCEPTION,2
3aa55d3f-d417-5980-9403-85590374a7cd,STEALTH,4
6973e0ef-9840-5b46-8352-b6ce443262b8,PERCEPTION,3
aabb5741-b2ed-53fb-90c9-194eef10f36c,PERCEPTION,3
46ff34df-1bd3-5e91-a2bd-37960bea0a03,PERCEPTION,4
46ff34df-1bd3-5e91-a2bd-37960bea0a03,STEALTH,5
475622ca-91c4-5069-99b6-59d4f6faae01,PERCEPTION,6
475622ca-91c4-5069-99b6-59d4f6faae01,STEALTH,6
24f1f770-8a07-548a-9483-3a4a57422c30,PERCEPTION,2
b781341f-53df-5351-adce-594339b75a60,PERCEPTION,3
8c3e18e9-fa7a-596d-8eab-eaa84a7a46cc,PERCEPTION,4
8c3e18e9-fa7a-596d-8eab-eaa84a7a46cc,STEALTH,7
611baf20-2499-5435-b163-35f131e23f34,PERCEPTION,2
1a4f6c0f-9861-5eea-8341-245614a44a1d,PERCEPTION,3
ea14d920-c245-5a0a-9c31-5d070a772f22,ACROBATICS,5
