id,created_at,updated_at,version,feature_id,capability,amount,second_amount,duration_unit,damage_type,notes
ddf008b3-ec4a-5395-a001-6b2cc2d67e15,2026-09-08T00:00:00,2026-09-08T00:00:00,0,3c7e689d-9730-5009-af86-ffbfe842575e,CANNOT_SHAPE_SHIFT,NULL,NULL,NULL,NULL,The golem can't shape-shift.
9c7535c2-be7e-5a33-a3be-4c0e24e9913c,2026-09-08T00:00:00,2026-09-08T00:00:00,0,5cedf77c-2c9b-5539-a6f9-bf993d1aebde,OTHER,NULL,NULL,NULL,NULL,The commoner has proficiency in one skill of the GM's choice and has Advantage whenever it makes an ability check using that skill.
23fb0812-df86-515b-802f-0f08a3b484c4,2026-09-08T00:00:00,2026-09-08T00:00:00,0,15103e7e-44c2-5160-903a-94e49a3b85c0,BOUND_TELEPATHY,NULL,NULL,NULL,NULL,"The couatl's thoughts can't be read by any means, and other creatures can communicate with it telepathically only if it allows them."
f212fa13-5a9e-50f6-98be-b8d6ac1969a9,2026-09-08T00:00:00,2026-09-08T00:00:00,0,15103e7e-44c2-5160-903a-94e49a3b85c0,MIND_SHIELDED,NULL,NULL,NULL,NULL,"The couatl's thoughts can't be read by any means, and other creatures can communicate with it telepathically only if it allows them."
dbc8dfd3-19ac-53e6-adcc-856abb683817,2026-09-08T00:00:00,2026-09-08T00:00:00,0,a3900851-9afe-5f36-965b-75c985925550,OCCUPY_CREATURE_SPACE,NULL,NULL,NULL,NULL,"The swarm can occupy another creature's space and vice versa, and the swarm can move through any opening large enough for a Tiny creature. The swarm can't regain Hit Points or gain Temporary Hit Points."
5040d56e-ea81-5c48-9704-878bc524997d,2026-09-08T00:00:00,2026-09-08T00:00:00,0,7cded618-2972-5a7c-8e97-64ebcda29e4a,OTHER,NULL,NULL,NULL,NULL,"The djinni has a 30 percent chance of knowing the Wish spell. If the djinni knows it, the djinni can cast it only on behalf of a non-genie creature who communicates a wish in a way the djinni can understand. If the djinni casts the spell for the creature, the djinni suffers none of the spell's stress. Once the djinni has cast it three times, the djinni can't do so again for 365 days."
3262d22a-f6b8-5a21-88ca-c1082fc8fa82,2026-09-08T00:00:00,2026-09-08T00:00:00,0,767367da-cd09-5ae3-996a-62221cc3db1e,BREATHE_AIR_AND_WATER,NULL,NULL,NULL,NULL,The dragon can breathe air and water.
59e79147-60f6-5d7b-8578-d7f758c21ad5,2026-09-08T00:00:00,2026-09-08T00:00:00,0,348c4e56-50c8-57d1-9732-378f41bf3b7e,CLIMB_WITHOUT_CHECK,NULL,NULL,NULL,NULL,"The drider can climb difficult surfaces, including along ceilings, without needing to make an ability check."
20f4d0be-6348-5d60-94c6-1d2c71077790,2026-09-08T00:00:00,2026-09-08T00:00:00,0,353f6565-5b52-5fa2-a488-cb0d99c59318,IGNORE_WEB_TERRAIN,NULL,NULL,NULL,NULL,"The drider ignores movement restrictions caused by webs, and the drider knows the location of any other creature in contact with the same web."
6a077f12-35cf-5471-9bb8-ebf27aa61532,2026-09-08T00:00:00,2026-09-08T00:00:00,0,31928b21-b070-513b-b5d6-045269691bf0,SPECIAL_COMMUNICATION,NULL,NULL,NULL,NULL,The dryad can communicate with Beasts and Plants as if they shared a language.
766519f4-130a-5fa4-8ecf-cb78074ac24f,2026-09-08T00:00:00,2026-09-08T00:00:00,0,5ab3f28d-8e4c-563b-95e8-9ec76a37ed23,BURROW_THROUGH_ROCK,NULL,NULL,NULL,NULL,"The elemental can burrow through nonmagical, unworked earth and stone. While doing so, the elemental doesn't disturb the material it moves through."
1d4dfd1e-33fc-598a-9eeb-01f3bfea68bd,2026-09-08T00:00:00,2026-09-08T00:00:00,0,e6906b28-2fa2-5f7c-98a8-171e2d5f2623,DOUBLE_DAMAGE_TO_OBJECTS,NULL,NULL,NULL,NULL,The elemental deals double damage to objects and structures.
701a8d58-c85a-518e-a4f6-979482da2a63,2026-09-08T00:00:00,2026-09-08T00:00:00,0,4ea5ca1e-7c46-53e0-a97d-138278346188,OTHER,NULL,NULL,NULL,NULL,"The efreeti has a 30 percent chance of knowing the Wish spell. If the efreeti knows it, the efreeti can cast it only on behalf of a non-genie creature who communicates a wish in a way the efreeti can understand. If the efreeti casts the spell for the creature, the efreeti suffers none of the spell's stress. Once the efreeti has cast it three times, the efreeti can't do so again for 365 days."
ce76a671-e7d1-52b2-a980-3ecff1865b33,2026-09-08T00:00:00,2026-09-08T00:00:00,0,bec5e3f3-a3cd-5d76-a613-177f9fd37c5e,CLIMB_WITHOUT_CHECK,NULL,NULL,NULL,NULL,"The ettercap can climb difficult surfaces, including along ceilings, without needing to make an ability check."
97e9ba55-45cf-5700-944f-200b753e6877,2026-09-08T00:00:00,2026-09-08T00:00:00,0,5e3f5d61-f2c7-5b4c-9fba-466bcd01a20a,IGNORE_WEB_TERRAIN,NULL,NULL,NULL,NULL,"The ettercap ignores movement restrictions caused by webs, and the ettercap knows the location of any other creature in contact with the same web."
46dcba46-cc42-577d-befd-641818d1293b,2026-09-08T00:00:00,2026-09-08T00:00:00,0,40cd0b39-b8f8-5cfd-9d42-2d5f3164f966,SQUEEZE_THROUGH_INCH,NULL,NULL,NULL,NULL,"The elemental can move through a space as narrow as 1 inch without expending extra movement to do so, and it can enter a creature's space and stop there. The first time it enters a creature's space on a turn, that creature takes 5 (1d10) Fire damage."
8e25bdbf-1d80-5b21-96cc-0692dddf180e,2026-09-08T00:00:00,2026-09-08T00:00:00,0,40cd0b39-b8f8-5cfd-9d42-2d5f3164f966,OCCUPY_CREATURE_SPACE,NULL,NULL,NULL,NULL,"The elemental can move through a space as narrow as 1 inch without expending extra movement to do so, and it can enter a creature's space and stop there. The first time it enters a creature's space on a turn, that creature takes 5 (1d10) Fire damage."
b70dd44f-a291-5204-89cd-e908521492eb,2026-09-08T00:00:00,2026-09-08T00:00:00,0,6b7c6470-32d7-5c2e-b81a-3f8039e3a87e,CANNOT_SHAPE_SHIFT,NULL,NULL,NULL,NULL,The golem can't shape-shift.
75f5d740-cee2-5267-ae30-1c45aa7cccaa,2026-09-08T00:00:00,2026-09-08T00:00:00,0,010b78f2-aa9b-51d9-9f6e-646583c5890b,NO_OPPORTUNITY_ATTACK_ON_EXIT,NULL,NULL,NULL,NULL,The gargoyle doesn't provoke an Opportunity Attack when it flies out of an enemy's reach.
da790307-be52-5c76-975b-fed9012a2eee,2026-09-08T00:00:00,2026-09-08T00:00:00,0,fcda2fe3-a61e-5414-a27d-bd59ffc10e09,OTHER,NULL,NULL,NULL,NULL,"Even when the cube is in plain sight, a creature must succeed on a DC 15 Wisdom (Perception) check to notice the cube if the creature hasn't witnessed the cube move or otherwise act."
2fb86d74-f023-5cfd-991d-d52c0e6ab589,2026-09-08T00:00:00,2026-09-08T00:00:00,0,c15a6afb-065e-5dc4-b28b-0cc7412aeab2,DETECT_AT_RANGE,60,NULL,NULL,NULL,The ghost can see 60 feet into the Ethereal Plane when it is on the Material Plane.
9e7f9fd1-49db-53a6-9beb-d89dc5d1eaa9,2026-09-08T00:00:00,2026-09-08T00:00:00,0,06668465-0cf2-5b34-b8eb-4c33cf69b950,MOVE_THROUGH_OBJECTS,NULL,NULL,NULL,NULL,The ghost can move through other creatures and objects as if they were Difficult Terrain. It takes 5 (1d10) Force damage if it ends its turn inside an object.
1086c09d-a308-510c-b70f-cce9c426c20d,2026-09-08T00:00:00,2026-09-08T00:00:00,0,0fa2761c-422e-55f2-8a9e-11829c5e78f6,BREATHE_AIR_AND_WATER,NULL,NULL,NULL,NULL,The dragon can breathe air and water.
4c2905b9-8606-56d0-85b3-58f1e9ffeba7,2026-09-08T00:00:00,2026-09-08T00:00:00,0,6c1de63d-38c7-56e3-b3cb-57f794585c4f,BREATHE_AIR_AND_WATER,NULL,NULL,NULL,NULL,The dragon can breathe air and water.
69d9be68-3ab3-590c-a9a8-c43cdd1de4a0,2026-09-08T00:00:00,2026-09-08T00:00:00,0,8fb28997-9bb9-54be-a971-59b898e0930f,BREATHE_AIR_AND_WATER,NULL,NULL,NULL,NULL,The dragon can breathe air and water.
4bc4498c-e363-5213-9ca3-411708cd6bb0,2026-09-08T00:00:00,2026-09-08T00:00:00,0,4b391a8d-0a36-539f-8bbd-99625bba8cd2,BREATHE_AIR_AND_WATER,NULL,NULL,NULL,NULL,The dragon can breathe air and water.
a41e22f5-6758-5cff-8dab-8f7ffe022cf8,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d84b78fb-351e-5912-a3bc-27292e35106b,SQUEEZE_THROUGH_INCH,NULL,NULL,NULL,NULL,The ooze can move through a space as narrow as 1 inch without expending extra movement to do so.
a67c387d-21da-5d45-93e9-7e519a295913,2026-09-08T00:00:00,2026-09-08T00:00:00,0,274c07af-ef29-5c1f-9d7f-08aa57149cb5,BREATHE_AIR_AND_WATER,NULL,NULL,NULL,NULL,The dragon can breathe air and water.
1162eceb-0879-578f-aa5e-6b0df829c82f,2026-09-08T00:00:00,2026-09-08T00:00:00,0,1f2b1c16-02c7-5b4b-9b6f-69f4d28b78c4,BREATHE_AIR_AND_WATER,NULL,NULL,NULL,NULL,The dragon can breathe air and water.
355b570a-09a0-55b0-ba64-4ef7ad07498c,2026-09-08T00:00:00,2026-09-08T00:00:00,0,cd141d97-7058-5ec0-9a4c-1bab6aed2f92,BREATHE_AIR_AND_WATER,NULL,NULL,NULL,NULL,The dragon can breathe air and water.
4d6ee9dd-b4ab-5b35-9472-dc2999db7e29,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d0f7e66f-576d-56c0-b3fb-b9fba24b4538,BREATHE_AIR_AND_WATER,NULL,NULL,NULL,NULL,The dragon can breathe air and water.
0947431b-1f56-5c8a-b0e7-937186669710,2026-09-08T00:00:00,2026-09-08T00:00:00,0,ec6228d4-5c9a-535a-99de-8bf972448c56,BREATHE_AIR_AND_WATER,NULL,NULL,NULL,NULL,The hag can breathe air and water.
84888724-4e23-5cd9-afab-df7fb18237da,2026-09-08T00:00:00,2026-09-08T00:00:00,0,58e6a2e1-5734-5d6a-baa6-2a3484ecfd2a,OTHER,NULL,NULL,NULL,NULL,"While within 30 feet of at least two hag allies, the hag can cast one of the following spells, requiring no Material components, using the spell's normal casting time, and using Intelligence as the spellcasting ability (spell save DC 11): Augury, Find Familiar, Identify, Locate Object, Scrying, or Unseen Servant. The hag must finish a Long Rest before using this trait to cast that spell again."
7fb5fa5f-6d11-5389-b4d6-1dc8d4834983,2026-09-08T00:00:00,2026-09-08T00:00:00,0,1be88e66-92b1-52ee-be81-acb86b1a67b2,SPECIAL_COMMUNICATION,NULL,NULL,NULL,NULL,The hag can mimic animal sounds and humanoid voices. A creature that hears the sounds can tell they are imitations only with a successful DC 14 Wisdom (Insight) check.
6f6c24bc-d6af-575c-8322-54a40de2986e,2026-09-08T00:00:00,2026-09-08T00:00:00,0,e907feeb-a44a-5130-803c-eba07b45e86e,OTHER,NULL,NULL,NULL,NULL,"The half-dragon is related to a type of dragon associated with one of the following damage types (GM's choice): Acid, Cold, Fire, Lightning, or Poison. This choice affects other aspects of the stat block."
1fe3b0af-9f3a-5ad4-84d4-c439af4ae59a,2026-09-08T00:00:00,2026-09-08T00:00:00,0,e04577c8-5c63-5b38-9d6a-e6e4fe7958b1,NO_OPPORTUNITY_ATTACK_ON_EXIT,NULL,NULL,NULL,NULL,The hippogriff doesn't provoke an Opportunity Attack when it flies out of an enemy's reach.
32c743d8-671e-5dee-8f19-1546fadce784,2026-09-08T00:00:00,2026-09-08T00:00:00,0,2cc02a43-226e-5294-bdc9-e76c7aae9bde,BOUND_TELEPATHY,NULL,NULL,NULL,NULL,"While the homunculus is on the same plane of existence as its master, the two of them can communicate telepathically with each other."
f9e9e705-6d22-57dd-84ca-d56ff704db3e,2026-09-08T00:00:00,2026-09-08T00:00:00,0,e24532ab-f37e-51a6-a123-211104970111,HOLD_BREATH,1,NULL,HOUR,NULL,The hydra can hold its breath for 1 hour.
35a0ed1e-6532-51f5-9f2c-cad66a2c4c51,2026-09-08T00:00:00,2026-09-08T00:00:00,0,7adccedc-86dd-58ba-a02f-3b17942e0e41,OTHER,NULL,NULL,NULL,NULL,"For each head the hydra has beyond one, it gets an extra Reaction that can be used only for Opportunity Attacks."
6261c93c-69e7-54d3-956a-154a2214299c,2026-09-08T00:00:00,2026-09-08T00:00:00,0,030f287f-0464-5639-8fbf-754b7564c573,SQUEEZE_THROUGH_INCH,NULL,NULL,NULL,NULL,The stalker can enter an enemy's space and stop there. It can move through a space as narrow as 1 inch without expending extra movement to do so.
426f0f83-26fa-5910-bde8-37f323a8a601,2026-09-08T00:00:00,2026-09-08T00:00:00,0,030f287f-0464-5639-8fbf-754b7564c573,OCCUPY_CREATURE_SPACE,NULL,NULL,NULL,NULL,The stalker can enter an enemy's space and stop there. It can move through a space as narrow as 1 inch without expending extra movement to do so.
f698ac59-fb60-5887-974a-a6eed243153f,2026-09-08T00:00:00,2026-09-08T00:00:00,0,50b5c4ed-8e07-571d-a2c2-e522d15a610e,CANNOT_SHAPE_SHIFT,NULL,NULL,NULL,NULL,The golem can't shape-shift.
6a8c11b9-b671-5211-b6b4-52e485f7e119,2026-09-08T00:00:00,2026-09-08T00:00:00,0,ab6ed9ab-6c03-5050-bfab-623ff5a699f3,BREATHE_AIR_AND_WATER,NULL,NULL,NULL,NULL,The kraken can breathe air and water.
a1d87175-b1f7-5345-baa9-6c452f4453a8,2026-09-08T00:00:00,2026-09-08T00:00:00,0,43d2d959-3b6e-55a6-acef-d47aeb829026,DOUBLE_DAMAGE_TO_OBJECTS,NULL,NULL,NULL,NULL,The kraken deals double damage to objects and structures.
404ccf51-1dd9-51fc-9a4f-62a0b41b7a2b,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d4468d5c-a08e-5126-82db-5107d501d343,REACTION_EVERY_TURN,NULL,NULL,NULL,NULL,The marilith can take one Reaction on every turn of combat.
6b44b0be-2fff-5892-8a72-5766d971919d,2026-09-08T00:00:00,2026-09-08T00:00:00,0,4f60bf25-c040-5740-9cb7-2ab182d7dc4f,BREATHE_AIR_AND_WATER,NULL,NULL,NULL,NULL,The merfolk can breathe air and water.
187aae66-5bf6-58e4-9862-e1d8470c6ef6,2026-09-08T00:00:00,2026-09-08T00:00:00,0,5d7e5321-01b8-588c-93bb-008908b69e69,BREATHE_AIR_AND_WATER,NULL,NULL,NULL,NULL,The merrow can breathe air and water.
65bd01b1-c921-5781-92d9-d17999b8347d,2026-09-08T00:00:00,2026-09-08T00:00:00,0,b012d605-a84f-5fdf-b175-d86d39155862,OTHER,NULL,NULL,NULL,NULL,"While within 30 feet of at least two hag allies, the hag can cast one of the following spells, requiring no Material components, using the spell's normal casting time, and using Intelligence as the spellcasting ability (spell save DC 14): Augury, Find Familiar, Identify, Locate Object, Scrying, or Unseen Servant. The hag must finish a Long Rest before using this trait to cast that spell again."
ab527358-f098-545e-b2dc-8fdeb3528db8,2026-09-08T00:00:00,2026-09-08T00:00:00,0,6c4f7a13-24a8-55e5-ad72-c31963b0f15c,OTHER,NULL,NULL,NULL,NULL,"The hag has a soul bag. While holding or carrying the bag, the hag can use its Nightmare Haunting action. The bag has AC 15, HP 20, and Resistance to all damage. The bag turns to dust if reduced to 0 Hit Points. If the bag is destroyed, any souls the bag is holding are released. The hag can create a new bag after 7 days."
3e8e6e8e-bc57-5207-b778-7208c02646d3,2026-09-08T00:00:00,2026-09-08T00:00:00,0,84954068-6448-564d-9f87-c5d6893a9ce6,OTHER,NULL,NULL,NULL,NULL,The nightmare can grant Resistance to Fire damage to a rider while it is on the nightmare.
94d93680-010f-5ff5-9b9d-6d80f4a3291a,2026-09-08T00:00:00,2026-09-08T00:00:00,0,c1e7d948-7393-508d-bb93-fe0b052c323e,SQUEEZE_THROUGH_INCH,NULL,NULL,NULL,NULL,The jelly can move through a space as narrow as 1 inch without expending extra movement to do so.
dc7bc561-701f-5d7f-95b4-795125b0a560,2026-09-08T00:00:00,2026-09-08T00:00:00,0,91f06265-4214-5326-8f35-133fa622f27b,CLIMB_WITHOUT_CHECK,NULL,NULL,NULL,NULL,"The jelly can climb difficult surfaces, including along ceilings, without needing to make an ability check."
dad80f8e-d625-5cb5-8975-9bc1f7df6a44,2026-09-08T00:00:00,2026-09-08T00:00:00,0,480e6679-3999-52e9-93ad-012e1efab797,DETECT_AT_RANGE,60,NULL,NULL,NULL,The spider can see 60 feet into the Ethereal Plane while on the Material Plane and vice versa.
b4970481-ab01-5ffb-94da-14f48dbfc973,2026-09-08T00:00:00,2026-09-08T00:00:00,0,75c7d85d-3127-5647-8ded-5ada77d3b392,CLIMB_WITHOUT_CHECK,NULL,NULL,NULL,NULL,"The spider can climb difficult surfaces, including along ceilings, without needing to make an ability check."
4a48e5a1-0828-5273-b7c9-fcf87d302caf,2026-09-08T00:00:00,2026-09-08T00:00:00,0,7e408ecd-0315-5cdf-8206-7dfacffa7371,IGNORE_WEB_TERRAIN,NULL,NULL,NULL,NULL,"The spider ignores movement restrictions caused by webs, and the spider knows the location of any other creature in contact with the same web."
f64a5b77-5df5-5356-b032-0b3902fdfc4a,2026-09-08T00:00:00,2026-09-08T00:00:00,0,56593b9e-534f-578c-9fe3-373b3a477c83,SPECIAL_COMMUNICATION,NULL,NULL,NULL,NULL,The planetar knows if it hears a lie.
2fb08fd0-f42d-5af5-812c-19559a521872,2026-09-08T00:00:00,2026-09-08T00:00:00,0,6fc0f77f-71b0-5e72-83f1-2082a7435aca,BURROW_THROUGH_ROCK,NULL,NULL,NULL,NULL,The worm can burrow through solid rock at half its Burrow Speed and leaves a 10-foot-diameter tunnel in its wake.
8d8e415d-337b-56c4-ac8a-9c6cdbec355a,2026-09-08T00:00:00,2026-09-08T00:00:00,0,05472a58-1d51-5760-a496-c45058830ccf,CLIMB_WITHOUT_CHECK,NULL,NULL,NULL,NULL,"The roper can climb difficult surfaces, including along ceilings, without needing to make an ability check."
c4eb9b3e-a5db-5b2a-87ca-65d292af4fab,2026-09-08T00:00:00,2026-09-08T00:00:00,0,3c0fc42a-31dc-5968-aa9b-63e1c898582a,DETECT_AT_RANGE,30,NULL,NULL,NULL,The rust monster can pinpoint the location of ferrous metal within 30 feet of itself.
d85539b2-77b5-5243-bed1-50c7bbb6310b,2026-09-08T00:00:00,2026-09-08T00:00:00,0,7b732e9a-6200-5471-a76c-9e74da13feb6,MUST_SUBMERGE_PERIODICALLY,4,NULL,HOUR,NULL,"The sahuagin can breathe air and water, but it must be submerged at least once every 4 hours to avoid suffocating outside water."
ef4ff074-f57a-51b6-b26c-744a83543ad8,2026-09-08T00:00:00,2026-09-08T00:00:00,0,7b732e9a-6200-5471-a76c-9e74da13feb6,BREATHE_AIR_AND_WATER,NULL,NULL,NULL,NULL,"The sahuagin can breathe air and water, but it must be submerged at least once every 4 hours to avoid suffocating outside water."
7829b3cf-66b8-5392-b7bb-ba6e2653a5ab,2026-09-08T00:00:00,2026-09-08T00:00:00,0,933bc997-9cd5-5fc9-ae15-102de02d4adc,BOUND_TELEPATHY,NULL,NULL,NULL,NULL,"The sahuagin can magically control sharks within 120 feet of itself, using a special telepathy."
5fb9a549-53d9-570d-977c-947aaf8a8001,2026-09-08T00:00:00,2026-09-08T00:00:00,0,f4365a14-2dfd-5461-9d08-daeecc770107,BREATHE_AIR_AND_WATER,NULL,NULL,NULL,NULL,The hag can breathe air and water.
b8e34c9f-1cbf-5f4b-814d-4680402af027,2026-09-08T00:00:00,2026-09-08T00:00:00,0,fb53706e-3602-5bc8-a8c4-9720b2b58c98,OTHER,NULL,NULL,NULL,NULL,"While within 30 feet of at least two hag allies, the hag can cast one of the following spells, requiring no Material components, using the spell's normal casting time, and using Intelligence as the spellcasting ability (spell save DC 11): Augury, Find Familiar, Identify, Locate Object, Scrying, or Unseen Servant. The hag must finish a Long Rest before using this trait to cast that spell again."
4ea76168-791b-5985-bcdc-a1b93c5b2bee,2026-09-08T00:00:00,2026-09-08T00:00:00,0,3390f887-3742-5e6c-aa42-58c3c9efd6f5,SQUEEZE_THROUGH_INCH,NULL,NULL,NULL,NULL,The shadow can move through a space as narrow as 1 inch without expending extra movement to do so.
96adce49-f32f-51e6-bb3a-ee86588cab0c,2026-09-08T00:00:00,2026-09-08T00:00:00,0,57a6fb8c-8fdd-5333-9bec-36c5e544a38e,BOUND_TELEPATHY,NULL,NULL,NULL,NULL,"The guardian is magically bound to an amulet. While the guardian and its amulet are on the same plane of existence, the amulet's wearer can telepathically call the guardian to travel to it, and the guardian knows the distance and direction to the amulet. If the guardian is within 60 feet of the amulet's wearer, half of any damage the wearer takes (round up) is transferred to the guardian."
80e261d8-cc26-5105-ac64-9320b9af51fd,2026-09-08T00:00:00,2026-09-08T00:00:00,0,3f9e66bd-81c8-5059-a7c2-085edf54dbe9,OTHER,NULL,NULL,NULL,NULL,"A spellcaster who wears the guardian's amulet can cause the guardian to store one spell of level 4 or lower. To do so, the wearer must cast the spell on the guardian while within 5 feet of it. The spell has no effect but is stored within the guardian. Any previously stored spell is lost when a new spell is stored. The guardian can cast the spell stored with any parameters set by the original caste"
72b2dc2c-7d9a-5f72-ae1a-d40bf2d521ee,2026-09-08T00:00:00,2026-09-08T00:00:00,0,2f519352-4f1e-54e3-a168-7ac1a54003a0,SPECIAL_COMMUNICATION,NULL,NULL,NULL,NULL,The solar knows if it hears a lie.
77365609-7767-57f6-819d-24fb648c027e,2026-09-08T00:00:00,2026-09-08T00:00:00,0,41206a29-1c0c-54f5-bf25-26a2eaf88de8,MOVE_THROUGH_OBJECTS,NULL,NULL,NULL,NULL,The specter can move through other creatures and objects as if they were Difficult Terrain. It takes 5 (1d10) Force damage if it ends its turn inside an object.
