id,created_at,updated_at,version,step_id,outcome,kind,ordinal,dice_count,dice_faces,dice_bonus,dice_average,damage_type,half_damage,condition_id,escape_dc,notes
244b6b80-05eb-5381-9d9b-76c1e2197e1b,2026-09-08T00:00:00,2026-09-08T00:00:00,0,ea3112ee-c794-5eca-a012-7807d239f36b,ALWAYS,DAMAGE,0,3,8,NULL,13,FIRE,false,NULL,NULL,NULL
087e78b1-fc89-55e0-89de-97ebede92b51,2026-09-08T00:00:00,2026-09-08T00:00:00,0,b64f27d6-fb48-5dca-a760-a07312478298,HIT,DAMAGE,0,3,6,8,18,FORCE,false,NULL,NULL,NULL
16c9674b-63fe-5a6e-b998-9367b479b16b,2026-09-08T00:00:00,2026-09-08T00:00:00,0,b64f27d6-fb48-5dca-a760-a07312478298,HIT,DAMAGE,1,5,6,NULL,17,FIRE,false,NULL,NULL,NULL
af4809dc-47e4-5d59-8645-2a12ad821f03,2026-09-08T00:00:00,2026-09-08T00:00:00,0,b64f27d6-fb48-5dca-a760-a07312478298,HIT,APPLY_CONDITION,2,NULL,NULL,NULL,NULL,NULL,false,c04d0000-0000-4000-a000-00000000000c,NULL,NULL
7ab166b3-f6e1-502d-a99f-92c439c9b525,2026-09-08T00:00:00,2026-09-08T00:00:00,0,965ae436-11e9-5ab2-b3e2-3900b3ae790b,HIT,DAMAGE,0,3,8,8,21,FORCE,false,NULL,NULL,NULL
f943d829-633c-5557-bf10-f8b7f5f49cbe,2026-09-08T00:00:00,2026-09-08T00:00:00,0,965ae436-11e9-5ab2-b3e2-3900b3ae790b,HIT,DAMAGE,1,4,10,NULL,22,LIGHTNING,false,NULL,NULL,NULL
bb7f610c-6e9e-5691-a2b7-858a7a489a96,2026-09-08T00:00:00,2026-09-08T00:00:00,0,002d5e84-19ec-570c-a3c7-66c1b5423276,HIT,DAMAGE,0,1,6,1,4,SLASHING,false,NULL,NULL,NULL
a3cabc4b-42df-555e-8c3e-7e4248a2bdd2,2026-09-08T00:00:00,2026-09-08T00:00:00,0,842b07a7-c0b8-5851-a357-1608525d9865,HIT,DAMAGE,0,1,8,1,5,PIERCING,false,NULL,NULL,NULL
86b0d9c4-8379-5ea6-a5e8-53be2c1a3dc8,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d2858c39-2698-5844-a53c-550457b98e46,HIT,DAMAGE,0,1,6,3,6,SLASHING,false,NULL,NULL,NULL
20704ef8-6be0-57f2-9c0b-b2e3da27e41d,2026-09-08T00:00:00,2026-09-08T00:00:00,0,f2943222-c2a4-59bf-ab6e-3b1e1dd1cbf2,HIT,DAMAGE,0,1,10,3,8,PIERCING,false,NULL,NULL,NULL
8c3ffc4f-a27a-5ef1-8b24-1777b7f6e417,2026-09-08T00:00:00,2026-09-08T00:00:00,0,10e2e5c1-1b4c-5455-9496-35ccf75471e8,ALWAYS,DAMAGE,0,1,10,NULL,5,PIERCING,false,NULL,NULL,NULL
b6066be9-b025-5a36-b0ee-f7bf8f86735a,2026-09-08T00:00:00,2026-09-08T00:00:00,0,579752ee-4368-5b00-ae8f-c6caebf527d9,HIT,DAMAGE,0,2,6,3,10,PIERCING,false,NULL,NULL,NULL
797d34a2-2c0c-51fc-9dd3-2d76f8cc30e5,2026-09-08T00:00:00,2026-09-08T00:00:00,0,579752ee-4368-5b00-ae8f-c6caebf527d9,HIT,APPLY_CONDITION,1,NULL,NULL,NULL,NULL,NULL,false,c04d0000-0000-4000-a000-000000000006,13,NULL
c14a7c01-76f0-5361-b868-d388628f7a73,2026-09-08T00:00:00,2026-09-08T00:00:00,0,01dd5f2d-71e8-5983-a85d-01fca1d41741,HIT,DAMAGE,0,2,10,3,14,SLASHING,false,NULL,NULL,NULL
07879c01-54a5-5ab1-8946-42538a37d822,2026-09-08T00:00:00,2026-09-08T00:00:00,0,50b6e960-b4f8-5491-b05c-ed605c028428,HIT,DAMAGE,0,5,6,NULL,17,FIRE,false,NULL,NULL,NULL
a30248b4-92a8-54ab-b969-ff59d5ea4878,2026-09-08T00:00:00,2026-09-08T00:00:00,0,10e3bcc9-31b5-5057-bb72-dc3cfce4dc84,HIT,DAMAGE,0,2,6,3,10,PIERCING,false,NULL,NULL,NULL
6656f1d6-fca8-5bb3-8a12-04ed0fbd5d76,2026-09-08T00:00:00,2026-09-08T00:00:00,0,10e3bcc9-31b5-5057-bb72-dc3cfce4dc84,HIT,DAMAGE,1,2,6,NULL,7,POISON,false,NULL,NULL,NULL
f0774526-ec34-572d-b722-b02446224d20,2026-09-08T00:00:00,2026-09-08T00:00:00,0,c76a83f9-e7a3-5ec0-8a1d-ab26aa1b9656,FIRST_FAILURE,APPLY_CONDITION,0,NULL,NULL,NULL,NULL,NULL,false,c04d0000-0000-4000-a000-00000000000d,NULL,NULL
a743cb62-6ead-55c3-8bda-37309c728a2b,2026-09-08T00:00:00,2026-09-08T00:00:00,0,c76a83f9-e7a3-5ec0-8a1d-ab26aa1b9656,SECOND_FAILURE,APPLY_CONDITION,1,NULL,NULL,NULL,NULL,NULL,false,c04d0000-0000-4000-a000-00000000000a,NULL,NULL
0ecaf44c-5c71-5e44-91a1-5b24212498f7,2026-09-08T00:00:00,2026-09-08T00:00:00,0,e10e3a34-de71-560b-8827-7f2f3365de92,HIT,DAMAGE,0,1,8,3,7,PIERCING,false,NULL,NULL,NULL
3f53ecb9-60b1-5c31-a67a-37a496e59dfc,2026-09-08T00:00:00,2026-09-08T00:00:00,0,e10e3a34-de71-560b-8827-7f2f3365de92,HIT,APPLY_CONDITION,1,NULL,NULL,NULL,NULL,NULL,false,c04d0000-0000-4000-a000-00000000000b,NULL,NULL
5008f956-d2f3-5f59-8ca5-1ed8714dad98,2026-09-08T00:00:00,2026-09-08T00:00:00,0,cf1fa4bf-64dd-571e-9592-5d8367861f21,HIT,DAMAGE,0,1,10,3,8,SLASHING,false,NULL,NULL,NULL
2b4d7592-f4a7-5162-b3ed-509522d1fe3a,2026-09-08T00:00:00,2026-09-08T00:00:00,0,243864e5-87bb-50cf-87f2-8efe12aca9ac,HIT,DAMAGE,0,2,12,6,19,PIERCING,false,NULL,NULL,NULL
bc51e37b-1d91-5190-a1f6-d957eea1e0b1,2026-09-08T00:00:00,2026-09-08T00:00:00,0,243864e5-87bb-50cf-87f2-8efe12aca9ac,HIT,DAMAGE,1,2,10,NULL,11,LIGHTNING,false,NULL,NULL,NULL
d2ebc390-ed89-584b-a912-87826ae495a9,2026-09-08T00:00:00,2026-09-08T00:00:00,0,52d742c0-636e-585e-874c-97369b4b8fb3,SAVE_FAILURE,DAMAGE,0,5,8,6,28,BLUDGEONING,false,NULL,NULL,NULL
c41ad921-c740-5bc5-8b9f-f1ed2da8f8d0,2026-09-08T00:00:00,2026-09-08T00:00:00,0,52d742c0-636e-585e-874c-97369b4b8fb3,SAVE_FAILURE,APPLY_CONDITION,1,NULL,NULL,NULL,NULL,NULL,false,c04d0000-0000-4000-a000-000000000006,16,NULL
76255e34-e17d-5f0c-a7a7-5ff23162ff24,2026-09-08T00:00:00,2026-09-08T00:00:00,0,52d742c0-636e-585e-874c-97369b4b8fb3,SAVE_FAILURE,APPLY_CONDITION,2,NULL,NULL,NULL,NULL,NULL,false,c04d0000-0000-4000-a000-00000000000d,16,NULL
ef89b0be-4d1c-5b31-8588-06e20240498b,2026-09-08T00:00:00,2026-09-08T00:00:00,0,8d6b0d20-c0ad-5fe3-9994-027725abe225,SAVE_FAILURE,DAMAGE,0,12,10,NULL,66,LIGHTNING,false,NULL,NULL,NULL
28c096e2-315e-5bcd-b7be-bb471ff51ecb,2026-09-08T00:00:00,2026-09-08T00:00:00,0,8d6b0d20-c0ad-5fe3-9994-027725abe225,SAVE_SUCCESS,DAMAGE,1,NULL,NULL,NULL,NULL,NULL,true,NULL,NULL,NULL
18b41753-8cf5-50b4-a7e7-4e80541d92ca,2026-09-08T00:00:00,2026-09-08T00:00:00,0,e48ee6be-31d5-5bc9-9d35-693867056551,SAVE_FAILURE,DAMAGE,0,6,6,NULL,21,ACID,false,NULL,NULL,NULL
496a4d27-76de-521e-97bd-a921d5ac6097,2026-09-08T00:00:00,2026-09-08T00:00:00,0,e48ee6be-31d5-5bc9-9d35-693867056551,SAVE_FAILURE,APPLY_CONDITION,1,NULL,NULL,NULL,NULL,NULL,false,c04d0000-0000-4000-a000-00000000000c,NULL,NULL
71d720b5-d04f-54c1-997a-a469c62f2b19,2026-09-08T00:00:00,2026-09-08T00:00:00,0,3756fe93-7d69-5f27-9272-39b051b43874,HIT,DAMAGE,0,1,12,3,9,SLASHING,false,NULL,NULL,NULL
03e887f5-1fb3-5394-867b-58f4407ed941,2026-09-08T00:00:00,2026-09-08T00:00:00,0,20a4f417-8031-54c3-9328-13c39d3afad8,HIT,DAMAGE,0,1,6,2,5,SLASHING,false,NULL,NULL,NULL
540065e9-54f3-5155-8060-f34d81cae194,2026-09-08T00:00:00,2026-09-08T00:00:00,0,20a4f417-8031-54c3-9328-13c39d3afad8,HIT,DAMAGE,1,1,4,NULL,2,ACID,false,NULL,NULL,NULL
8dce4fb0-7983-551c-bbc7-5eabdce06a7a,2026-09-08T00:00:00,2026-09-08T00:00:00,0,12945ced-a11a-5b91-bd09-2bc1f4f60dcd,SAVE_FAILURE,DAMAGE,0,5,8,NULL,22,ACID,false,NULL,NULL,NULL
cdd4bf5b-e229-5996-a9aa-0776573400d4,2026-09-08T00:00:00,2026-09-08T00:00:00,0,12945ced-a11a-5b91-bd09-2bc1f4f60dcd,SAVE_SUCCESS,DAMAGE,1,NULL,NULL,NULL,NULL,NULL,true,NULL,NULL,NULL
8482d497-9452-5da7-a201-4a2aa361abce,2026-09-08T00:00:00,2026-09-08T00:00:00,0,9fdde8c7-997a-5485-94f7-6c820a0efd6b,HIT,DAMAGE,0,2,4,4,9,SLASHING,false,NULL,NULL,NULL
43f5957e-155c-5c95-a7b4-7901018cc284,2026-09-08T00:00:00,2026-09-08T00:00:00,0,9fdde8c7-997a-5485-94f7-6c820a0efd6b,HIT,DAMAGE,1,1,6,NULL,3,ACID,false,NULL,NULL,NULL
279c8a78-9071-5712-93b0-965c1da5f3e4,2026-09-08T00:00:00,2026-09-08T00:00:00,0,3faceae3-26aa-5a6c-a052-0695cce71b2f,SAVE_FAILURE,DAMAGE,0,14,6,NULL,49,ACID,false,NULL,NULL,NULL
b5b8ba61-15af-5001-9605-4a2424897bac,2026-09-08T00:00:00,2026-09-08T00:00:00,0,3faceae3-26aa-5a6c-a052-0695cce71b2f,SAVE_SUCCESS,DAMAGE,1,NULL,NULL,NULL,NULL,NULL,true,NULL,NULL,NULL
1ba9ca4e-cdad-52de-8df2-037c8ee7affa,2026-09-08T00:00:00,2026-09-08T00:00:00,0,cc6f4f79-f90a-511f-ab52-254be4f5634f,HIT,DAMAGE,0,2,6,6,13,SLASHING,false,NULL,NULL,NULL
ac502c30-55cd-5124-bae1-5dc54395a5c5,2026-09-08T00:00:00,2026-09-08T00:00:00,0,cc6f4f79-f90a-511f-ab52-254be4f5634f,HIT,DAMAGE,1,1,8,NULL,4,ACID,false,NULL,NULL,NULL
4a68499b-f721-5707-89f7-e76877bf1479,2026-09-08T00:00:00,2026-09-08T00:00:00,0,7a8adbae-3882-5d4e-ace2-83c529630452,SAVE_FAILURE,DAMAGE,0,12,8,NULL,54,ACID,false,NULL,NULL,NULL
b754bab0-59b8-5844-aeac-61835677e003,2026-09-08T00:00:00,2026-09-08T00:00:00,0,7a8adbae-3882-5d4e-ace2-83c529630452,SAVE_SUCCESS,DAMAGE,1,NULL,NULL,NULL,NULL,NULL,true,NULL,NULL,NULL
1eccd368-6abe-5d56-bc3c-4b72dfbd2f2c,2026-09-08T00:00:00,2026-09-08T00:00:00,0,89cd7611-6e76-59f5-86d0-d23dc63d909c,SAVE_FAILURE,DAMAGE,0,4,10,NULL,22,POISON,false,NULL,NULL,NULL
d64c5b18-96cf-5740-b694-f3b4a34201cf,2026-09-08T00:00:00,2026-09-08T00:00:00,0,e2f5496f-20e3-53f0-a13d-5548c619402f,HIT,DAMAGE,0,2,8,8,17,SLASHING,false,NULL,NULL,NULL
ba567010-7d87-58e8-b40b-ecbd41ef3926,2026-09-08T00:00:00,2026-09-08T00:00:00,0,e2f5496f-20e3-53f0-a13d-5548c619402f,HIT,DAMAGE,1,2,8,NULL,9,ACID,false,NULL,NULL,NULL
c17e5ae9-7654-56a2-914c-653b66aed991,2026-09-08T00:00:00,2026-09-08T00:00:00,0,f7469758-b8d5-5937-9cfc-b5589e199a53,SAVE_FAILURE,DAMAGE,0,15,8,NULL,67,ACID,false,NULL,NULL,NULL
59453fd8-5554-57a4-bbec-e04ba4bd5bd9,2026-09-08T00:00:00,2026-09-08T00:00:00,0,f7469758-b8d5-5937-9cfc-b5589e199a53,SAVE_SUCCESS,DAMAGE,1,NULL,NULL,NULL,NULL,NULL,true,NULL,NULL,NULL
d4de6ce1-3c15-59de-84e3-562e191b8b09,2026-09-08T00:00:00,2026-09-08T00:00:00,0,38ed48d2-4baf-556c-9c1b-552cde261963,SAVE_FAILURE,DAMAGE,0,6,10,NULL,33,POISON,false,NULL,NULL,NULL
348e6666-28ff-5904-b50d-d3026667b5f6,2026-09-08T00:00:00,2026-09-08T00:00:00,0,f0a10552-c90f-5549-b172-81b0933de5a3,ALWAYS,DAMAGE,0,1,8,NULL,4,ACID,false,NULL,NULL,NULL
7ea77125-eebc-5f33-8304-9ab8073cf6b7,2026-09-08T00:00:00,2026-09-08T00:00:00,0,999bf0f0-ad1e-506f-9d06-e22b2792a0a6,HIT,DAMAGE,0,4,6,3,17,ACID,false,NULL,NULL,NULL
20e9cf5c-ea0f-5f3b-9273-5df1947f38c6,2026-09-08T00:00:00,2026-09-08T00:00:00,0,e94222f8-bf66-50fd-94aa-23721584464b,HIT,DAMAGE,0,1,4,3,5,PIERCING,false,NULL,NULL,NULL
ed81ad42-6de3-5b22-9ce9-0ef5c44aed4c,2026-09-08T00:00:00,2026-09-08T00:00:00,0,edd18ac2-3f5e-50bc-985c-ed2b79d51ac4,HIT,DAMAGE,0,1,10,3,8,SLASHING,false,NULL,NULL,NULL
324612a3-d2da-5c81-8d32-daed37ca9cff,2026-09-08T00:00:00,2026-09-08T00:00:00,0,edd18ac2-3f5e-50bc-985c-ed2b79d51ac4,HIT,DAMAGE,1,1,6,NULL,3,LIGHTNING,false,NULL,NULL,NULL
bd39bd13-1816-5f0a-9eda-e6605eeebd1b,2026-09-08T00:00:00,2026-09-08T00:00:00,0,a57b3c2e-c9db-5f29-9f35-32401c9ab31a,SAVE_FAILURE,DAMAGE,0,6,6,NULL,21,LIGHTNING,false,NULL,NULL,NULL
caabc2b3-f9f2-50ec-b5ef-67aec4693213,2026-09-08T00:00:00,2026-09-08T00:00:00,0,a57b3c2e-c9db-5f29-9f35-32401c9ab31a,SAVE_SUCCESS,DAMAGE,1,NULL,NULL,NULL,NULL,NULL,true,NULL,NULL,NULL
b9b9f9cc-3225-59d8-8055-2f0eec2fb7ad,2026-09-08T00:00:00,2026-09-08T00:00:00,0,c578023b-ad7b-5525-ae92-1937a0ddd208,HIT,DAMAGE,0,2,6,5,12,SLASHING,false,NULL,NULL,NULL
7f154e0b-b71b-51c9-a414-fa6c6642fe11,2026-09-08T00:00:00,2026-09-08T00:00:00,0,c578023b-ad7b-5525-ae92-1937a0ddd208,HIT,DAMAGE,1,1,10,NULL,5,LIGHTNING,false,NULL,NULL,NULL
2b42a884-5404-5183-a806-0c4afdaac17e,2026-09-08T00:00:00,2026-09-08T00:00:00,0,246fcfe8-8ca4-56a4-8360-7e836834353e,SAVE_FAILURE,DAMAGE,0,10,10,NULL,55,LIGHTNING,false,NULL,NULL,NULL
52b2512d-4f6a-5bf2-a74b-57243d9b8669,2026-09-08T00:00:00,2026-09-08T00:00:00,0,246fcfe8-8ca4-56a4-8360-7e836834353e,SAVE_SUCCESS,DAMAGE,1,NULL,NULL,NULL,NULL,NULL,true,NULL,NULL,NULL
66f57ef7-1bca-58e2-9621-507fae856f88,2026-09-08T00:00:00,2026-09-08T00:00:00,0,13453770-1470-52e9-ab4d-4aa923b58ac7,HIT,DAMAGE,0,2,8,7,16,SLASHING,false,NULL,NULL,NULL
c560729e-ba45-5bbc-8fa1-51fa63376b5b,2026-09-08T00:00:00,2026-09-08T00:00:00,0,13453770-1470-52e9-ab4d-4aa923b58ac7,HIT,DAMAGE,1,1,10,NULL,5,LIGHTNING,false,NULL,NULL,NULL
849f0a1b-f434-506e-a33e-bc33bf73b75a,2026-09-08T00:00:00,2026-09-08T00:00:00,0,a39ca1d1-1166-504c-a4b8-52346abc1cf5,SAVE_FAILURE,DAMAGE,0,11,10,NULL,60,LIGHTNING,false,NULL,NULL,NULL
21fee337-86b6-5c97-b31e-1a19fa2e9280,2026-09-08T00:00:00,2026-09-08T00:00:00,0,a39ca1d1-1166-504c-a4b8-52346abc1cf5,SAVE_SUCCESS,DAMAGE,1,NULL,NULL,NULL,NULL,NULL,true,NULL,NULL,NULL
0564fcfe-91be-5d81-b34d-e6af577f95e1,2026-09-08T00:00:00,2026-09-08T00:00:00,0,e551a677-4c66-5417-84e7-586febb3155f,HIT,DAMAGE,0,2,8,9,18,SLASHING,false,NULL,NULL,NULL
f8aaa9e1-96f0-535f-9ef1-da39649edd97,2026-09-08T00:00:00,2026-09-08T00:00:00,0,e551a677-4c66-5417-84e7-586febb3155f,HIT,DAMAGE,1,2,10,NULL,11,LIGHTNING,false,NULL,NULL,NULL
f78158fa-3de2-52e7-9281-67497c9ee891,2026-09-08T00:00:00,2026-09-08T00:00:00,0,db0b4261-0756-5850-ac41-b9e4fe99d5d4,SAVE_FAILURE,DAMAGE,0,16,10,NULL,88,LIGHTNING,false,NULL,NULL,NULL
c8edbd2c-239d-5c76-8c29-f58190f5f96e,2026-09-08T00:00:00,2026-09-08T00:00:00,0,db0b4261-0756-5850-ac41-b9e4fe99d5d4,SAVE_SUCCESS,DAMAGE,1,NULL,NULL,NULL,NULL,NULL,true,NULL,NULL,NULL
74c29b39-5ff5-5c40-8b43-6e25fbb1449b,2026-09-08T00:00:00,2026-09-08T00:00:00,0,486b03d7-911e-51c2-bd4e-a0d7e3deee55,HIT,DAMAGE,0,2,8,4,13,SLASHING,false,NULL,NULL,NULL
93ce609b-615c-5da6-8c35-78380cedf7c1,2026-09-08T00:00:00,2026-09-08T00:00:00,0,7bed1e64-404d-5f49-a82b-1eb9cac35cf2,HIT,DAMAGE,0,2,10,4,15,PIERCING,false,NULL,NULL,NULL
