id,created_at,updated_at,version,name,description,ordinal,stat_block_id,activation,legendary_cost,trigger_text,ritual,uses_reset,uses_max,recharge_min,recharge_max
0bc07e50-b537-508f-ba96-c6eca0398d80,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Multiattack,The elemental makes two Thunderous Slam attacks.,1,02d56165-918f-5708-89af-3df7569c4f7f,ACTION,NULL,NULL,false,AT_WILL,NULL,NULL,NULL
a6a672d6-327c-50ff-92c1-55c7472b5d42,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Thunderous Slam,"Melee Attack Roll: +8, reach 10 ft. Hit: 14 (2d8 + 5) Thunder damage.",2,02d56165-918f-5708-89af-3df7569c4f7f,ACTION,NULL,NULL,false,AT_WILL,NULL,NULL,NULL
51e7f06b-609f-592a-98db-7811f105275d,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Whirlwind,"Strength Saving Throw: DC 13, one Medium or smaller creature in the elemental's space. Failure: 24 (4d10 + 2) Thunder damage, and the target is pushed up to 20 feet straight away from the elemental and has the Prone condition. Success: Half damage only. Animated Objects",3,02d56165-918f-5708-89af-3df7569c4f7f,ACTION,NULL,NULL,false,RECHARGE,1,4,6
3210ba19-a339-5d41-97f5-637253fd5295,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Multiattack,The armor makes two Slam attacks.,0,49a0bd4b-a9f9-50b2-9bc3-629df64418ea,ACTION,NULL,NULL,false,AT_WILL,NULL,NULL,NULL
55762778-bd39-5354-bade-b0c607acea58,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Slam,"Melee Attack Roll: +4, reach 5 ft. Hit: 5 (1d6 + 2) Bludgeoning damage.",1,49a0bd4b-a9f9-50b2-9bc3-629df64418ea,ACTION,NULL,NULL,false,AT_WILL,NULL,NULL,NULL
9cf83429-87e4-5931-a9b5-5bb378f4c20c,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Slash,"Melee Attack Roll: +4, reach 5 ft. Hit: 6 (1d8 + 2) Slashing damage.",0,00be073f-399c-53ec-b755-86bd872fab90,ACTION,NULL,NULL,false,AT_WILL,NULL,NULL,NULL
1f99eea5-5d43-534d-98a2-f51c26794846,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Smother,"Melee Attack Roll: +5, reach 5 ft. Hit: 10 (2d6 + 3) Bludgeoning damage. If the target is a Medium or smaller creature, the rug can give it the Grappled condition (escape DC 13) instead of dealing damage. Until the grapple ends, the target has the Blinded and Restrained conditions, is suffocating, and takes 10 (2d6 + 3) Bludgeoning damage at the start of each of its turns. The rug can smother only one creature at a time. While grappling the target, the rug can't take this action, the rug halves the damage it takes (round down), and the target takes the same amount of damage.",0,a088256d-750f-5976-a8d0-29afc20ed1ae,ACTION,NULL,NULL,false,AT_WILL,NULL,NULL,NULL
ee90f4dd-8d23-5cde-88c5-a7977e97df49,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Tunneler,The ankheg can burrow through solid rock at half its Burrow Speed and leaves a 10-foot-diameter tunnel in its wake.,0,a3c0f2aa-e536-5f85-b152-49e28effcd22,PASSIVE,NULL,NULL,false,AT_WILL,NULL,NULL,NULL
8c3d4bb1-3a4e-518e-aa8f-f71214ae52ab,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Bite,"Melee Attack Roll: +5 (with Advantage if the target is Grappled by the ankheg), reach 5 ft. Hit: 10 (2d6 + 3) Slashing damage plus 3 (1d6) Acid damage. If the target is a Large or smaller creature, it has the Grappled condition (escape DC 13).",1,a3c0f2aa-e536-5f85-b152-49e28effcd22,ACTION,NULL,NULL,false,AT_WILL,NULL,NULL,NULL
dbc0395f-a001-56b7-9f42-e1d82e1b282b,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Acid Spray,"Dexterity Saving Throw: DC 12, each creature in a 30-foot-long, 5-foot-wide Line. Failure: 14 (4d6) Acid damage. Success: Half damage.",2,a3c0f2aa-e536-5f85-b152-49e28effcd22,ACTION,NULL,NULL,false,RECHARGE,1,6,6
accb39fe-c80c-55f9-bcf5-a661ed94bfea,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Evasion,"If the assassin is subjected to an effect that allows it to make a Dexterity saving throw to take only half damage, the assassin instead takes no damage if it succeeds on the save and only half damage if it fails. It can't use this trait if it has the Incapacitated condition.",0,b9f0f10b-2ba9-5c77-97f0-f5ef4820930b,PASSIVE,NULL,NULL,false,AT_WILL,NULL,NULL,NULL
e2b758e4-57e4-5bcb-916b-fefaca597e62,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Multiattack,"The assassin makes three attacks, using Shortsword or Light Crossbow in any combination.",1,b9f0f10b-2ba9-5c77-97f0-f5ef4820930b,ACTION,NULL,NULL,false,AT_WILL,NULL,NULL,NULL
1aea011b-d3eb-5ca6-a4dc-8f364758ec62,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Shortsword,"Melee Attack Roll: +7, reach 5 ft. Hit: 7 (1d6 + 4) Piercing damage plus 17 (5d6) Poison damage, and the target has the Poisoned condition until the start of the assassin's next turn.",2,b9f0f10b-2ba9-5c77-97f0-f5ef4820930b,ACTION,NULL,NULL,false,AT_WILL,NULL,NULL,NULL
28e29597-6a57-5041-9f61-c33f072364d1,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Light Crossbow,"Ranged Attack Roll: +7, range 80/320 ft. Hit: 8 (1d8 + 4) Piercing damage plus 21 (6d6) Poison damage.",3,b9f0f10b-2ba9-5c77-97f0-f5ef4820930b,ACTION,NULL,NULL,false,AT_WILL,NULL,NULL,NULL
9e3f1e2f-75c8-5908-b09f-acdae5102254,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Cunning Action,"The assassin takes the Dash, Disengage, or Hide action. Awakened Plants",4,b9f0f10b-2ba9-5c77-97f0-f5ef4820930b,BONUS_ACTION,NULL,NULL,false,AT_WILL,NULL,NULL,NULL
39613584-4267-5135-998c-b23012e2b12e,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Rake,"Melee Attack Roll: +1, reach 5 ft. Hit: 1 Slashing damage.",0,ead25cde-1a8d-5b07-8653-b98adfa2622c,ACTION,NULL,NULL,false,AT_WILL,NULL,NULL,NULL
aeaf6119-1ef4-5122-a5e3-2545a2f5be43,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Slam,"Melee Attack Roll: +6, reach 10 ft. Hit: 14 (3d6 + 4) Bludgeoning damage.",0,584358af-5ad8-5f80-9d4c-7d4782a3c9ef,ACTION,NULL,NULL,false,AT_WILL,NULL,NULL,NULL
f0f64606-3e12-5f25-84b4-f1604466f59a,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Beak,"Melee Attack Roll: +4, reach 5 ft. Hit: 6 (1d8 + 2) Slashing damage. Azer",0,30bb8dc4-bfa7-5a91-b0b7-3bf6eeabe7e3,ACTION,NULL,NULL,false,AT_WILL,NULL,NULL,NULL
55057de3-2af9-5d42-83eb-8551186dfdd5,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Fire Aura,"At the end of each of the azer's turns, each creature of the azer's choice in a 5-foot Emanation originating from the azer takes 5 (1d10) Fire damage unless the azer has the Incapacitated condition.",0,2723c0a7-abe7-5dab-bf94-e15c6d618c94,PASSIVE,NULL,NULL,false,AT_WILL,NULL,NULL,NULL
04491782-1e5a-5988-b801-a3737a009abb,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Illumination,The azer sheds Bright Light in a 10-foot radius and Dim Light for an additional 10 feet.,1,2723c0a7-abe7-5dab-bf94-e15c6d618c94,PASSIVE,NULL,NULL,false,AT_WILL,NULL,NULL,NULL
bde5964e-e8d0-5061-9ff3-97e84b556db7,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Burning Hammer,"Melee Attack Roll: +5, reach 5 ft. Hit: 8 (1d10 + 3) Bludgeoning damage plus 3 (1d6) Fire damage.",2,2723c0a7-abe7-5dab-bf94-e15c6d618c94,ACTION,NULL,NULL,false,AT_WILL,NULL,NULL,NULL
de8d87b3-9136-5309-a604-a4efd537d64e,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Death Throes,"The balor explodes when it dies. Dexterity Saving Throw: DC 20, each creature in a 30-foot Emanation originating from the balor. Failure: 31 (9d6) Fire damage plus 31 (9d6) Force damage. Success: Half damage. Failure or Success: If the balor dies outside the Abyss, it gains a new body instantly, reviving with all its Hit Points somewhere in the Abyss.",0,dc1e420c-2ae8-50f4-8632-36e3594b028c,PASSIVE,NULL,NULL,false,AT_WILL,NULL,NULL,NULL
0782a45a-2efc-5b4f-985f-a58a21d294b2,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Fire Aura,"At the end of each of the balor's turns, each creature in a 5-foot Emanation originating from the balor takes 13 (3d8) Fire damage.",1,dc1e420c-2ae8-50f4-8632-36e3594b028c,PASSIVE,NULL,NULL,false,AT_WILL,NULL,NULL,NULL
8b5b4620-68a9-5c68-89df-e982b0da0c37,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Legendary Resistance,"If the balor fails a saving throw, it can choose to succeed instead.",2,dc1e420c-2ae8-50f4-8632-36e3594b028c,PASSIVE,NULL,NULL,false,PER_DAY,3,NULL,NULL
327d55fa-0caf-5334-8538-392403d19862,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Magic Resistance,The balor has Advantage on saving throws against spells and other magical effects.,3,dc1e420c-2ae8-50f4-8632-36e3594b028c,PASSIVE,NULL,NULL,false,AT_WILL,NULL,NULL,NULL
921e6f0a-e9a3-5913-9a57-a8472395f81d,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Multiattack,The balor makes one Flame Whip attack and one Lightning Blade attack.,4,dc1e420c-2ae8-50f4-8632-36e3594b028c,ACTION,NULL,NULL,false,AT_WILL,NULL,NULL,NULL
b5f3f5d7-2e53-5815-a172-31168a2f3025,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Flame Whip,"Melee Attack Roll: +14, reach 30 ft. Hit: 18 (3d6 + 8) Force damage plus 17 (5d6) Fire damage. If the target is a Huge or smaller creature, the balor pulls the target up to 25 feet straight toward itself, and the target has the Prone condition.",5,dc1e420c-2ae8-50f4-8632-36e3594b028c,ACTION,NULL,NULL,false,AT_WILL,NULL,NULL,NULL
0160abb2-ea4b-56e1-94c1-cf9a3d086114,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Lightning Blade,"Melee Attack Roll: +14, reach 10 ft. Hit: 21 (3d8 + 8) Force damage plus 22 (4d10) Lightning damage, and the target can't take Reactions until the start of the balor's next turn.",6,dc1e420c-2ae8-50f4-8632-36e3594b028c,ACTION,NULL,NULL,false,AT_WILL,NULL,NULL,NULL
468ff16f-f595-5fea-acc9-07c57f0f0fb4,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Teleport,The balor teleports itself or a willing demon within 10 feet of itself up to 60 feet to an unoccupied space the balor can see. Bandits,7,dc1e420c-2ae8-50f4-8632-36e3594b028c,BONUS_ACTION,NULL,NULL,false,AT_WILL,NULL,NULL,NULL
81ec4477-af63-589f-9206-d9441fbf9c80,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Scimitar,"Melee Attack Roll: +3, reach 5 ft. Hit: 4 (1d6 + 1) Slashing damage.",0,65fca663-1259-5ad7-b71b-4268a89c1de8,ACTION,NULL,NULL,false,AT_WILL,NULL,NULL,NULL
2ad40f51-6f8a-50f6-b2db-8c352c60764f,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Light Crossbow,"Ranged Attack Roll: +3, range 80/320 ft. Hit: 5 (1d8 + 1) Piercing damage.",1,65fca663-1259-5ad7-b71b-4268a89c1de8,ACTION,NULL,NULL,false,AT_WILL,NULL,NULL,NULL
bad1300a-79ab-5c9a-9168-4e83252be5ba,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Multiattack,"The bandit makes two attacks, using Scimitar and Pistol in any combination.",0,2048dc5f-85e3-5c28-8fd2-92fbd80710ea,ACTION,NULL,NULL,false,AT_WILL,NULL,NULL,NULL
79c212be-4781-5b70-8fb2-20979a37901b,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Scimitar,"Melee Attack Roll: +5, reach 5 ft. Hit: 6 (1d6 + 3) Slashing damage.",1,2048dc5f-85e3-5c28-8fd2-92fbd80710ea,ACTION,NULL,NULL,false,AT_WILL,NULL,NULL,NULL
25caa673-2bf5-54b8-858e-199ff175f212,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Pistol,"Ranged Attack Roll: +5, range 30/90 ft. Hit: 8 (1d10 + 3) Piercing damage.",2,2048dc5f-85e3-5c28-8fd2-92fbd80710ea,ACTION,NULL,NULL,false,AT_WILL,NULL,NULL,NULL
804e412d-a643-525b-974a-6502117c77d3,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Parry,"Trigger: The bandit is hit by a melee attack roll while holding a weapon. Response: The bandit adds 2 to its AC against that attack, possibly causing it to miss.",3,2048dc5f-85e3-5c28-8fd2-92fbd80710ea,REACTION,NULL,The bandit is hit by a melee attack roll while holding a weapon.,false,AT_WILL,NULL,NULL,NULL
975e3804-a0bb-5d74-8d20-aa3508ab400a,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Barbed Hide,"At the start of each of its turns, the devil deals 5 (1d10) Piercing damage to any creature it is grappling or any creature grappling it.",0,9c07ced8-070d-550e-95b8-e88ef5c281a2,PASSIVE,NULL,NULL,false,AT_WILL,NULL,NULL,NULL
13f0fab1-e1a2-5a7b-8b88-36e0dd98be7e,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Diabolical Restoration,"If the devil dies outside the Nine Hells, its body disappears in sulfurous smoke, and it gains a new body instantly, reviving with all its Hit Points somewhere in the Nine Hells.",1,9c07ced8-070d-550e-95b8-e88ef5c281a2,PASSIVE,NULL,NULL,false,AT_WILL,NULL,NULL,NULL
f37d8af2-dbc0-52c9-9ec6-6053dd548d85,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Magic Resistance,The devil has Advantage on saving throws against spells and other magical effects.,2,9c07ced8-070d-550e-95b8-e88ef5c281a2,PASSIVE,NULL,NULL,false,AT_WILL,NULL,NULL,NULL
76f03eed-db50-5239-8178-f26d301592a5,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Multiattack,"The devil makes one Claws attack and one Tail attack, or it makes two Hurl Flame attacks.",3,9c07ced8-070d-550e-95b8-e88ef5c281a2,ACTION,NULL,NULL,false,AT_WILL,NULL,NULL,NULL
a4563f96-984a-5fa4-992b-92621dd24908,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Claws,"Melee Attack Roll: +6, reach 5 ft. Hit: 10 (2d6 + 3) Piercing damage. If the target is a Large or smaller creature, it has the Grappled condition (escape DC 13) from both claws.",4,9c07ced8-070d-550e-95b8-e88ef5c281a2,ACTION,NULL,NULL,false,AT_WILL,NULL,NULL,NULL
1c34c955-5f51-5a37-befa-87486a5edce4,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Tail,"Melee Attack Roll: +6, reach 10 ft. Hit: 14 (2d10 + 3) Slashing damage.",5,9c07ced8-070d-550e-95b8-e88ef5c281a2,ACTION,NULL,NULL,false,AT_WILL,NULL,NULL,NULL
191d6f01-de3e-53b4-bc70-26b4d1364928,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Hurl Flame,"Ranged Attack Roll: +5, range 150 ft. Hit: 17 (5d6) Fire damage. If the target is a flammable object that isn't being worn or carried, it starts burning.",6,9c07ced8-070d-550e-95b8-e88ef5c281a2,ACTION,NULL,NULL,false,AT_WILL,NULL,NULL,NULL
e8cb55f7-5a34-5d0b-93d2-bcf4b30f9e7e,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Bite,"Melee Attack Roll: +5, reach 5 ft. Hit: 10 (2d6 + 3) Piercing damage plus 7 (2d6) Poison damage.",0,e50d02ac-c53c-5c91-afc5-2fc73ebbaa43,ACTION,NULL,NULL,false,AT_WILL,NULL,NULL,NULL
313a1e8e-bd06-574c-baa6-6cfb7653a01f,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Petrifying Gaze,"Constitution Saving Throw: DC 12, each creature in a 30-foot Cone. If the basilisk sees its reflection in the Cone, the basilisk must make this save. First Failure: The target has the Restrained condition and repeats the save at the end of its next turn if it is still Restrained, ending the effect on itself on a success. Second Failure: The target has the Petrified condition instead of the Restrained condition.",1,e50d02ac-c53c-5c91-afc5-2fc73ebbaa43,BONUS_ACTION,NULL,NULL,false,RECHARGE,1,4,6
6e26fea9-29b9-5524-8a83-2f8b32b2cf44,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Magic Resistance,The devil has Advantage on saving throws against spells and other magical effects.,0,fd78f130-1479-58d2-be72-d39c70317061,PASSIVE,NULL,NULL,false,AT_WILL,NULL,NULL,NULL
f55ddba2-fd5e-5543-a17c-9f5789a567c6,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Multiattack,The devil makes one Beard attack and one Infernal Glaive attack.,1,fd78f130-1479-58d2-be72-d39c70317061,ACTION,NULL,NULL,false,AT_WILL,NULL,NULL,NULL
1c6749cf-314e-52e1-8faa-f8af5c2e86eb,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Beard,"Melee Attack Roll: +5, reach 5 ft. Hit: 7 (1d8 + 3) Piercing damage, and the target has the Poisoned condition until the start of the devil's next turn. Until this poison ends, the target can't regain Hit Points.",2,fd78f130-1479-58d2-be72-d39c70317061,ACTION,NULL,NULL,false,AT_WILL,NULL,NULL,NULL
647fc75b-2fdf-5ff2-85a4-d85fc424a5e5,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Infernal Glaive,"Melee Attack Roll: +5, reach 10 ft. Hit: 8 (1d10 + 3) Slashing damage. If the target is a creature and doesn't already have an infernal wound, it is subjected to the following effect. Constitution Saving Throw: DC 12. Failure: The target receives an infernal wound. While wounded, the target loses 5 (1d10) Hit Points at the start of each of its turns. The wound closes after 1 minute, after a spell restores Hit Points to the target, or after the target or a creature within 5 feet of it takes an action to stanch the wound, doing so by succeeding on a DC 12 Wisdom (Medicine) check.",3,fd78f130-1479-58d2-be72-d39c70317061,ACTION,NULL,NULL,false,AT_WILL,NULL,NULL,NULL
85747b06-9697-5b5f-b3d5-95f4412b0f3c,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Multiattack,The behir makes one Bite attack and uses Constrict.,0,5c8dc5ce-2b6d-55b9-86d3-bf6d728aba72,ACTION,NULL,NULL,false,AT_WILL,NULL,NULL,NULL
1a0b7afb-e3a4-593a-b9e6-dbb1716de066,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Bite,"Melee Attack Roll: +10, reach 10 ft. Hit: 19 (2d12 + 6) Piercing damage plus 11 (2d10) Lightning damage.",1,5c8dc5ce-2b6d-55b9-86d3-bf6d728aba72,ACTION,NULL,NULL,false,AT_WILL,NULL,NULL,NULL
77734d94-a46a-5c55-80c5-5129664a3bee,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Constrict,"Strength Saving Throw: DC 18, one Large or smaller creature the behir can see within 5 feet. Failure: 28 (5d8 + 6) Bludgeoning damage. The target has the Grappled condition (escape DC 16), and it has the Restrained condition until the grapple ends.",2,5c8dc5ce-2b6d-55b9-86d3-bf6d728aba72,ACTION,NULL,NULL,false,AT_WILL,NULL,NULL,NULL
60ac0d22-27f7-54c6-bd9c-7e5b38c14201,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Lightning Breath,"Dexterity Saving Throw: DC 16, each creature in a 90-foot-long, 5-footwide Line. Failure: 66 (12d10) Lightning damage. Success: Half damage.",3,5c8dc5ce-2b6d-55b9-86d3-bf6d728aba72,ACTION,NULL,NULL,false,RECHARGE,1,5,6
525f68a6-223a-5faa-b530-6a1f8ad484fe,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Swallow,"Dexterity Saving Throw: DC 18, one Large or smaller creature Grappled by the behir (the behir can have only one creature swallowed at a time). Failure: The behir swallows the target, which is no longer Grappled. While swallowed, a creature has the Blinded and Restrained conditions, has Total Cover against attacks and other effects outside the behir, and takes 21 (6d6) Acid damage at the start of each of the behir's turns. If the behir takes 30 damage or more on a single turn from the swallowed creature, the behir must succeed on a DC 14 Constitution saving throw at the end of that turn or regurgitate the creature, which falls in a space within 10 feet of the behir and has the Prone condition. If the behir dies, a swallowed creature is no longer Restrained and can escape from the corpse by using 15 feet of movement, exiting Prone.",4,5c8dc5ce-2b6d-55b9-86d3-bf6d728aba72,BONUS_ACTION,NULL,NULL,false,AT_WILL,NULL,NULL,NULL
0baf390f-5f8f-5aa4-b377-0e8c8c93648a,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Bloodied Frenzy,"While Bloodied, the berserker has Advantage on attack rolls and saving throws.",0,92238e35-a2f2-5362-8349-b6235f1b7942,PASSIVE,NULL,NULL,false,AT_WILL,NULL,NULL,NULL
38cd1e77-8d7c-5511-854e-a0ff2868a5b5,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Greataxe,"Melee Attack Roll: +5, reach 5 ft. Hit: 9 (1d12 + 3) Slashing damage. Black Dragons",1,92238e35-a2f2-5362-8349-b6235f1b7942,ACTION,NULL,NULL,false,AT_WILL,NULL,NULL,NULL
804b4d16-1d53-5f20-9ca9-6b47d0ab4a9c,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Amphibious,The dragon can breathe air and water.,0,eb2ea78b-f92d-5b9e-ac8b-44a45da749ef,PASSIVE,NULL,NULL,false,AT_WILL,NULL,NULL,NULL
8915d583-a11d-5149-ba9d-223eccfd850f,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Multiattack,The dragon makes two Rend attacks.,1,eb2ea78b-f92d-5b9e-ac8b-44a45da749ef,ACTION,NULL,NULL,false,AT_WILL,NULL,NULL,NULL
518bb598-3610-5100-b658-de3147a81646,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Rend,"Melee Attack Roll: +4, reach 5 ft. Hit: 5 (1d6 + 2) Slashing damage plus 2 (1d4) Acid damage.",2,eb2ea78b-f92d-5b9e-ac8b-44a45da749ef,ACTION,NULL,NULL,false,AT_WILL,NULL,NULL,NULL
69885f57-254e-5bf0-96b3-f13fdbd7102e,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Acid Breath,"Dexterity Saving Throw: DC 11, each creature in a 15-foot-long, 5-footwide Line. Failure: 22 (5d8) Acid damage. Success: Half damage.",3,eb2ea78b-f92d-5b9e-ac8b-44a45da749ef,ACTION,NULL,NULL,false,RECHARGE,1,5,6
c3d7f03b-6ee1-5232-9223-b169a5a9d3ed,2026-09-08T00:00:00,2026-09-08T00:00:00,0,Amphibious,The dragon can breathe air and water.,0,f9283f1b-1e59-5722-9f4b-5eec409900ff,PASSIVE,NULL,NULL,false,AT_WILL,NULL,NULL,NULL
