stat_block_id,condition_id
be5a1ceb-5d3f-5258-9e1b-073feb18b8be,c04d0000-0000-4000-a000-00000000000a
6f87e0ae-d0fb-5f06-9dff-9b3a09154664,c04d0000-0000-4000-a000-000000000001
6f87e0ae-d0fb-5f06-9dff-9b3a09154664,c04d0000-0000-4000-a000-000000000002
6f87e0ae-d0fb-5f06-9dff-9b3a09154664,c04d0000-0000-4000-a000-000000000003
6f87e0ae-d0fb-5f06-9dff-9b3a09154664,c04d0000-0000-4000-a000-000000000004
6f87e0ae-d0fb-5f06-9dff-9b3a09154664,c04d0000-0000-4000-a000-000000000005
6f87e0ae-d0fb-5f06-9dff-9b3a09154664,c04d0000-0000-4000-a000-000000000006
6f87e0ae-d0fb-5f06-9dff-9b3a09154664,c04d0000-0000-4000-a000-00000000000c
6f87e0ae-d0fb-5f06-9dff-9b3a09154664,c04d0000-0000-4000-a000-00000000000d
0e52bb7c-96d5-58f9-b469-b45eab8c3c3d,c04d0000-0000-4000-a000-00000000000b
6b603949-759d-5c72-b310-074d45747013,c04d0000-0000-4000-a000-00000000000b
352006ea-b852-59c0-b79c-6dda624688c4,c04d0000-0000-4000-a000-00000000000b
e02f30d6-9c3f-5ee7-9937-b2df7044344c,c04d0000-0000-4000-a000-00000000000b
5741bdc0-01af-5fdf-938b-d977ca6f514d,c04d0000-0000-4000-a000-000000000002
5741bdc0-01af-5fdf-938b-d977ca6f514d,c04d0000-0000-4000-a000-000000000009
5741bdc0-01af-5fdf-938b-d977ca6f514d,c04d0000-0000-4000-a000-00000000000b
5741bdc0-01af-5fdf-938b-d977ca6f514d,c04d0000-0000-4000-a000-00000000000d
f0daad33-3bad-5c96-9515-fbe749874b41,c04d0000-0000-4000-a000-00000000000b
9f10001a-1443-5480-9792-f59d6ab56cc8,c04d0000-0000-4000-a000-000000000002
9f10001a-1443-5480-9792-f59d6ab56cc8,c04d0000-0000-4000-a000-00000000000b
7e11286d-f7aa-5d3b-9ad1-2da41f2f5c14,c04d0000-0000-4000-a000-00000000000b
6663817c-edf8-552e-8ede-f0d77e4d658a,c04d0000-0000-4000-a000-000000000001
6663817c-edf8-552e-8ede-f0d77e4d658a,c04d0000-0000-4000-a000-000000000002
6663817c-edf8-552e-8ede-f0d77e4d658a,c04d0000-0000-4000-a000-000000000003
6663817c-edf8-552e-8ede-f0d77e4d658a,c04d0000-0000-4000-a000-000000000005
6663817c-edf8-552e-8ede-f0d77e4d658a,c04d0000-0000-4000-a000-00000000000e
6663817c-edf8-552e-8ede-f0d77e4d658a,c04d0000-0000-4000-a000-00000000000f
639dc600-5a69-58a8-ba9a-f9a49f36ae95,c04d0000-0000-4000-a000-00000000000b
eac7706e-b667-5ac5-ae31-b3bf3e5c9bac,c04d0000-0000-4000-a000-00000000000b
baafa8c2-3531-5793-a8d3-2c02e302903a,c04d0000-0000-4000-a000-000000000004
baafa8c2-3531-5793-a8d3-2c02e302903a,c04d0000-0000-4000-a000-000000000006
baafa8c2-3531-5793-a8d3-2c02e302903a,c04d0000-0000-4000-a000-000000000009
baafa8c2-3531-5793-a8d3-2c02e302903a,c04d0000-0000-4000-a000-00000000000a
baafa8c2-3531-5793-a8d3-2c02e302903a,c04d0000-0000-4000-a000-00000000000b
baafa8c2-3531-5793-a8d3-2c02e302903a,c04d0000-0000-4000-a000-00000000000c
baafa8c2-3531-5793-a8d3-2c02e302903a,c04d0000-0000-4000-a000-00000000000d
baafa8c2-3531-5793-a8d3-2c02e302903a,c04d0000-0000-4000-a000-00000000000f
6353a56e-4d51-5e4e-9815-7a47498e7ad7,c04d0000-0000-4000-a000-000000000002
6353a56e-4d51-5e4e-9815-7a47498e7ad7,c04d0000-0000-4000-a000-000000000004
6353a56e-4d51-5e4e-9815-7a47498e7ad7,c04d0000-0000-4000-a000-000000000005
6353a56e-4d51-5e4e-9815-7a47498e7ad7,c04d0000-0000-4000-a000-000000000009
6353a56e-4d51-5e4e-9815-7a47498e7ad7,c04d0000-0000-4000-a000-00000000000a
6353a56e-4d51-5e4e-9815-7a47498e7ad7,c04d0000-0000-4000-a000-00000000000b
4e972e38-7089-56be-b409-0cba74ef0537,c04d0000-0000-4000-a000-000000000005
cfcdd6a4-3b89-53a6-9557-d06ca21a1946,c04d0000-0000-4000-a000-000000000005
cfcdd6a4-3b89-53a6-9557-d06ca21a1946,c04d0000-0000-4000-a000-000000000006
cfcdd6a4-3b89-53a6-9557-d06ca21a1946,c04d0000-0000-4000-a000-000000000009
cfcdd6a4-3b89-53a6-9557-d06ca21a1946,c04d0000-0000-4000-a000-00000000000d
ca4ebfe1-7875-527f-8849-3aed5c7f1257,c04d0000-0000-4000-a000-000000000002
ca4ebfe1-7875-527f-8849-3aed5c7f1257,c04d0000-0000-4000-a000-000000000005
ca4ebfe1-7875-527f-8849-3aed5c7f1257,c04d0000-0000-4000-a000-00000000000b
874246f2-ba2f-5948-add9-e11c8fa60fd9,c04d0000-0000-4000-a000-000000000002
874246f2-ba2f-5948-add9-e11c8fa60fd9,c04d0000-0000-4000-a000-000000000004
874246f2-ba2f-5948-add9-e11c8fa60fd9,c04d0000-0000-4000-a000-000000000005
874246f2-ba2f-5948-add9-e11c8fa60fd9,c04d0000-0000-4000-a000-000000000009
874246f2-ba2f-5948-add9-e11c8fa60fd9,c04d0000-0000-4000-a000-00000000000b
252f9ded-9b49-5d4d-bda3-d1141e1b97f4,c04d0000-0000-4000-a000-000000000002
cac1f74d-45d4-5314-abde-f8386a57304b,c04d0000-0000-4000-a000-00000000000b
63c2085a-f8fb-56a6-bd7a-7ec20b5e0b5d,c04d0000-0000-4000-a000-000000000004
63c2085a-f8fb-56a6-bd7a-7ec20b5e0b5d,c04d0000-0000-4000-a000-00000000000b
089d2b7c-87b1-5a9e-8561-0997f2e8dadb,c04d0000-0000-4000-a000-000000000004
089d2b7c-87b1-5a9e-8561-0997f2e8dadb,c04d0000-0000-4000-a000-00000000000b
126bfcc3-bb22-5b98-9d99-805dc5254c26,c04d0000-0000-4000-a000-000000000004
126bfcc3-bb22-5b98-9d99-805dc5254c26,c04d0000-0000-4000-a000-00000000000b
96eca42e-4260-5e69-b338-c26f8d3774a9,c04d0000-0000-4000-a000-000000000004
96eca42e-4260-5e69-b338-c26f8d3774a9,c04d0000-0000-4000-a000-00000000000b
34afcb0b-0b82-56bb-b819-1efb6a800708,c04d0000-0000-4000-a000-00000000000c
ef32e688-948a-50df-8734-56c6e5720391,c04d0000-0000-4000-a000-000000000002
ef32e688-948a-50df-8734-56c6e5720391,c04d0000-0000-4000-a000-000000000004
ef32e688-948a-50df-8734-56c6e5720391,c04d0000-0000-4000-a000-000000000005
ef32e688-948a-50df-8734-56c6e5720391,c04d0000-0000-4000-a000-000000000009
ef32e688-948a-50df-8734-56c6e5720391,c04d0000-0000-4000-a000-00000000000b
74ea9d70-a5a1-5c65-8527-7e786bb6045e,c04d0000-0000-4000-a000-000000000002
74ea9d70-a5a1-5c65-8527-7e786bb6045e,c04d0000-0000-4000-a000-000000000004
74ea9d70-a5a1-5c65-8527-7e786bb6045e,c04d0000-0000-4000-a000-000000000005
74ea9d70-a5a1-5c65-8527-7e786bb6045e,c04d0000-0000-4000-a000-000000000009
74ea9d70-a5a1-5c65-8527-7e786bb6045e,c04d0000-0000-4000-a000-00000000000b
c165fa51-3abd-5b4d-a097-059ffbf588f4,c04d0000-0000-4000-a000-000000000005
c165fa51-3abd-5b4d-a097-059ffbf588f4,c04d0000-0000-4000-a000-00000000000b
65484791-9b43-5d65-be3b-cbf65b4be9c5,c04d0000-0000-4000-a000-000000000002
9dd8d1ff-7594-518e-9d12-2b93012eaa10,c04d0000-0000-4000-a000-000000000002
9dd8d1ff-7594-518e-9d12-2b93012eaa10,c04d0000-0000-4000-a000-000000000003
9dd8d1ff-7594-518e-9d12-2b93012eaa10,c04d0000-0000-4000-a000-000000000004
9dd8d1ff-7594-518e-9d12-2b93012eaa10,c04d0000-0000-4000-a000-000000000005
9dd8d1ff-7594-518e-9d12-2b93012eaa10,c04d0000-0000-4000-a000-000000000006
9dd8d1ff-7594-518e-9d12-2b93012eaa10,c04d0000-0000-4000-a000-00000000000c
9dd8d1ff-7594-518e-9d12-2b93012eaa10,c04d0000-0000-4000-a000-00000000000d
1f6780e2-633d-523c-9ae4-6f74c4ca04bc,c04d0000-0000-4000-a000-00000000000b
d5c41de9-f969-5a3a-a98b-a355fc36b0a4,c04d0000-0000-4000-a000-000000000002
d5c41de9-f969-5a3a-a98b-a355fc36b0a4,c04d0000-0000-4000-a000-000000000004
d5c41de9-f969-5a3a-a98b-a355fc36b0a4,c04d0000-0000-4000-a000-000000000005
8b4527f2-be0e-54a1-9a38-5c740f5be669,c04d0000-0000-4000-a000-00000000000b
952200fa-a33d-5e9a-9270-d875660a6e4a,c04d0000-0000-4000-a000-000000000002
952200fa-a33d-5e9a-9270-d875660a6e4a,c04d0000-0000-4000-a000-000000000005
be513016-5033-51e9-a25d-d88133e41410,c04d0000-0000-4000-a000-000000000004
be513016-5033-51e9-a25d-d88133e41410,c04d0000-0000-4000-a000-000000000005
be513016-5033-51e9-a25d-d88133e41410,c04d0000-0000-4000-a000-000000000006
be513016-5033-51e9-a25d-d88133e41410,c04d0000-0000-4000-a000-000000000009
be513016-5033-51e9-a25d-d88133e41410,c04d0000-0000-4000-a000-00000000000a
be513016-5033-51e9-a25d-d88133e41410,c04d0000-0000-4000-a000-00000000000b
be513016-5033-51e9-a25d-d88133e41410,c04d0000-0000-4000-a000-00000000000c
be513016-5033-51e9-a25d-d88133e41410,c04d0000-0000-4000-a000-00000000000d
be513016-5033-51e9-a25d-d88133e41410,c04d0000-0000-4000-a000-00000000000f
8797172f-e535-53b2-b92a-51c9f014bb9c,c04d0000-0000-4000-a000-000000000003
8797172f-e535-53b2-b92a-51c9f014bb9c,c04d0000-0000-4000-a000-000000000004
e7044c07-d8e9-5da2-9307-aa80a82b2b84,c04d0000-0000-4000-a000-000000000002
e7044c07-d8e9-5da2-9307-aa80a82b2b84,c04d0000-0000-4000-a000-000000000004
e7044c07-d8e9-5da2-9307-aa80a82b2b84,c04d0000-0000-4000-a000-000000000005
e7044c07-d8e9-5da2-9307-aa80a82b2b84,c04d0000-0000-4000-a000-000000000009
e7044c07-d8e9-5da2-9307-aa80a82b2b84,c04d0000-0000-4000-a000-00000000000a
e7044c07-d8e9-5da2-9307-aa80a82b2b84,c04d0000-0000-4000-a000-00000000000b
b925d03e-b635-5ff4-9a3a-55714f3801c8,c04d0000-0000-4000-a000-000000000004
b925d03e-b635-5ff4-9a3a-55714f3801c8,c04d0000-0000-4000-a000-00000000000b
3894e974-6a37-5fe6-819f-34607281077b,c04d0000-0000-4000-a000-000000000004
3894e974-6a37-5fe6-819f-34607281077b,c04d0000-0000-4000-a000-00000000000b
d6690be2-fe5d-5181-b5a2-a70d2f078524,c04d0000-0000-4000-a000-000000000004
d6690be2-fe5d-5181-b5a2-a70d2f078524,c04d0000-0000-4000-a000-00000000000b
88e30d20-5c53-5362-ac06-23372004dcc2,c04d0000-0000-4000-a000-000000000002
88e30d20-5c53-5362-ac06-23372004dcc2,c04d0000-0000-4000-a000-000000000004
88e30d20-5c53-5362-ac06-23372004dcc2,c04d0000-0000-4000-a000-000000000005
88e30d20-5c53-5362-ac06-23372004dcc2,c04d0000-0000-4000-a000-00000000000b
762c4171-6477-5706-b8ef-2d1882f9f0e7,c04d0000-0000-4000-a000-000000000002
762c4171-6477-5706-b8ef-2d1882f9f0e7,c04d0000-0000-4000-a000-000000000004
762c4171-6477-5706-b8ef-2d1882f9f0e7,c04d0000-0000-4000-a000-000000000006
762c4171-6477-5706-b8ef-2d1882f9f0e7,c04d0000-0000-4000-a000-000000000009
762c4171-6477-5706-b8ef-2d1882f9f0e7,c04d0000-0000-4000-a000-00000000000a
762c4171-6477-5706-b8ef-2d1882f9f0e7,c04d0000-0000-4000-a000-00000000000b
762c4171-6477-5706-b8ef-2d1882f9f0e7,c04d0000-0000-4000-a000-00000000000c
762c4171-6477-5706-b8ef-2d1882f9f0e7,c04d0000-0000-4000-a000-00000000000d
762c4171-6477-5706-b8ef-2d1882f9f0e7,c04d0000-0000-4000-a000-00000000000f
e9b8bfaa-6730-5da9-a123-2ddc61ee9887,c04d0000-0000-4000-a000-000000000002
e9b8bfaa-6730-5da9-a123-2ddc61ee9887,c04d0000-0000-4000-a000-000000000005
5df859a8-4247-5372-811b-304e3921ff11,c04d0000-0000-4000-a000-000000000002
5df859a8-4247-5372-811b-304e3921ff11,c04d0000-0000-4000-a000-000000000005
7b035506-c08d-5e3b-9953-a27493b96e96,c04d0000-0000-4000-a000-000000000002
7b035506-c08d-5e3b-9953-a27493b96e96,c04d0000-0000-4000-a000-00000000000b
1e3d7463-9156-5de7-817a-663e0cbf79d2,c04d0000-0000-4000-a000-000000000002
1e3d7463-9156-5de7-817a-663e0cbf79d2,c04d0000-0000-4000-a000-000000000004
1e3d7463-9156-5de7-817a-663e0cbf79d2,c04d0000-0000-4000-a000-000000000005
1e3d7463-9156-5de7-817a-663e0cbf79d2,c04d0000-0000-4000-a000-000000000009
1e3d7463-9156-5de7-817a-663e0cbf79d2,c04d0000-0000-4000-a000-00000000000a
1e3d7463-9156-5de7-817a-663e0cbf79d2,c04d0000-0000-4000-a000-00000000000b
f01dc9ea-555e-51ff-a7f2-16d629f7d3e9,c04d0000-0000-4000-a000-000000000002
f01dc9ea-555e-51ff-a7f2-16d629f7d3e9,c04d0000-0000-4000-a000-000000000003
f01dc9ea-555e-51ff-a7f2-16d629f7d3e9,c04d0000-0000-4000-a000-000000000005
f01dc9ea-555e-51ff-a7f2-16d629f7d3e9,c04d0000-0000-4000-a000-000000000009
f01dc9ea-555e-51ff-a7f2-16d629f7d3e9,c04d0000-0000-4000-a000-00000000000b
631e533d-18b2-5a2f-8152-df17a92aea99,c04d0000-0000-4000-a000-000000000002
631e533d-18b2-5a2f-8152-df17a92aea99,c04d0000-0000-4000-a000-000000000009
631e533d-18b2-5a2f-8152-df17a92aea99,c04d0000-0000-4000-a000-00000000000b
f022f9a7-af46-5251-9eac-b532ad6704b2,c04d0000-0000-4000-a000-000000000002
069c23dc-d371-5360-9dcf-9567d7805c65,c04d0000-0000-4000-a000-00000000000b
3840708e-43c7-5649-a63f-c2fc7a0494c8,c04d0000-0000-4000-a000-000000000004
3840708e-43c7-5649-a63f-c2fc7a0494c8,c04d0000-0000-4000-a000-000000000006
3840708e-43c7-5649-a63f-c2fc7a0494c8,c04d0000-0000-4000-a000-000000000009
3840708e-43c7-5649-a63f-c2fc7a0494c8,c04d0000-0000-4000-a000-00000000000a
3840708e-43c7-5649-a63f-c2fc7a0494c8,c04d0000-0000-4000-a000-00000000000b
3840708e-43c7-5649-a63f-c2fc7a0494c8,c04d0000-0000-4000-a000-00000000000c
