id,created_at,updated_at,version,size,creature_type,creature_subtype,alignment,armor_class,initiative_bonus,hp_average,hp_dice_count,hp_dice_faces,hp_dice_bonus,can_hover,score_strength,score_dexterity,score_constitution,score_intelligence,score_wisdom,score_charisma,passive_perception,languages,telepathy_feet,challenge_rating,experience_points,proficiency_bonus,legendary_action_uses,spellcasting_ability,spell_save_dc,spell_attack_bonus
369d4ec5-4a3f-5850-a40f-54c4f4ae4b59,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SMALL,ABERRATION,NULL,UNALIGNED,11,3,22,5,6,5,false,16,12,13,2,10,5,10,None,NULL,0.5,100,2,NULL,NULL,NULL,NULL
6f8f63ea-0142-585a-a7fe-0f86dfcf594f,2026-09-08T00:00:00,2026-09-08T00:00:00,0,MEDIUM,MONSTROSITY,NULL,NEUTRAL_EVIL,12,2,39,6,8,12,false,15,14,14,3,13,6,15,None,NULL,1.0,200,2,NULL,NULL,NULL,NULL
38042d14-b41a-58d3-a5c3-ad7aec83e56d,2026-09-08T00:00:00,2026-09-08T00:00:00,0,MEDIUM,CELESTIAL,Angel,LAWFUL_GOOD,17,4,229,27,8,108,true,18,18,18,17,20,20,19,All; telepathy 120 ft.,120,10.0,5900,4,NULL,CHARISMA,17,NULL
17cd2716-817e-5095-96fe-3eb45434cd63,2026-09-08T00:00:00,2026-09-08T00:00:00,0,LARGE,ELEMENTAL,Genie,NEUTRAL,17,2,218,19,10,114,true,21,15,22,15,16,20,13,Primordial (Auran),NULL,11.0,7200,4,NULL,CHARISMA,17,NULL
f72245b9-387c-5cf6-bbe0-f1ac86a358c4,2026-09-08T00:00:00,2026-09-08T00:00:00,0,MEDIUM,MONSTROSITY,NULL,NEUTRAL,14,4,52,8,8,16,false,11,18,14,11,12,14,11,Common plus three other languages,NULL,3.0,700,2,NULL,CHARISMA,12,NULL
d7092d19-28a7-5f39-9e71-464623ce89c9,2026-09-08T00:00:00,2026-09-08T00:00:00,0,GARGANTUAN,DRAGON,NULL,NEUTRAL,20,6,356,23,20,115,false,25,10,20,10,12,12,11,"Draconic, Primordial (Aquan)",NULL,17.0,18000,6,NULL,NULL,NULL,NULL
6133215b-a31d-562d-9316-35324f562d6c,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SMALL,FIEND,Demon,CHAOTIC_EVIL,11,0,18,4,6,4,false,12,11,12,5,8,3,9,Abyssal; telepathy 60 ft. (works only with creatures that understand Abyssal),60,0.25,50,2,NULL,NULL,NULL,NULL
53c43655-552b-5980-baf2-1249e3456a99,2026-09-08T00:00:00,2026-09-08T00:00:00,0,LARGE,MONSTROSITY,NULL,CHAOTIC_EVIL,19,4,123,13,10,52,false,16,19,18,13,16,12,16,"Elvish, Undercommon",NULL,6.0,2300,3,NULL,WISDOM,14,NULL
1bd5702c-3e46-5ef7-9c2f-74770fb8ef7d,2026-09-08T00:00:00,2026-09-08T00:00:00,0,MEDIUM,HUMANOID,Druid,NEUTRAL,13,1,44,8,8,8,false,10,12,13,12,16,11,15,"Common, Druidic, Sylvan",NULL,2.0,450,2,NULL,WISDOM,13,NULL
033c4445-4e17-58f3-be70-b82e6bf147f7,2026-09-08T00:00:00,2026-09-08T00:00:00,0,MEDIUM,FEY,NULL,NEUTRAL,16,1,22,5,8,NULL,false,10,12,11,14,15,18,14,"Elvish, Sylvan",NULL,1.0,200,2,NULL,CHARISMA,14,NULL
3d4b70a2-00a8-50b4-b5d1-809fc757b318,2026-09-08T00:00:00,2026-09-08T00:00:00,0,LARGE,ELEMENTAL,NULL,NEUTRAL,17,-1,147,14,10,70,false,20,8,20,5,10,5,10,Primordial (Terran),NULL,5.0,1800,3,NULL,NULL,NULL,NULL
0df6b8f7-5890-5cc2-9795-0ce79262cb6c,2026-09-08T00:00:00,2026-09-08T00:00:00,0,LARGE,ELEMENTAL,Genie,NEUTRAL,17,1,212,17,10,119,true,22,12,24,16,15,19,12,Primordial (Ignan),NULL,11.0,7200,4,NULL,CHARISMA,16,NULL
bc11534a-39f1-5691-bb6b-3885b920c84b,2026-09-08T00:00:00,2026-09-08T00:00:00,0,MEDIUM,FIEND,Devil,LAWFUL_EVIL,18,7,178,21,8,84,false,18,16,18,14,14,18,16,Infernal; telepathy 120 ft.,120,12.0,8400,4,NULL,NULL,NULL,NULL
69acc152-e877-5d92-af3a-4d2d14804d64,2026-09-08T00:00:00,2026-09-08T00:00:00,0,MEDIUM,MONSTROSITY,NULL,NEUTRAL_EVIL,13,2,44,8,8,8,false,14,15,13,7,12,8,13,None,NULL,2.0,450,2,NULL,NULL,NULL,NULL
c87f1d42-e66b-50e8-9625-1741041c8a93,2026-09-08T00:00:00,2026-09-08T00:00:00,0,LARGE,GIANT,NULL,CHAOTIC_EVIL,12,-1,85,10,10,30,false,21,8,17,6,10,8,14,Giant,NULL,4.0,1100,2,NULL,NULL,NULL,NULL
36997c98-bf66-58b2-9d69-422d70eff96b,2026-09-08T00:00:00,2026-09-08T00:00:00,0,LARGE,ELEMENTAL,NULL,NEUTRAL,13,3,93,11,10,33,false,10,17,16,6,10,7,10,Primordial (Ignan),NULL,5.0,1800,3,NULL,NULL,NULL,NULL
0e4104f9-de6d-5c28-9fca-22bf44b73ed6,2026-09-08T00:00:00,2026-09-08T00:00:00,0,HUGE,GIANT,NULL,LAWFUL_EVIL,18,3,162,13,12,78,false,25,9,23,10,14,13,16,Giant,NULL,9.0,5000,4,NULL,NULL,NULL,NULL
b50869dc-e3a1-57fd-8419-cd10dd1b1885,2026-09-08T00:00:00,2026-09-08T00:00:00,0,MEDIUM,CONSTRUCT,NULL,NEUTRAL,9,-1,127,15,8,60,false,19,9,18,6,10,5,10,Understands Common plus one other language but can't speak,NULL,5.0,1800,3,NULL,NULL,NULL,NULL
b9adfac7-a098-5858-8481-6ad99f16eb26,2026-09-08T00:00:00,2026-09-08T00:00:00,0,HUGE,GIANT,NULL,NEUTRAL_EVIL,15,2,149,13,12,65,false,23,9,21,9,10,12,13,Giant,NULL,8.0,3900,3,NULL,NULL,NULL,NULL
cc618aa0-1ee7-5853-a26e-000fb122fda3,2026-09-08T00:00:00,2026-09-08T00:00:00,0,MEDIUM,PLANT,NULL,UNALIGNED,5,-5,13,3,8,NULL,false,1,1,10,1,3,1,6,None,NULL,0.0,0,2,NULL,NULL,NULL,NULL
ef11c0ec-388a-5fcb-8cb4-f3cff6d5dd10,2026-09-08T00:00:00,2026-09-08T00:00:00,0,MEDIUM,PLANT,NULL,UNALIGNED,5,-5,18,4,8,NULL,false,3,1,10,1,3,1,6,None,NULL,0.25,50,2,NULL,NULL,NULL,NULL
209a0db5-c38a-556f-b56a-7f274bb42e4d,2026-09-08T00:00:00,2026-09-08T00:00:00,0,MEDIUM,ELEMENTAL,NULL,CHAOTIC_EVIL,15,2,67,9,8,27,false,15,11,16,6,11,7,10,Primordial (Terran),NULL,2.0,450,2,NULL,NULL,NULL,NULL
2a1ca355-abde-537a-af0c-c79e04265666,2026-09-08T00:00:00,2026-09-08T00:00:00,0,LARGE,OOZE,NULL,UNALIGNED,6,-4,63,6,10,30,false,14,3,20,1,6,1,8,None,NULL,2.0,450,2,NULL,NULL,NULL,NULL
6f9b0cfe-9018-5cb8-849f-e0e4ff493900,2026-09-08T00:00:00,2026-09-08T00:00:00,0,MEDIUM,UNDEAD,NULL,CHAOTIC_EVIL,13,3,36,8,8,NULL,false,16,17,10,11,10,8,10,Common,NULL,2.0,450,2,NULL,NULL,NULL,NULL
2ec7306c-1c74-51a7-940b-8cc4da983b97,2026-09-08T00:00:00,2026-09-08T00:00:00,0,MEDIUM,UNDEAD,NULL,NEUTRAL,11,1,45,10,8,NULL,true,7,13,10,10,12,17,11,Common plus one other language,NULL,4.0,1100,2,NULL,NULL,NULL,NULL
6a74b6e8-457f-5655-9c95-72d4822f7ee7,2026-09-08T00:00:00,2026-09-08T00:00:00,0,MEDIUM,UNDEAD,NULL,CHAOTIC_EVIL,12,2,22,5,8,NULL,false,13,15,10,7,10,6,10,Common,NULL,1.0,200,2,NULL,NULL,NULL,NULL
a4d9c15d-4ab6-5721-ad72-c042f590e25e,2026-09-08T00:00:00,2026-09-08T00:00:00,0,MEDIUM,ABERRATION,NULL,CHAOTIC_NEUTRAL,9,-1,52,7,8,21,false,10,8,16,3,10,6,10,None,NULL,2.0,450,2,NULL,NULL,NULL,NULL
dc04d0e1-24ee-5712-b18c-b83dc8f5ad4a,2026-09-08T00:00:00,2026-09-08T00:00:00,0,LARGE,FIEND,Demon,CHAOTIC_EVIL,17,6,189,18,10,90,false,20,15,21,19,17,16,17,Abyssal; telepathy 120 ft.,120,9.0,5000,4,NULL,INTELLIGENCE,16,NULL
d8f72762-af3b-5b03-9c37-a4ddc79f2e1b,2026-09-08T00:00:00,2026-09-08T00:00:00,0,MEDIUM,HUMANOID,NULL,NEUTRAL,16,5,112,15,8,45,false,18,15,16,10,12,15,11,Common,NULL,5.0,1800,3,NULL,NULL,NULL,NULL
fc3aef8b-2b9b-50fb-98e4-3e5221400b1e,2026-09-08T00:00:00,2026-09-08T00:00:00,0,MEDIUM,FIEND,NULL,CHAOTIC_EVIL,15,1,27,6,8,NULL,false,14,12,11,6,10,7,10,Gnoll,NULL,0.5,100,2,NULL,NULL,NULL,NULL
ad77e9cf-c420-5b55-bafe-46c51fba0ade,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SMALL,FEY,Goblinoid,CHAOTIC_NEUTRAL,12,2,7,2,6,NULL,false,8,15,10,10,8,8,9,"Common, Goblin",NULL,0.125,25,2,NULL,NULL,NULL,NULL
08b6d58f-a525-5063-9bdb-72618a737b11,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SMALL,FEY,Goblinoid,CHAOTIC_NEUTRAL,15,2,10,3,6,NULL,false,8,15,10,10,8,8,9,"Common, Goblin",NULL,0.25,50,2,NULL,NULL,NULL,NULL
e8108f5d-5141-5121-89ec-692f9fe7328d,2026-09-08T00:00:00,2026-09-08T00:00:00,0,SMALL,FEY,Goblinoid,CHAOTIC_NEUTRAL,17,2,21,6,6,NULL,false,10,15,10,10,8,10,9,"Common, Goblin",NULL,1.0,200,2,NULL,NULL,NULL,NULL
