id,created_at,updated_at,version,feature_id,references_feature_id,references_spell_name,spell_level,references_action_name,count,optional,mode,choice_group,ordinal
aa57d5c0-e496-5179-a6a6-0f0290979c15,2026-09-08T00:00:00,2026-09-08T00:00:00,0,9e3f1e2f-75c8-5908-b09f-acdae5102254,NULL,NULL,NULL,Disengage,1,false,CHOICE,0,1
7d7bffd4-fe79-5f99-9399-dc8362b4cab3,2026-09-08T00:00:00,2026-09-08T00:00:00,0,9e3f1e2f-75c8-5908-b09f-acdae5102254,NULL,NULL,NULL,Hide,1,false,CHOICE,0,2
a1160860-596b-5815-9185-120bbe04d02f,2026-09-08T00:00:00,2026-09-08T00:00:00,0,921e6f0a-e9a3-5913-9a57-a8472395f81d,b5f3f5d7-2e53-5815-a172-31168a2f3025,NULL,NULL,NULL,1,false,FIXED,NULL,0
038f90a2-dfde-50ab-81e0-08ba5bb66e43,2026-09-08T00:00:00,2026-09-08T00:00:00,0,921e6f0a-e9a3-5913-9a57-a8472395f81d,0160abb2-ea4b-56e1-94c1-cf9a3d086114,NULL,NULL,NULL,1,false,FIXED,NULL,1
1f927fac-75a1-5a1d-bd15-74b81ccc2e1d,2026-09-08T00:00:00,2026-09-08T00:00:00,0,bad1300a-79ab-5c9a-9168-4e83252be5ba,79c212be-4781-5b70-8fb2-20979a37901b,NULL,NULL,NULL,2,false,CHOICE,0,0
9fd5d45e-8603-5343-a0e1-6c1ba7a68c7d,2026-09-08T00:00:00,2026-09-08T00:00:00,0,bad1300a-79ab-5c9a-9168-4e83252be5ba,25caa673-2bf5-54b8-858e-199ff175f212,NULL,NULL,NULL,2,false,CHOICE,0,1
87d77b99-bb00-5faf-ab46-0166e9be9515,2026-09-08T00:00:00,2026-09-08T00:00:00,0,76f03eed-db50-5239-8178-f26d301592a5,a4563f96-984a-5fa4-992b-92621dd24908,NULL,NULL,NULL,1,false,FIXED,NULL,0
b6e31570-741d-5fd5-afa9-04aa8f090579,2026-09-08T00:00:00,2026-09-08T00:00:00,0,76f03eed-db50-5239-8178-f26d301592a5,1c34c955-5f51-5a37-befa-87486a5edce4,NULL,NULL,NULL,1,false,FIXED,NULL,1
18c4c6ca-3ca3-552a-83f3-187964fead38,2026-09-08T00:00:00,2026-09-08T00:00:00,0,76f03eed-db50-5239-8178-f26d301592a5,191d6f01-de3e-53b4-bc70-26b4d1364928,NULL,NULL,NULL,2,false,ALTERNATIVE,0,2
f498d736-9f95-57fc-b36a-7f8f2e09f316,2026-09-08T00:00:00,2026-09-08T00:00:00,0,f55ddba2-fd5e-5543-a17c-9f5789a567c6,1c6749cf-314e-52e1-8faa-f8af5c2e86eb,NULL,NULL,NULL,1,false,FIXED,NULL,0
e96c8085-b00d-5255-b591-4c4944513651,2026-09-08T00:00:00,2026-09-08T00:00:00,0,f55ddba2-fd5e-5543-a17c-9f5789a567c6,647fc75b-2fdf-5ff2-85a4-d85fc424a5e5,NULL,NULL,NULL,1,false,FIXED,NULL,1
d3737ff3-a1a2-51e4-8774-63c6236692f8,2026-09-08T00:00:00,2026-09-08T00:00:00,0,85747b06-9697-5b5f-b3d5-95f4412b0f3c,1a0b7afb-e3a4-593a-b9e6-dbb1716de066,NULL,NULL,NULL,1,false,FIXED,NULL,0
38fd8c9e-8d4f-5244-8a51-29651bedca35,2026-09-08T00:00:00,2026-09-08T00:00:00,0,85747b06-9697-5b5f-b3d5-95f4412b0f3c,77734d94-a46a-5c55-80c5-5129664a3bee,NULL,NULL,NULL,1,false,FIXED,NULL,1
580e33fb-5ae1-5940-bb00-b803f7cf2ce4,2026-09-08T00:00:00,2026-09-08T00:00:00,0,8915d583-a11d-5149-ba9d-223eccfd850f,518bb598-3610-5100-b658-de3147a81646,NULL,NULL,NULL,2,false,FIXED,NULL,0
49b16501-be77-5402-8d27-9f11a08eee1d,2026-09-08T00:00:00,2026-09-08T00:00:00,0,80a11fc7-d6ea-54b5-be5b-d803b86a8e46,6305106a-a7c9-5d01-ad12-ee40dd35c92b,NULL,NULL,NULL,3,false,FIXED,NULL,0
5f6b49e5-537a-5aa5-9ecf-c0e99224542f,2026-09-08T00:00:00,2026-09-08T00:00:00,0,c0289d27-d5da-5bce-ba86-27562a0e7c51,4063062c-e0a3-5ae3-8014-a942e5bb97cb,NULL,NULL,NULL,3,false,FIXED,NULL,0
c77e8d3e-87f9-59f7-92d3-ab03856c7d7f,2026-09-08T00:00:00,2026-09-08T00:00:00,0,c0289d27-d5da-5bce-ba86-27562a0e7c51,3c5464cb-26dc-5476-acf8-f496d2417a60,NULL,NULL,NULL,1,true,REPLACEMENT,NULL,1
91eb14ef-c010-527d-b04f-2455f6a62f01,2026-09-08T00:00:00,2026-09-08T00:00:00,0,1fa9be13-557c-5740-88ad-042e180d7607,3c5464cb-26dc-5476-acf8-f496d2417a60,NULL,NULL,NULL,1,false,FIXED,NULL,0
f265fb0c-5492-55f1-9d98-cf8802b7d50a,2026-09-08T00:00:00,2026-09-08T00:00:00,0,1fa9be13-557c-5740-88ad-042e180d7607,NULL,Fear,NULL,NULL,1,false,FIXED,NULL,1
a22eba18-bac0-5547-b478-1394f7d5eda4,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d72fba5f-5d18-5839-a4de-820aea0c3467,4063062c-e0a3-5ae3-8014-a942e5bb97cb,NULL,NULL,NULL,1,false,FIXED,NULL,0
028991d4-a989-591e-9ef8-56fd93b9f224,2026-09-08T00:00:00,2026-09-08T00:00:00,0,e4f7e9a4-8667-508f-8c93-930f9ac685e4,221d782a-e113-5447-87e4-afce78b383a7,NULL,NULL,NULL,3,false,FIXED,NULL,0
d15206bd-e901-5f28-9c20-3711fe48d572,2026-09-08T00:00:00,2026-09-08T00:00:00,0,e4f7e9a4-8667-508f-8c93-930f9ac685e4,a275d403-ea80-5634-82ad-16b92b16e9d4,NULL,NULL,NULL,1,true,REPLACEMENT,NULL,1
eb16921d-6ca3-5266-bb67-aad59b3bc7f4,2026-09-08T00:00:00,2026-09-08T00:00:00,0,e8211ed7-a1c3-53f0-bc79-45fc98c1402d,a275d403-ea80-5634-82ad-16b92b16e9d4,NULL,NULL,NULL,1,false,FIXED,NULL,0
7eee64ae-cf46-59fc-a1d1-f906bd8acdd6,2026-09-08T00:00:00,2026-09-08T00:00:00,0,e8211ed7-a1c3-53f0-bc79-45fc98c1402d,NULL,Fear,NULL,NULL,1,false,FIXED,NULL,1
e90ee9b6-80f0-5eee-ac3a-031409c5c21e,2026-09-08T00:00:00,2026-09-08T00:00:00,0,2d0f65a0-8ec7-5bb8-9d34-a3b8e9a50753,221d782a-e113-5447-87e4-afce78b383a7,NULL,NULL,NULL,1,false,FIXED,NULL,0
f8bd04fe-62ad-50af-9545-969c48d216c4,2026-09-08T00:00:00,2026-09-08T00:00:00,0,75213e09-275e-50d1-83ab-05ec74ace729,a05290ef-12ce-5e51-8dca-ada6ff5bb6c2,NULL,NULL,NULL,2,false,FIXED,NULL,0
b8f00a8d-474e-5b12-a415-ecc2b0389e5a,2026-09-08T00:00:00,2026-09-08T00:00:00,0,8196c3ed-0245-5cc5-8f81-4ec36995ac6e,539936c4-a6ee-50eb-84b1-6c727d315385,NULL,NULL,NULL,3,false,FIXED,NULL,0
f7393536-a005-55a9-be73-e96b0cba9eee,2026-09-08T00:00:00,2026-09-08T00:00:00,0,fd916b8e-13a3-5ecb-944f-86cd46971cc6,771c9a66-97f0-5185-bc37-1e4f433d8365,NULL,NULL,NULL,3,false,FIXED,NULL,0
5108bdaa-198f-59dc-a7fa-ec1233694d6b,2026-09-08T00:00:00,2026-09-08T00:00:00,0,fd916b8e-13a3-5ecb-944f-86cd46971cc6,78de27da-acec-5b1c-97f6-2621a658173c,NULL,NULL,NULL,1,true,REPLACEMENT,NULL,1
7dd8d157-519d-555b-a42d-989643e68ee8,2026-09-08T00:00:00,2026-09-08T00:00:00,0,4dced58a-5af7-55d7-9ec7-0f606e8e24e5,78de27da-acec-5b1c-97f6-2621a658173c,NULL,NULL,NULL,1,false,FIXED,NULL,0
f423c4af-246f-5ff0-9039-bbaf35257e01,2026-09-08T00:00:00,2026-09-08T00:00:00,0,4dced58a-5af7-55d7-9ec7-0f606e8e24e5,NULL,Invisibility,NULL,NULL,1,false,FIXED,NULL,1
b059060d-67dc-58fd-8042-f38e33c2a4f3,2026-09-08T00:00:00,2026-09-08T00:00:00,0,09792196-12c4-5a42-8ecc-d004bdc60f64,78de27da-acec-5b1c-97f6-2621a658173c,NULL,NULL,NULL,1,false,FIXED,NULL,0
9d2cc256-fd5f-5577-a2b8-31e9620e5c20,2026-09-08T00:00:00,2026-09-08T00:00:00,0,09792196-12c4-5a42-8ecc-d004bdc60f64,NULL,Shatter,NULL,NULL,1,false,FIXED,NULL,1
59d36d44-fcec-522f-b354-c8b8b52568c3,2026-09-08T00:00:00,2026-09-08T00:00:00,0,ce9657c7-5050-5455-b692-d7a744d37a79,771c9a66-97f0-5185-bc37-1e4f433d8365,NULL,NULL,NULL,1,false,FIXED,NULL,0
bf8f68f0-c198-551b-8210-c02842f3c1f5,2026-09-08T00:00:00,2026-09-08T00:00:00,0,e42b5324-0599-5109-9ae3-5a3cda1f504b,6ffcf8ea-56c2-5967-a94a-2d4da6407357,NULL,NULL,NULL,3,false,FIXED,NULL,0
8964e134-f4f9-5f58-aea1-e7404042d911,2026-09-08T00:00:00,2026-09-08T00:00:00,0,e42b5324-0599-5109-9ae3-5a3cda1f504b,f76938cd-800c-5eb9-9f9b-e52cc4d29720,NULL,NULL,NULL,1,true,REPLACEMENT,NULL,1
933dbdb3-1c25-504e-869c-5586e70b97e0,2026-09-08T00:00:00,2026-09-08T00:00:00,0,f0346f1b-2937-511e-bfc7-2d41e38537c0,f76938cd-800c-5eb9-9f9b-e52cc4d29720,NULL,NULL,NULL,1,false,FIXED,NULL,0
bb6d472e-59b7-5710-b6b8-071dcd18d411,2026-09-08T00:00:00,2026-09-08T00:00:00,0,f0346f1b-2937-511e-bfc7-2d41e38537c0,NULL,Invisibility,NULL,NULL,1,false,FIXED,NULL,1
47210529-1bea-57ee-8a81-efe52b4db08e,2026-09-08T00:00:00,2026-09-08T00:00:00,0,896dc22c-26d7-571b-86a6-590599e54038,f76938cd-800c-5eb9-9f9b-e52cc4d29720,NULL,NULL,NULL,1,false,FIXED,NULL,0
ab09a838-ea85-5b15-82a4-2627583b4c7d,2026-09-08T00:00:00,2026-09-08T00:00:00,0,896dc22c-26d7-571b-86a6-590599e54038,NULL,Shatter,3,NULL,1,false,FIXED,NULL,1
5ae09bf5-3d7a-58e2-995f-f74190c1a444,2026-09-08T00:00:00,2026-09-08T00:00:00,0,a87a4e52-2805-562e-aaa2-8edcafa24b6a,6ffcf8ea-56c2-5967-a94a-2d4da6407357,NULL,NULL,NULL,1,false,FIXED,NULL,0
cf45e397-1c17-5a0b-8f8d-b245953bd7fe,2026-09-08T00:00:00,2026-09-08T00:00:00,0,064f606c-9065-5d1d-8a1a-b80c531c99f4,236643a2-20fd-5018-bc6c-9265ec99b208,NULL,NULL,NULL,2,false,FIXED,NULL,0
23ebfbaa-54f0-5090-b523-b58f7b095b0c,2026-09-08T00:00:00,2026-09-08T00:00:00,0,064f606c-9065-5d1d-8a1a-b80c531c99f4,63158f53-ce14-549b-973e-4a7955a4449a,NULL,NULL,NULL,1,false,FIXED,NULL,1
c182c5d9-e8b4-5dcc-886d-0e54bcfd518a,2026-09-08T00:00:00,2026-09-08T00:00:00,0,db7deefe-b343-548a-b454-253d16578d9f,fd66adfc-0609-50fe-88b4-61fda4f792c5,NULL,NULL,NULL,3,false,FIXED,NULL,0
09e78fd6-2860-5e2e-81b9-2bf34cd2bf0d,2026-09-08T00:00:00,2026-09-08T00:00:00,0,db7deefe-b343-548a-b454-253d16578d9f,4b2ccd1a-83fe-5403-bacf-c1933db4a820,NULL,NULL,NULL,2,true,REPLACEMENT,NULL,1
5e541525-6399-5239-b948-9186d589db3e,2026-09-08T00:00:00,2026-09-08T00:00:00,0,c191ff58-e4dd-54f6-825d-eacee18702da,95444fa7-ee09-5f97-a18e-5b1fb119fe03,NULL,NULL,NULL,3,false,FIXED,NULL,0
7b631f5b-9f39-5598-9dd9-51990d873c3f,2026-09-08T00:00:00,2026-09-08T00:00:00,0,c191ff58-e4dd-54f6-825d-eacee18702da,e531ec30-f953-5eeb-a6a7-7f47924a7c53,NULL,NULL,NULL,1,true,REPLACEMENT,0,1
f9192398-d259-5d7f-912c-86f667428b15,2026-09-08T00:00:00,2026-09-08T00:00:00,0,c191ff58-e4dd-54f6-825d-eacee18702da,2c37d87c-db10-5d44-abb1-6c91c9851635,NULL,NULL,NULL,1,true,REPLACEMENT,0,2
789f36da-990a-5b86-825b-790ad950f315,2026-09-08T00:00:00,2026-09-08T00:00:00,0,a7663a94-a339-5500-bf43-9692e92bdcc8,2c37d87c-db10-5d44-abb1-6c91c9851635,NULL,NULL,NULL,1,false,FIXED,NULL,0
7f21fd35-689c-511f-a50b-1302227749ce,2026-09-08T00:00:00,2026-09-08T00:00:00,0,a7663a94-a339-5500-bf43-9692e92bdcc8,NULL,Scorching Ray,NULL,NULL,1,false,FIXED,NULL,1
c020c3c9-ba8f-5257-a27b-1b92b9f7530a,2026-09-08T00:00:00,2026-09-08T00:00:00,0,413c16a4-72ac-5269-b33b-04d95fb6dbe0,95444fa7-ee09-5f97-a18e-5b1fb119fe03,NULL,NULL,NULL,1,false,FIXED,NULL,0
f64cb8b5-8f26-5c4a-ac33-1f30c252e8fe,2026-09-08T00:00:00,2026-09-08T00:00:00,0,e5ff28bf-c89b-59bc-aa5c-0d629422a866,44bae7b9-f288-5f8a-87fb-4977065d7307,NULL,NULL,NULL,3,false,FIXED,NULL,0
403f1562-ab8f-54cd-b5f9-d57a621c4c4a,2026-09-08T00:00:00,2026-09-08T00:00:00,0,e5ff28bf-c89b-59bc-aa5c-0d629422a866,7d61fac2-03ff-53df-b72b-4eb3481779a2,NULL,NULL,NULL,1,true,REPLACEMENT,0,1
f5bfd323-c37e-5794-93ea-c9c3efad17f2,2026-09-08T00:00:00,2026-09-08T00:00:00,0,e5ff28bf-c89b-59bc-aa5c-0d629422a866,4c948e76-d4ad-5791-9bc4-3f9c398f1fec,NULL,NULL,NULL,1,true,REPLACEMENT,0,2
4f60c6f1-1906-5e17-a50f-92888cc2e6f1,2026-09-08T00:00:00,2026-09-08T00:00:00,0,86b313da-8ae6-50e1-b3ec-b26a54784a93,4c948e76-d4ad-5791-9bc4-3f9c398f1fec,NULL,NULL,NULL,1,false,FIXED,NULL,0
16b2c07d-fbcb-5680-910c-7807bd9ab23a,2026-09-08T00:00:00,2026-09-08T00:00:00,0,86b313da-8ae6-50e1-b3ec-b26a54784a93,NULL,Scorching Ray,3,NULL,1,false,FIXED,NULL,1
f944121e-1f62-51ff-a69b-ecadcbe3adde,2026-09-08T00:00:00,2026-09-08T00:00:00,0,cdd6b797-f027-5914-a023-56077c3d0d5b,44bae7b9-f288-5f8a-87fb-4977065d7307,NULL,NULL,NULL,1,false,FIXED,NULL,0
48fc78db-e34f-5aea-9dae-5e101c43ff64,2026-09-08T00:00:00,2026-09-08T00:00:00,0,b3bafa51-dd0c-5351-bec8-7fa091a459a9,ff678789-047c-5232-a989-50fd0584d52c,NULL,NULL,NULL,2,false,FIXED,NULL,0
f6f9893a-1bfb-55cd-a18f-827b74db5d9b,2026-09-08T00:00:00,2026-09-08T00:00:00,0,1af6cb5f-711c-50f4-b0b9-68e40dffe517,dd7a343c-abe5-524e-b30a-c0a782eb093a,NULL,NULL,NULL,3,false,FIXED,NULL,0
ab2f2a2e-7163-5367-8882-896ebf8fde74,2026-09-08T00:00:00,2026-09-08T00:00:00,0,1af6cb5f-711c-50f4-b0b9-68e40dffe517,6e205363-ce08-5244-b9b8-1fa53b540cbc,NULL,NULL,NULL,1,true,REPLACEMENT,NULL,1
28252b4f-dcac-5983-8399-f962e32c5a8b,2026-09-08T00:00:00,2026-09-08T00:00:00,0,f2a88ab4-a961-521f-a56d-9ccfe009de18,374c0821-ebc0-5b76-85d3-ab5521f68ab6,NULL,NULL,NULL,3,false,FIXED,NULL,0
7482146a-47ce-5057-b693-870a634895a4,2026-09-08T00:00:00,2026-09-08T00:00:00,0,f2a88ab4-a961-521f-a56d-9ccfe009de18,939acfcf-75d5-566f-970f-56785938839c,NULL,NULL,NULL,1,true,REPLACEMENT,0,1
260e50f5-b8f2-535f-9a43-021b784591e0,2026-09-08T00:00:00,2026-09-08T00:00:00,0,f2a88ab4-a961-521f-a56d-9ccfe009de18,b49a0335-0809-52d3-b055-13d02b9ff613,NULL,NULL,NULL,1,true,REPLACEMENT,0,2
4e92a6dd-709a-5699-b8a8-c6f205a1e5b4,2026-09-08T00:00:00,2026-09-08T00:00:00,0,1850188c-3cd7-514d-b3dd-82a5b6a57e21,b49a0335-0809-52d3-b055-13d02b9ff613,NULL,NULL,NULL,1,false,FIXED,NULL,0
6e0c93ff-8dda-55d9-8a4e-8ff93fd1d05b,2026-09-08T00:00:00,2026-09-08T00:00:00,0,1850188c-3cd7-514d-b3dd-82a5b6a57e21,NULL,Guiding Bolt,2,NULL,1,false,FIXED,NULL,1
fa50124f-071c-5ec6-8a08-1789f4a81e89,2026-09-08T00:00:00,2026-09-08T00:00:00,0,e9efa245-8350-5462-b102-ccfd87e0f66b,374c0821-ebc0-5b76-85d3-ab5521f68ab6,NULL,NULL,NULL,1,false,FIXED,NULL,0
7d46583a-5fd9-58b7-b277-86d8629bd12d,2026-09-08T00:00:00,2026-09-08T00:00:00,0,a8bd20b0-f82b-5b4b-8f70-ab1ad69787cf,9609490e-7421-574d-a45e-10b7ec918bd1,NULL,NULL,NULL,3,false,FIXED,NULL,0
da6b9b6f-de4d-5249-9a4a-d75d4abf6eba,2026-09-08T00:00:00,2026-09-08T00:00:00,0,a8bd20b0-f82b-5b4b-8f70-ab1ad69787cf,c0119fbc-f7c0-5343-ae72-f91b2ccdf682,NULL,NULL,NULL,1,true,REPLACEMENT,0,1
e8118561-962b-5f01-84e5-6d17493408ab,2026-09-08T00:00:00,2026-09-08T00:00:00,0,a8bd20b0-f82b-5b4b-8f70-ab1ad69787cf,67e8d533-bfcb-5ec8-b207-c8b8d2bbfad6,NULL,NULL,NULL,1,true,REPLACEMENT,0,2
095dc4fa-419a-55be-84f3-d139a4906512,2026-09-08T00:00:00,2026-09-08T00:00:00,0,fbb88146-6661-51a2-a2ac-5a24e5f9854d,67e8d533-bfcb-5ec8-b207-c8b8d2bbfad6,NULL,NULL,NULL,1,false,FIXED,NULL,0
e8f9c697-336b-5d14-897e-01c58711a00d,2026-09-08T00:00:00,2026-09-08T00:00:00,0,fbb88146-6661-51a2-a2ac-5a24e5f9854d,NULL,Guiding Bolt,2,NULL,1,false,FIXED,NULL,1
25d16404-bf47-53ad-bbed-913c577ec0b0,2026-09-08T00:00:00,2026-09-08T00:00:00,0,5e7d13ef-d874-5eb8-88de-910f25773d91,9609490e-7421-574d-a45e-10b7ec918bd1,NULL,NULL,NULL,1,false,FIXED,NULL,0
f7e3140a-1f3d-5b34-8998-25371c25ddaf,2026-09-08T00:00:00,2026-09-08T00:00:00,0,9e114616-1c3e-5dcd-8105-6fcd01bdd331,c714e129-9896-5065-a906-2d35431e6ca0,NULL,NULL,NULL,2,false,CHOICE,0,0
14ad9f71-628e-5b8b-bfa8-b3de59c31818,2026-09-08T00:00:00,2026-09-08T00:00:00,0,9e114616-1c3e-5dcd-8105-6fcd01bdd331,e558d21c-9f94-58d5-a651-47cc125a6c3c,NULL,NULL,NULL,2,false,CHOICE,0,1
65a86b05-e13c-5aae-8e6e-58aa752dd93c,2026-09-08T00:00:00,2026-09-08T00:00:00,0,ca834cd7-3caf-5dc9-a513-0b47e0286460,867ceecc-e452-57fb-8661-3f3ca0546f1a,NULL,NULL,NULL,2,false,FIXED,NULL,0
64ea5f0e-7f08-5c31-8f7a-1719c7abdf9a,2026-09-08T00:00:00,2026-09-08T00:00:00,0,3b102cde-1803-5a78-99c2-e37180d1edf3,76aec4c7-a8b9-5ad8-8d00-c90d9dcfd57a,NULL,NULL,NULL,2,false,CHOICE,0,0
2ff6b5a2-412f-534b-96c5-10137029542f,2026-09-08T00:00:00,2026-09-08T00:00:00,0,3b102cde-1803-5a78-99c2-e37180d1edf3,c85288df-d058-5ef2-b539-f95c65400a12,NULL,NULL,NULL,2,false,CHOICE,0,1
44f4e477-a9dc-51a6-8d40-305fab8510c7,2026-09-08T00:00:00,2026-09-08T00:00:00,0,ff43fafa-4687-5531-93c2-331c052d20fc,7102b2bc-965a-508e-9a17-58fe6386f904,NULL,NULL,NULL,2,false,FIXED,NULL,0
556207cd-c76d-501b-9390-2ba16dacca51,2026-09-08T00:00:00,2026-09-08T00:00:00,0,ff43fafa-4687-5531-93c2-331c052d20fc,6f284e33-cd8c-5cf2-a5d9-ff5bc0d92d12,NULL,NULL,NULL,1,false,FIXED,NULL,1
dfb88f9d-7366-5692-952a-e724cb51fa60,2026-09-08T00:00:00,2026-09-08T00:00:00,0,b579c50b-e128-53df-ae4f-636f12cd2de0,d59a3a83-665b-51ba-9bb3-b628fe382a9d,NULL,NULL,NULL,1,false,FIXED,NULL,0
b8861acf-b9e6-5188-a396-7143dda25401,2026-09-08T00:00:00,2026-09-08T00:00:00,0,b579c50b-e128-53df-ae4f-636f12cd2de0,eb1c953b-98b2-5b60-b81b-4e6d0026068d,NULL,NULL,NULL,1,false,FIXED,NULL,1
d3722357-2827-5cb8-81c1-ccc3e85a51a7,2026-09-08T00:00:00,2026-09-08T00:00:00,0,b579c50b-e128-53df-ae4f-636f12cd2de0,6494b352-f0dd-5d3c-919d-883c1f8aec31,NULL,NULL,NULL,1,false,FIXED,NULL,2
205008e1-8e95-5111-bc6c-88996790d7bb,2026-09-08T00:00:00,2026-09-08T00:00:00,0,b579c50b-e128-53df-ae4f-636f12cd2de0,15fb57db-4782-5eb8-9903-6e5b581c17b1,NULL,NULL,NULL,1,true,REPLACEMENT,NULL,3
2a415b4e-349f-5323-a8f5-5b1516d23913,2026-09-08T00:00:00,2026-09-08T00:00:00,0,293d3e74-bb6b-5280-bc64-1e1887c3ed86,c840db29-b4e6-5034-8dfc-149be6182a6f,NULL,NULL,NULL,2,false,FIXED,NULL,0
7319f610-03f1-5c1a-a7c0-080c1cc2dd64,2026-09-08T00:00:00,2026-09-08T00:00:00,0,293d3e74-bb6b-5280-bc64-1e1887c3ed86,fe54415e-5f1e-55de-b8fa-47932d2b9ce4,NULL,NULL,NULL,1,false,FIXED,NULL,1
41451f5b-b09f-5a93-a30e-e44150123436,2026-09-08T00:00:00,2026-09-08T00:00:00,0,179388ea-23bb-5889-a846-f3337059ec57,1f3a8026-1369-5aa2-8f65-114e7040314d,NULL,NULL,NULL,2,false,FIXED,NULL,0
3efc9528-e7e4-59ec-a430-62e424b7d6af,2026-09-08T00:00:00,2026-09-08T00:00:00,0,179388ea-23bb-5889-a846-f3337059ec57,1f3a8026-1369-5aa2-8f65-114e7040314d,NULL,NULL,NULL,3,false,ALTERNATIVE,0,1
9b91e798-a88f-52ca-804f-64c8c74681c9,2026-09-08T00:00:00,2026-09-08T00:00:00,0,390e76fe-aa75-5a46-825d-0982aa21a16c,NULL,NULL,NULL,Dash,1,false,CHOICE,0,0
2ee441d0-9d01-56d9-9127-2b0281f2035b,2026-09-08T00:00:00,2026-09-08T00:00:00,0,390e76fe-aa75-5a46-825d-0982aa21a16c,NULL,NULL,NULL,Disengage,1,false,CHOICE,0,1
96741f37-81af-5a42-8cfa-d4d780933170,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d40750b7-bbe4-57a3-afe8-54d9d662b2d3,8698d8bd-081b-5d43-bc7a-a96abefc18b7,NULL,NULL,NULL,1,false,FIXED,NULL,0
509d834f-a05a-5fb8-a4d7-703a40b07fc7,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d40750b7-bbe4-57a3-afe8-54d9d662b2d3,5d8d344e-962e-582e-8a81-5a3d6b08ba4b,NULL,NULL,NULL,2,false,FIXED,NULL,1
d90311de-f6e9-5cb7-9924-3e9cb2433b10,2026-09-08T00:00:00,2026-09-08T00:00:00,0,08629861-559b-5927-8507-14618647d13b,NULL,Mirror Image,NULL,NULL,1,false,FIXED,NULL,0
9fe0fb1f-2707-5640-a070-40ad8a9ea9d2,2026-09-08T00:00:00,2026-09-08T00:00:00,0,9e2d3377-d76b-5faf-b14e-306747bfacf3,f1be79a1-34fc-5f6c-88d8-7e75c700d113,NULL,NULL,NULL,2,false,CHOICE,0,0
4bc1dae4-f369-5700-bd0e-1d1e7153727a,2026-09-08T00:00:00,2026-09-08T00:00:00,0,9e2d3377-d76b-5faf-b14e-306747bfacf3,33217f18-a57a-564d-a47b-c026feeef9ea,NULL,NULL,NULL,2,false,CHOICE,0,1
