stat_block_id,movement_type,speed_feet
b9eea488-d320-5cfa-b843-701d38590264,FLY,40
b9eea488-d320-5cfa-b843-701d38590264,WALK,20
a8fc19ef-5730-5d26-b461-c590dfdbc3b9,WALK,30
ce0387c8-3d13-50bf-a216-5174851b483d,CLIMB,30
ce0387c8-3d13-50bf-a216-5174851b483d,FLY,60
ce0387c8-3d13-50bf-a216-5174851b483d,WALK,30
20d99010-e378-59c5-a9ca-52eb9fbd070c,CLIMB,40
20d99010-e378-59c5-a9ca-52eb9fbd070c,FLY,80
20d99010-e378-59c5-a9ca-52eb9fbd070c,WALK,40
df40b7e6-7047-5eb9-ab7e-f8ce1c1280d5,CLIMB,40
df40b7e6-7047-5eb9-ab7e-f8ce1c1280d5,FLY,80
df40b7e6-7047-5eb9-ab7e-f8ce1c1280d5,WALK,40
33da4341-6b62-5233-9c0f-f355e2738ccc,CLIMB,40
33da4341-6b62-5233-9c0f-f355e2738ccc,FLY,80
33da4341-6b62-5233-9c0f-f355e2738ccc,WALK,40
75aaf7d9-8097-5f09-8c47-db10961f69cb,FLY,90
75aaf7d9-8097-5f09-8c47-db10961f69cb,WALK,30
68a5204b-c403-538a-9ad4-12ac83ff69dc,CLIMB,30
68a5204b-c403-538a-9ad4-12ac83ff69dc,WALK,30
cf402a02-a4aa-50e5-a064-ab051149082f,WALK,30
e4ab2238-e788-5fae-b26d-32aa80151e67,WALK,30
369d4ec5-4a3f-5850-a40f-54c4f4ae4b59,FLY,30
369d4ec5-4a3f-5850-a40f-54c4f4ae4b59,WALK,10
6f8f63ea-0142-585a-a7fe-0f86dfcf594f,WALK,40
38042d14-b41a-58d3-a5c3-ad7aec83e56d,FLY,90
38042d14-b41a-58d3-a5c3-ad7aec83e56d,WALK,30
17cd2716-817e-5095-96fe-3eb45434cd63,FLY,90
17cd2716-817e-5095-96fe-3eb45434cd63,WALK,30
f72245b9-387c-5cf6-bbe0-f1ac86a358c4,WALK,30
d7092d19-28a7-5f39-9e71-464623ce89c9,SWIM,50
d7092d19-28a7-5f39-9e71-464623ce89c9,WALK,20
6133215b-a31d-562d-9316-35324f562d6c,WALK,20
53c43655-552b-5980-baf2-1249e3456a99,CLIMB,30
53c43655-552b-5980-baf2-1249e3456a99,WALK,30
1bd5702c-3e46-5ef7-9c2f-74770fb8ef7d,WALK,30
033c4445-4e17-58f3-be70-b82e6bf147f7,WALK,30
3d4b70a2-00a8-50b4-b5d1-809fc757b318,BURROW,30
3d4b70a2-00a8-50b4-b5d1-809fc757b318,WALK,30
0df6b8f7-5890-5cc2-9795-0ce79262cb6c,FLY,60
0df6b8f7-5890-5cc2-9795-0ce79262cb6c,WALK,40
bc11534a-39f1-5691-bb6b-3885b920c84b,FLY,60
bc11534a-39f1-5691-bb6b-3885b920c84b,WALK,30
69acc152-e877-5d92-af3a-4d2d14804d64,CLIMB,30
69acc152-e877-5d92-af3a-4d2d14804d64,WALK,30
c87f1d42-e66b-50e8-9625-1741041c8a93,WALK,40
36997c98-bf66-58b2-9d69-422d70eff96b,WALK,50
0e4104f9-de6d-5c28-9fca-22bf44b73ed6,WALK,30
b50869dc-e3a1-57fd-8419-cd10dd1b1885,WALK,30
b9adfac7-a098-5858-8481-6ad99f16eb26,WALK,40
cc618aa0-1ee7-5853-a26e-000fb122fda3,WALK,5
ef11c0ec-388a-5fcb-8cb4-f3cff6d5dd10,WALK,5
209a0db5-c38a-556f-b56a-7f274bb42e4d,FLY,60
209a0db5-c38a-556f-b56a-7f274bb42e4d,WALK,30
2a1ca355-abde-537a-af0c-c79e04265666,WALK,15
6f9b0cfe-9018-5cb8-849f-e0e4ff493900,WALK,30
2ec7306c-1c74-51a7-940b-8cc4da983b97,FLY,40
2ec7306c-1c74-51a7-940b-8cc4da983b97,WALK,5
6a74b6e8-457f-5655-9c95-72d4822f7ee7,WALK,30
a4d9c15d-4ab6-5721-ad72-c042f590e25e,SWIM,20
a4d9c15d-4ab6-5721-ad72-c042f590e25e,WALK,20
dc04d0e1-24ee-5712-b18c-b83dc8f5ad4a,WALK,40
d8f72762-af3b-5b03-9c37-a4ddc79f2e1b,WALK,30
fc3aef8b-2b9b-50fb-98e4-3e5221400b1e,WALK,30
ad77e9cf-c420-5b55-bafe-46c51fba0ade,WALK,30
08b6d58f-a525-5063-9bdb-72618a737b11,WALK,30
e8108f5d-5141-5121-89ec-692f9fe7328d,WALK,30
5041345d-a209-5470-a65c-30ca8c8b0e01,FLY,60
5041345d-a209-5470-a65c-30ca8c8b0e01,SWIM,30
5041345d-a209-5470-a65c-30ca8c8b0e01,WALK,30
cd5a1706-a5eb-5f93-9a27-d0e675cf4d3f,FLY,80
cd5a1706-a5eb-5f93-9a27-d0e675cf4d3f,SWIM,40
cd5a1706-a5eb-5f93-9a27-d0e675cf4d3f,WALK,40
f30a06ec-741b-5822-ae9b-15d64671ed04,FLY,80
f30a06ec-741b-5822-ae9b-15d64671ed04,SWIM,40
f30a06ec-741b-5822-ae9b-15d64671ed04,WALK,40
48df82ed-f959-54b8-b03a-24dc248ba79b,FLY,80
48df82ed-f959-54b8-b03a-24dc248ba79b,SWIM,40
48df82ed-f959-54b8-b03a-24dc248ba79b,WALK,40
be5a1ceb-5d3f-5258-9e1b-073feb18b8be,WALK,40
6f87e0ae-d0fb-5f06-9dff-9b3a09154664,CLIMB,10
6f87e0ae-d0fb-5f06-9dff-9b3a09154664,WALK,10
0e52bb7c-96d5-58f9-b469-b45eab8c3c3d,FLY,60
0e52bb7c-96d5-58f9-b469-b45eab8c3c3d,SWIM,30
0e52bb7c-96d5-58f9-b469-b45eab8c3c3d,WALK,30
6b603949-759d-5c72-b310-074d45747013,FLY,80
6b603949-759d-5c72-b310-074d45747013,SWIM,40
6b603949-759d-5c72-b310-074d45747013,WALK,40
352006ea-b852-59c0-b79c-6dda624688c4,FLY,80
352006ea-b852-59c0-b79c-6dda624688c4,SWIM,40
352006ea-b852-59c0-b79c-6dda624688c4,WALK,40
e02f30d6-9c3f-5ee7-9937-b2df7044344c,FLY,80
e02f30d6-9c3f-5ee7-9937-b2df7044344c,SWIM,40
e02f30d6-9c3f-5ee7-9937-b2df7044344c,WALK,40
edb83e46-b4f5-56ed-8a8b-aebec29863c2,SWIM,30
edb83e46-b4f5-56ed-8a8b-aebec29863c2,WALK,30
3a7ab06f-a094-5767-b2d0-61f1dceed4c1,CLIMB,30
3a7ab06f-a094-5767-b2d0-61f1dceed4c1,WALK,30
549be1bb-de18-58a1-898c-0b112ef15332,FLY,80
549be1bb-de18-58a1-898c-0b112ef15332,WALK,30
da6bee9d-ded1-5cfa-8348-a21043f6adf9,CLIMB,30
da6bee9d-ded1-5cfa-8348-a21043f6adf9,WALK,30
5741bdc0-01af-5fdf-938b-d977ca6f514d,CLIMB,40
5741bdc0-01af-5fdf-938b-d977ca6f514d,SWIM,40
5741bdc0-01af-5fdf-938b-d977ca6f514d,WALK,40
c442a044-2660-5ae1-bb76-7941919b88aa,WALK,30
33eb289c-e2fe-5c3c-ab3f-1d86c92f00e5,WALK,30
cab786f8-266c-5d51-87eb-518eb632d617,WALK,40
a699a7c7-0c6e-5b4e-8b02-cb0af0975ef1,FLY,40
a699a7c7-0c6e-5b4e-8b02-cb0af0975ef1,WALK,20
0ec3a98e-0d40-5fba-933c-a05c59487953,WALK,50
f0daad33-3bad-5c96-9515-fbe749874b41,WALK,30
0c5b8963-efc7-5c4c-9622-da0d0ea3607a,WALK,40
fc25baba-85df-506b-959e-dbc35112a9bb,FLY,60
fc25baba-85df-506b-959e-dbc35112a9bb,WALK,40
45d59fb4-87ea-5101-88e4-8749239b5fc1,WALK,30
bdbf6f10-fb16-5ce7-99cd-f74fdec699f3,WALK,30
9f10001a-1443-5480-9792-f59d6ab56cc8,FLY,40
9f10001a-1443-5480-9792-f59d6ab56cc8,WALK,20
7e11286d-f7aa-5d3b-9ad1-2da41f2f5c14,FLY,60
7e11286d-f7aa-5d3b-9ad1-2da41f2f5c14,WALK,30
6663817c-edf8-552e-8ede-f0d77e4d658a,SWIM,40
6663817c-edf8-552e-8ede-f0d77e4d658a,WALK,40
639dc600-5a69-58a8-ba9a-f9a49f36ae95,WALK,40
eac7706e-b667-5ac5-ae31-b3bf3e5c9bac,FLY,40
eac7706e-b667-5ac5-ae31-b3bf3e5c9bac,WALK,20
3367bac2-faa5-5174-9acd-237dd9d9fbbf,FLY,60
3367bac2-faa5-5174-9acd-237dd9d9fbbf,WALK,30
baafa8c2-3531-5793-a8d3-2c02e302903a,FLY,50
baafa8c2-3531-5793-a8d3-2c02e302903a,WALK,50
6353a56e-4d51-5e4e-9815-7a47498e7ad7,WALK,30
4e972e38-7089-56be-b409-0cba74ef0537,WALK,30
e5e42c51-2f6c-5283-ab41-83068f4a3436,WALK,30
cfcdd6a4-3b89-53a6-9557-d06ca21a1946,SWIM,120
cfcdd6a4-3b89-53a6-9557-d06ca21a1946,WALK,30
51deafbd-8649-5be8-bf4c-ea9984eb00f9,WALK,40
ca4ebfe1-7875-527f-8849-3aed5c7f1257,WALK,20
874246f2-ba2f-5948-add9-e11c8fa60fd9,WALK,30
e9358f36-6ff4-5a72-bd5e-923bc130177c,WALK,30
252f9ded-9b49-5d4d-bda3-d1141e1b97f4,WALK,30
ff734998-0aad-5bc3-b979-d62e50842e2c,WALK,30
2d12f026-9bcb-5cf9-8959-1f5d7d4dfac0,FLY,50
2d12f026-9bcb-5cf9-8959-1f5d7d4dfac0,WALK,30
cac1f74d-45d4-5314-abde-f8386a57304b,CLIMB,40
cac1f74d-45d4-5314-abde-f8386a57304b,WALK,40
4d26569e-6acf-582e-a1b0-d097e477ed7e,WALK,30
63c2085a-f8fb-56a6-bd7a-7ec20b5e0b5d,FLY,30
63c2085a-f8fb-56a6-bd7a-7ec20b5e0b5d,WALK,30
089d2b7c-87b1-5a9e-8561-0997f2e8dadb,FLY,30
089d2b7c-87b1-5a9e-8561-0997f2e8dadb,WALK,30
126bfcc3-bb22-5b98-9d99-805dc5254c26,FLY,30
126bfcc3-bb22-5b98-9d99-805dc5254c26,WALK,30
96eca42e-4260-5e69-b338-c26f8d3774a9,FLY,30
96eca42e-4260-5e69-b338-c26f8d3774a9,WALK,30
b80c26a9-8c68-5c94-b64f-dece51fba485,SWIM,40
b80c26a9-8c68-5c94-b64f-dece51fba485,WALK,10
50655a6b-f693-555d-afa2-b56c6339cb42,SWIM,40
50655a6b-f693-555d-afa2-b56c6339cb42,WALK,10
34afcb0b-0b82-56bb-b819-1efb6a800708,WALK,20
7b9fad12-53c1-5a08-85aa-df75b4b2e3f6,WALK,40
ef32e688-948a-50df-8734-56c6e5720391,WALK,20
74ea9d70-a5a1-5c65-8527-7e786bb6045e,WALK,30
c165fa51-3abd-5b4d-a097-059ffbf588f4,FLY,30
c165fa51-3abd-5b4d-a097-059ffbf588f4,WALK,20
65484791-9b43-5d65-be3b-cbf65b4be9c5,WALK,30
40c86b28-ff23-54d9-9533-80b34fb57638,FLY,90
40c86b28-ff23-54d9-9533-80b34fb57638,WALK,60
5d5a5edf-cbf2-5478-954e-06f2f58313f3,WALK,30
9dd8d1ff-7594-518e-9d12-2b93012eaa10,CLIMB,20
9dd8d1ff-7594-518e-9d12-2b93012eaa10,WALK,20
78c08956-5857-51c0-acfc-26dd812a1909,WALK,40
50b05fc2-5b24-59c4-92c4-6151e86f42ed,FLY,30
50b05fc2-5b24-59c4-92c4-6151e86f42ed,WALK,30
40a2a2bb-0e31-5d7f-a389-5b795ba869a8,WALK,30
d54766b1-f3fe-52d9-8957-55829cd140cc,CLIMB,40
d54766b1-f3fe-52d9-8957-55829cd140cc,WALK,40
61137728-1031-5ab2-961d-cd09da5d24b0,FLY,90
61137728-1031-5ab2-961d-cd09da5d24b0,WALK,60
344e7a03-e20a-5e8f-9d0b-fd14273b2f97,CLIMB,30
344e7a03-e20a-5e8f-9d0b-fd14273b2f97,WALK,30
5a7ebffa-d46d-5348-97b6-74810cf440ab,WALK,30
5fad0893-2721-5e54-87ac-c74595a5a8e1,WALK,30
1f6780e2-633d-523c-9ae4-6f74c4ca04bc,FLY,60
1f6780e2-633d-523c-9ae4-6f74c4ca04bc,WALK,30
d5c41de9-f969-5a3a-a98b-a355fc36b0a4,FLY,120
d5c41de9-f969-5a3a-a98b-a355fc36b0a4,WALK,40
8373949f-5cb1-5479-ba9a-652851ba3ab9,WALK,30
20998135-fcaa-5d94-8d4b-1f95bdecb9c3,WALK,30
6dca46b9-6593-51c7-9bb3-08dbb296e7ca,FLY,60
6dca46b9-6593-51c7-9bb3-08dbb296e7ca,WALK,15
d0069fe4-1f7f-531e-969e-8e9f751cbb02,BURROW,50
d0069fe4-1f7f-531e-969e-8e9f751cbb02,WALK,50
8b4527f2-be0e-54a1-9a38-5c740f5be669,WALK,40
952200fa-a33d-5e9a-9270-d875660a6e4a,WALK,40
91ac15bc-bcfd-57a5-a6c9-e0a4593259ad,CLIMB,30
91ac15bc-bcfd-57a5-a6c9-e0a4593259ad,FLY,60
91ac15bc-bcfd-57a5-a6c9-e0a4593259ad,WALK,30
198505b8-d56a-5b8a-b550-4a85af512f4f,CLIMB,40
198505b8-d56a-5b8a-b550-4a85af512f4f,FLY,80
198505b8-d56a-5b8a-b550-4a85af512f4f,WALK,40
4f4517ac-a1f8-5b81-a64f-553d2b370d77,CLIMB,40
4f4517ac-a1f8-5b81-a64f-553d2b370d77,FLY,80
4f4517ac-a1f8-5b81-a64f-553d2b370d77,WALK,40
ebe3fc0e-b274-5701-bbeb-0eff8a046873,CLIMB,40
ebe3fc0e-b274-5701-bbeb-0eff8a046873,FLY,80
ebe3fc0e-b274-5701-bbeb-0eff8a046873,WALK,40
27b93787-51bc-5b70-930e-905c76c8a861,BURROW,30
27b93787-51bc-5b70-930e-905c76c8a861,WALK,40
49455e6c-0e05-58ae-b3d3-7e8136717b56,FLY,120
49455e6c-0e05-58ae-b3d3-7e8136717b56,WALK,20
0faa36a0-cd97-54ca-936b-233cb939221d,CLIMB,20
0faa36a0-cd97-54ca-936b-233cb939221d,WALK,10
81db1a38-c86f-5383-9ea3-925094ab6155,WALK,40
0de28e84-86cb-5d90-a0c8-2a51bfde1bf0,SWIM,40
0de28e84-86cb-5d90-a0c8-2a51bfde1bf0,WALK,30
255b5979-9d43-563c-804f-8340c1756bdf,CLIMB,30
255b5979-9d43-563c-804f-8340c1756bdf,WALK,30
46418783-34e1-56d9-9051-06a8cb946379,WALK,40
872c883b-3192-5833-8111-b9170e159574,WALK,30
55029c8d-41ca-5898-b5bc-694c22431b93,SWIM,40
55029c8d-41ca-5898-b5bc-694c22431b93,WALK,30
be513016-5033-51e9-a25d-d88133e41410,WALK,40
8797172f-e535-53b2-b92a-51c9f014bb9c,SWIM,20
8797172f-e535-53b2-b92a-51c9f014bb9c,WALK,30
e7044c07-d8e9-5da2-9307-aa80a82b2b84,WALK,30
22b5678b-8fa5-5a6d-a7ec-bbe215df3d46,FLY,60
22b5678b-8fa5-5a6d-a7ec-bbe215df3d46,WALK,30
ff19a367-ce85-57fd-87fa-8ce112039f79,FLY,80
ff19a367-ce85-57fd-87fa-8ce112039f79,WALK,40
572aabd0-686e-5187-b72d-e9db3add7d7f,FLY,80
572aabd0-686e-5187-b72d-e9db3add7d7f,WALK,40
61648b56-7b1e-50fb-9133-05264fd470c1,FLY,80
61648b56-7b1e-50fb-9133-05264fd470c1,WALK,40
b925d03e-b635-5ff4-9a3a-55714f3801c8,WALK,30
3894e974-6a37-5fe6-819f-34607281077b,WALK,60
d6690be2-fe5d-5181-b5a2-a70d2f078524,WALK,40
88e30d20-5c53-5362-ac06-23372004dcc2,FLY,150
88e30d20-5c53-5362-ac06-23372004dcc2,WALK,50
762c4171-6477-5706-b8ef-2d1882f9f0e7,FLY,50
762c4171-6477-5706-b8ef-2d1882f9f0e7,WALK,30
d9fa6de6-609b-500a-b12b-5d6facdc2db1,FLY,40
d9fa6de6-609b-500a-b12b-5d6facdc2db1,WALK,20
e9b8bfaa-6730-5da9-a123-2ddc61ee9887,FLY,60
e9b8bfaa-6730-5da9-a123-2ddc61ee9887,WALK,40
5df859a8-4247-5372-811b-304e3921ff11,FLY,60
5df859a8-4247-5372-811b-304e3921ff11,WALK,40
7b035506-c08d-5e3b-9953-a27493b96e96,WALK,40
dccc7c87-4681-5bac-9350-568e1c76e937,FLY,40
dccc7c87-4681-5bac-9350-568e1c76e937,WALK,10
d66a8a58-b0c8-5f08-9ba5-db64b48dbb42,CLIMB,30
d66a8a58-b0c8-5f08-9ba5-db64b48dbb42,WALK,30
92b71b91-ac6b-56d5-9de7-1eaff99c446c,FLY,40
92b71b91-ac6b-56d5-9de7-1eaff99c446c,WALK,10
a1bfe89a-4d20-5fcb-a3b4-bb3fee18ae2f,WALK,40
1e3d7463-9156-5de7-817a-663e0cbf79d2,WALK,30
2befbad5-fc44-5196-925e-4aef0bc84a75,FLY,25
2befbad5-fc44-5196-925e-4aef0bc84a75,SWIM,50
2befbad5-fc44-5196-925e-4aef0bc84a75,WALK,50
578daa8d-fc6b-5da1-a52f-fbc8b4d7ad22,FLY,60
578daa8d-fc6b-5da1-a52f-fbc8b4d7ad22,WALK,30
f01dc9ea-555e-51ff-a7f2-16d629f7d3e9,BURROW,40
f01dc9ea-555e-51ff-a7f2-16d629f7d3e9,CLIMB,60
f01dc9ea-555e-51ff-a7f2-16d629f7d3e9,WALK,60
2845034d-f87a-5f06-98f4-7f54ae895d41,WALK,30
3adcd839-4f14-5e6a-9ab4-62c8caf3d88f,WALK,30
3a69541d-4ed4-56ef-9073-e768c6bf7342,WALK,30
ae1563c8-0adc-544e-9f82-5da6cab34c17,WALK,30
b1e3b533-ce3e-576e-b98e-4cdebe94d7d8,WALK,20
631e533d-18b2-5a2f-8152-df17a92aea99,WALK,50
f022f9a7-af46-5251-9eac-b532ad6704b2,CLIMB,30
f022f9a7-af46-5251-9eac-b532ad6704b2,WALK,30
a628dc90-421d-5cd7-9394-f11ac9684481,WALK,30
3a4c6071-45ce-544b-821c-32fa7b1db427,CLIMB,40
3a4c6071-45ce-544b-821c-32fa7b1db427,WALK,40
069c23dc-d371-5360-9dcf-9567d7805c65,FLY,60
069c23dc-d371-5360-9dcf-9567d7805c65,WALK,40
f04ea9d0-7d55-593a-a41b-6fbb5299b577,WALK,30
190080e5-e870-55e0-ae7c-3badbf73ad9f,WALK,30
3840708e-43c7-5649-a63f-c2fc7a0494c8,SWIM,90
3840708e-43c7-5649-a63f-c2fc7a0494c8,WALK,30
f657ecb2-3549-5870-ba69-ba43eb1f9027,CLIMB,30
f657ecb2-3549-5870-ba69-ba43eb1f9027,WALK,30
d1c9c99f-7203-5a69-af2b-4eeb0ad7af06,WALK,30
cfa2ae81-694d-54b1-90f4-3f0ee7b7527c,CLIMB,30
cfa2ae81-694d-54b1-90f4-3f0ee7b7527c,WALK,30
115165f3-4b3a-5dc8-ac74-cca8c02719c9,WALK,30
4bad1953-be71-5018-bd30-ea4581d113bf,WALK,30
e50a506e-d3b7-5d24-926e-e81e7546358d,BURROW,15
e50a506e-d3b7-5d24-926e-e81e7546358d,FLY,60
e50a506e-d3b7-5d24-926e-e81e7546358d,SWIM,30
e50a506e-d3b7-5d24-926e-e81e7546358d,WALK,30
c5ae861c-ca16-5751-99f3-1cb1b5b4f951,BURROW,20
c5ae861c-ca16-5751-99f3-1cb1b5b4f951,FLY,80
c5ae861c-ca16-5751-99f3-1cb1b5b4f951,SWIM,40
c5ae861c-ca16-5751-99f3-1cb1b5b4f951,WALK,40
42038caa-5299-5640-82b9-c0d6785a5f3a,BURROW,30
42038caa-5299-5640-82b9-c0d6785a5f3a,FLY,80
42038caa-5299-5640-82b9-c0d6785a5f3a,SWIM,40
42038caa-5299-5640-82b9-c0d6785a5f3a,WALK,40
19675f2e-3466-545b-9347-ade58f3b61ff,BURROW,40
19675f2e-3466-545b-9347-ade58f3b61ff,FLY,80
19675f2e-3466-545b-9347-ade58f3b61ff,SWIM,40
19675f2e-3466-545b-9347-ade58f3b61ff,WALK,40
a3d10ca4-e168-5342-b4d0-29abb40fb585,WALK,30
a8a4704e-9528-54ea-8d2f-a56a6500efd9,FLY,50
a8a4704e-9528-54ea-8d2f-a56a6500efd9,WALK,5
3d4115f7-a6b5-52db-be98-72f701a51c56,WALK,50
63f5ecf2-41ea-5191-bc47-dd0ff4d10b69,WALK,50
2cfb606a-60ec-5937-8db4-7d404c2234dc,FLY,60
2cfb606a-60ec-5937-8db4-7d404c2234dc,WALK,5
437386d3-ad75-5add-b93c-95e08194955b,FLY,80
437386d3-ad75-5add-b93c-95e08194955b,WALK,30
940db73c-b87a-5957-b362-4dd008a8f48e,BURROW,20
940db73c-b87a-5957-b362-4dd008a8f48e,WALK,20
16a54f39-cfd0-537b-b00e-9f569df859f9,WALK,20
ff5d8236-515f-5ded-abaa-8977de7c767a,WALK,30
92704688-06ee-5568-8d8d-f96236d31913,WALK,60
18edc8a1-a7f7-5c04-a2f5-5d6ac7ff11d3,WALK,30
0f40b883-5a58-5794-b906-82035d172021,CLIMB,30
0f40b883-5a58-5794-b906-82035d172021,WALK,30
e22efba4-26f1-54a0-b7c4-4ff7bc0ab9ce,SWIM,80
e22efba4-26f1-54a0-b7c4-4ff7bc0ab9ce,WALK,20
4d838837-aedb-548e-9e93-b49886272f9a,CLIMB,30
4d838837-aedb-548e-9e93-b49886272f9a,WALK,30
3704d23d-4c5e-55dc-84eb-a74e032a47e3,BURROW,5
