stat_block_id,spell_name,spell_level,uses_reset,uses_max
0a0ac3d8-b993-56f8-bacc-4fd12b3ebd82,Speak with Animals,NULL,AT_WILL,NULL
0a0ac3d8-b993-56f8-bacc-4fd12b3ebd82,Detect Thoughts,NULL,PER_DAY,1
0a0ac3d8-b993-56f8-bacc-4fd12b3ebd82,Control Weather,NULL,PER_DAY,1
a79b4f29-217a-560d-b531-c4e3a1e90688,Detect Magic,NULL,AT_WILL,NULL
a79b4f29-217a-560d-b531-c4e3a1e90688,Minor Illusion,NULL,AT_WILL,NULL
a79b4f29-217a-560d-b531-c4e3a1e90688,Scorching Ray,3,AT_WILL,NULL
a79b4f29-217a-560d-b531-c4e3a1e90688,Shapechange,NULL,AT_WILL,NULL
a79b4f29-217a-560d-b531-c4e3a1e90688,Speak with Animals,NULL,AT_WILL,NULL
a79b4f29-217a-560d-b531-c4e3a1e90688,Control Weather,NULL,PER_DAY,1
a79b4f29-217a-560d-b531-c4e3a1e90688,Detect Thoughts,NULL,PER_DAY,1
4a686859-4851-5d47-b3ea-d5303adfac70,Detect Magic,NULL,AT_WILL,NULL
4a686859-4851-5d47-b3ea-d5303adfac70,Guiding Bolt,2,AT_WILL,NULL
4a686859-4851-5d47-b3ea-d5303adfac70,Shapechange,NULL,AT_WILL,NULL
4a686859-4851-5d47-b3ea-d5303adfac70,Speak with Animals,NULL,AT_WILL,NULL
4a686859-4851-5d47-b3ea-d5303adfac70,Thaumaturgy,NULL,AT_WILL,NULL
4a686859-4851-5d47-b3ea-d5303adfac70,Detect Thoughts,NULL,PER_DAY,1
4a686859-4851-5d47-b3ea-d5303adfac70,Water Breathing,NULL,PER_DAY,1
feb2e64e-a0be-5b77-b650-900315f7fbb2,Detect Magic,NULL,AT_WILL,NULL
feb2e64e-a0be-5b77-b650-900315f7fbb2,Guiding Bolt,2,AT_WILL,NULL
feb2e64e-a0be-5b77-b650-900315f7fbb2,Shapechange,NULL,AT_WILL,NULL
feb2e64e-a0be-5b77-b650-900315f7fbb2,Speak with Animals,NULL,AT_WILL,NULL
feb2e64e-a0be-5b77-b650-900315f7fbb2,Thaumaturgy,NULL,AT_WILL,NULL
feb2e64e-a0be-5b77-b650-900315f7fbb2,Detect Thoughts,NULL,PER_DAY,1
feb2e64e-a0be-5b77-b650-900315f7fbb2,Control Water,NULL,PER_DAY,1
feb2e64e-a0be-5b77-b650-900315f7fbb2,Scrying,NULL,PER_DAY,1
feb2e64e-a0be-5b77-b650-900315f7fbb2,Water Breathing,NULL,PER_DAY,1
28133e24-4663-51d1-9e69-22efd9a246dd,Detect Magic,NULL,AT_WILL,NULL
28133e24-4663-51d1-9e69-22efd9a246dd,Fog Cloud,NULL,AT_WILL,NULL
28133e24-4663-51d1-9e69-22efd9a246dd,Light,NULL,AT_WILL,NULL
28133e24-4663-51d1-9e69-22efd9a246dd,Control Weather,NULL,PER_DAY,1
28133e24-4663-51d1-9e69-22efd9a246dd,Gaseous Form,NULL,PER_DAY,1
28133e24-4663-51d1-9e69-22efd9a246dd,Telekinesis,NULL,PER_DAY,1
df40b7e6-7047-5eb9-ab7e-f8ce1c1280d5,Detect Magic,NULL,AT_WILL,NULL
df40b7e6-7047-5eb9-ab7e-f8ce1c1280d5,Mind Spike,4,AT_WILL,NULL
df40b7e6-7047-5eb9-ab7e-f8ce1c1280d5,Minor Illusion,NULL,AT_WILL,NULL
df40b7e6-7047-5eb9-ab7e-f8ce1c1280d5,Shapechange,NULL,AT_WILL,NULL
df40b7e6-7047-5eb9-ab7e-f8ce1c1280d5,Greater Restoration,NULL,PER_DAY,1
df40b7e6-7047-5eb9-ab7e-f8ce1c1280d5,Major Image,NULL,PER_DAY,1
33da4341-6b62-5233-9c0f-f355e2738ccc,Detect Magic,NULL,AT_WILL,NULL
33da4341-6b62-5233-9c0f-f355e2738ccc,Mind Spike,5,AT_WILL,NULL
33da4341-6b62-5233-9c0f-f355e2738ccc,Minor Illusion,NULL,AT_WILL,NULL
33da4341-6b62-5233-9c0f-f355e2738ccc,Shapechange,NULL,AT_WILL,NULL
33da4341-6b62-5233-9c0f-f355e2738ccc,Greater Restoration,NULL,PER_DAY,1
33da4341-6b62-5233-9c0f-f355e2738ccc,Major Image,NULL,PER_DAY,1
33da4341-6b62-5233-9c0f-f355e2738ccc,Project Image,NULL,PER_DAY,1
75aaf7d9-8097-5f09-8c47-db10961f69cb,Detect Evil and Good,NULL,AT_WILL,NULL
75aaf7d9-8097-5f09-8c47-db10961f69cb,Detect Magic,NULL,AT_WILL,NULL
75aaf7d9-8097-5f09-8c47-db10961f69cb,Detect Thoughts,NULL,AT_WILL,NULL
75aaf7d9-8097-5f09-8c47-db10961f69cb,Shapechange,NULL,AT_WILL,NULL
75aaf7d9-8097-5f09-8c47-db10961f69cb,Create Food and Water,NULL,PER_DAY,1
75aaf7d9-8097-5f09-8c47-db10961f69cb,Dream,NULL,PER_DAY,1
75aaf7d9-8097-5f09-8c47-db10961f69cb,Greater Restoration,NULL,PER_DAY,1
75aaf7d9-8097-5f09-8c47-db10961f69cb,Scrying,NULL,PER_DAY,1
75aaf7d9-8097-5f09-8c47-db10961f69cb,Sleep,NULL,PER_DAY,1
e4ab2238-e788-5fae-b26d-32aa80151e67,Light,NULL,AT_WILL,NULL
e4ab2238-e788-5fae-b26d-32aa80151e67,Thaumaturgy,NULL,AT_WILL,NULL
e4ab2238-e788-5fae-b26d-32aa80151e67,Command,NULL,PER_DAY,2
e4ab2238-e788-5fae-b26d-32aa80151e67,Hold Person,NULL,PER_DAY,1
38042d14-b41a-58d3-a5c3-ad7aec83e56d,Detect Evil and Good,NULL,AT_WILL,NULL
38042d14-b41a-58d3-a5c3-ad7aec83e56d,Shapechange,NULL,AT_WILL,NULL
38042d14-b41a-58d3-a5c3-ad7aec83e56d,Commune,NULL,PER_DAY,1
38042d14-b41a-58d3-a5c3-ad7aec83e56d,Raise Dead,NULL,PER_DAY,1
17cd2716-817e-5095-96fe-3eb45434cd63,Detect Evil and Good,NULL,AT_WILL,NULL
17cd2716-817e-5095-96fe-3eb45434cd63,Detect Magic,NULL,AT_WILL,NULL
17cd2716-817e-5095-96fe-3eb45434cd63,Create Food and Water,NULL,PER_DAY,2
17cd2716-817e-5095-96fe-3eb45434cd63,Tongues,NULL,PER_DAY,2
17cd2716-817e-5095-96fe-3eb45434cd63,Wind Walk,NULL,PER_DAY,2
17cd2716-817e-5095-96fe-3eb45434cd63,Creation,NULL,PER_DAY,1
17cd2716-817e-5095-96fe-3eb45434cd63,Gaseous Form,NULL,PER_DAY,1
17cd2716-817e-5095-96fe-3eb45434cd63,Invisibility,NULL,PER_DAY,1
17cd2716-817e-5095-96fe-3eb45434cd63,Major Image,NULL,PER_DAY,1
17cd2716-817e-5095-96fe-3eb45434cd63,Plane Shift,NULL,PER_DAY,1
1bd5702c-3e46-5ef7-9c2f-74770fb8ef7d,Druidcraft,NULL,AT_WILL,NULL
1bd5702c-3e46-5ef7-9c2f-74770fb8ef7d,Speak with Animals,NULL,AT_WILL,NULL
1bd5702c-3e46-5ef7-9c2f-74770fb8ef7d,Entangle,NULL,PER_DAY,2
1bd5702c-3e46-5ef7-9c2f-74770fb8ef7d,Thunderwave,NULL,PER_DAY,2
1bd5702c-3e46-5ef7-9c2f-74770fb8ef7d,Animal Messenger,NULL,PER_DAY,1
1bd5702c-3e46-5ef7-9c2f-74770fb8ef7d,Longstrider,NULL,PER_DAY,1
1bd5702c-3e46-5ef7-9c2f-74770fb8ef7d,Moonbeam,NULL,PER_DAY,1
033c4445-4e17-58f3-be70-b82e6bf147f7,Animal Friendship,NULL,AT_WILL,NULL
033c4445-4e17-58f3-be70-b82e6bf147f7,Charm Monster,NULL,AT_WILL,NULL
033c4445-4e17-58f3-be70-b82e6bf147f7,Druidcraft,NULL,AT_WILL,NULL
033c4445-4e17-58f3-be70-b82e6bf147f7,Entangle,NULL,PER_DAY,1
033c4445-4e17-58f3-be70-b82e6bf147f7,Pass without Trace,NULL,PER_DAY,1
0df6b8f7-5890-5cc2-9795-0ce79262cb6c,Detect Magic,NULL,AT_WILL,NULL
0df6b8f7-5890-5cc2-9795-0ce79262cb6c,Elementalism,NULL,AT_WILL,NULL
0df6b8f7-5890-5cc2-9795-0ce79262cb6c,Gaseous Form,NULL,PER_DAY,1
0df6b8f7-5890-5cc2-9795-0ce79262cb6c,Invisibility,NULL,PER_DAY,1
0df6b8f7-5890-5cc2-9795-0ce79262cb6c,Major Image,NULL,PER_DAY,1
0df6b8f7-5890-5cc2-9795-0ce79262cb6c,Plane Shift,NULL,PER_DAY,1
0df6b8f7-5890-5cc2-9795-0ce79262cb6c,Tongues,NULL,PER_DAY,1
0df6b8f7-5890-5cc2-9795-0ce79262cb6c,Wall of Fire,7,PER_DAY,1
dc04d0e1-24ee-5712-b18c-b83dc8f5ad4a,Darkness,NULL,AT_WILL,NULL
dc04d0e1-24ee-5712-b18c-b83dc8f5ad4a,Detect Magic,NULL,AT_WILL,NULL
dc04d0e1-24ee-5712-b18c-b83dc8f5ad4a,Dispel Magic,NULL,AT_WILL,NULL
dc04d0e1-24ee-5712-b18c-b83dc8f5ad4a,Confusion,NULL,PER_DAY,1
dc04d0e1-24ee-5712-b18c-b83dc8f5ad4a,Fly,NULL,PER_DAY,1
dc04d0e1-24ee-5712-b18c-b83dc8f5ad4a,Power Word Stun,NULL,PER_DAY,1
f30a06ec-741b-5822-ae9b-15d64671ed04,Detect Magic,NULL,AT_WILL,NULL
f30a06ec-741b-5822-ae9b-15d64671ed04,Guiding Bolt,2,AT_WILL,NULL
f30a06ec-741b-5822-ae9b-15d64671ed04,Shapechange,NULL,AT_WILL,NULL
f30a06ec-741b-5822-ae9b-15d64671ed04,Flame Strike,NULL,PER_DAY,1
f30a06ec-741b-5822-ae9b-15d64671ed04,Zone of Truth,NULL,PER_DAY,1
48df82ed-f959-54b8-b03a-24dc248ba79b,Detect Magic,NULL,AT_WILL,NULL
48df82ed-f959-54b8-b03a-24dc248ba79b,Guiding Bolt,4,AT_WILL,NULL
48df82ed-f959-54b8-b03a-24dc248ba79b,Shapechange,NULL,AT_WILL,NULL
48df82ed-f959-54b8-b03a-24dc248ba79b,Flame Strike,6,PER_DAY,1
48df82ed-f959-54b8-b03a-24dc248ba79b,Word of Recall,NULL,PER_DAY,1
48df82ed-f959-54b8-b03a-24dc248ba79b,Zone of Truth,NULL,PER_DAY,1
352006ea-b852-59c0-b79c-6dda624688c4,Detect Magic,NULL,AT_WILL,NULL
352006ea-b852-59c0-b79c-6dda624688c4,Mind Spike,3,AT_WILL,NULL
352006ea-b852-59c0-b79c-6dda624688c4,Geas,NULL,PER_DAY,1
e02f30d6-9c3f-5ee7-9937-b2df7044344c,Detect Magic,NULL,AT_WILL,NULL
e02f30d6-9c3f-5ee7-9937-b2df7044344c,Mind Spike,5,AT_WILL,NULL
e02f30d6-9c3f-5ee7-9937-b2df7044344c,Geas,NULL,PER_DAY,1
e02f30d6-9c3f-5ee7-9937-b2df7044344c,Modify Memory,NULL,PER_DAY,1
edb83e46-b4f5-56ed-8a8b-aebec29863c2,Augury,NULL,LONG_REST,1
edb83e46-b4f5-56ed-8a8b-aebec29863c2,Find Familiar,NULL,LONG_REST,1
edb83e46-b4f5-56ed-8a8b-aebec29863c2,Identify,NULL,LONG_REST,1
edb83e46-b4f5-56ed-8a8b-aebec29863c2,Locate Object,NULL,LONG_REST,1
edb83e46-b4f5-56ed-8a8b-aebec29863c2,Scrying,NULL,LONG_REST,1
edb83e46-b4f5-56ed-8a8b-aebec29863c2,Unseen Servant,NULL,LONG_REST,1
edb83e46-b4f5-56ed-8a8b-aebec29863c2,Dancing Lights,NULL,AT_WILL,NULL
edb83e46-b4f5-56ed-8a8b-aebec29863c2,Disguise Self,NULL,AT_WILL,NULL
edb83e46-b4f5-56ed-8a8b-aebec29863c2,Invisibility,NULL,AT_WILL,NULL
edb83e46-b4f5-56ed-8a8b-aebec29863c2,Minor Illusion,NULL,AT_WILL,NULL
edb83e46-b4f5-56ed-8a8b-aebec29863c2,Ray of Sickness,3,AT_WILL,NULL
5741bdc0-01af-5fdf-938b-d977ca6f514d,Thaumaturgy,NULL,AT_WILL,NULL
5741bdc0-01af-5fdf-938b-d977ca6f514d,Clairvoyance,NULL,PER_DAY,1
5741bdc0-01af-5fdf-938b-d977ca6f514d,Cure Wounds,6,PER_DAY,1
5741bdc0-01af-5fdf-938b-d977ca6f514d,Flame Strike,6,PER_DAY,1
5741bdc0-01af-5fdf-938b-d977ca6f514d,Geas,NULL,PER_DAY,1
5741bdc0-01af-5fdf-938b-d977ca6f514d,True Seeing,NULL,PER_DAY,1
3367bac2-faa5-5174-9acd-237dd9d9fbbf,Disguise Self,NULL,AT_WILL,NULL
3367bac2-faa5-5174-9acd-237dd9d9fbbf,Etherealness,NULL,AT_WILL,NULL
3367bac2-faa5-5174-9acd-237dd9d9fbbf,Dream,NULL,PER_DAY,1
3367bac2-faa5-5174-9acd-237dd9d9fbbf,Hypnotic Pattern,NULL,PER_DAY,1
51deafbd-8649-5be8-bf4c-ea9984eb00f9,Disguise Self,NULL,AT_WILL,NULL
51deafbd-8649-5be8-bf4c-ea9984eb00f9,Minor Illusion,NULL,AT_WILL,NULL
51deafbd-8649-5be8-bf4c-ea9984eb00f9,Geas,NULL,PER_DAY,1
51deafbd-8649-5be8-bf4c-ea9984eb00f9,Major Image,NULL,PER_DAY,1
51deafbd-8649-5be8-bf4c-ea9984eb00f9,Scrying,NULL,PER_DAY,1
874246f2-ba2f-5948-add9-e11c8fa60fd9,Detect Magic,NULL,AT_WILL,NULL
874246f2-ba2f-5948-add9-e11c8fa60fd9,Detect Thoughts,NULL,AT_WILL,NULL
874246f2-ba2f-5948-add9-e11c8fa60fd9,Dispel Magic,NULL,AT_WILL,NULL
874246f2-ba2f-5948-add9-e11c8fa60fd9,Fireball,5,AT_WILL,NULL
874246f2-ba2f-5948-add9-e11c8fa60fd9,Invisibility,NULL,AT_WILL,NULL
874246f2-ba2f-5948-add9-e11c8fa60fd9,Lightning Bolt,5,AT_WILL,NULL
874246f2-ba2f-5948-add9-e11c8fa60fd9,Mage Hand,NULL,AT_WILL,NULL
874246f2-ba2f-5948-add9-e11c8fa60fd9,Prestidigitation,NULL,AT_WILL,NULL
874246f2-ba2f-5948-add9-e11c8fa60fd9,Animate Dead,NULL,PER_DAY,2
874246f2-ba2f-5948-add9-e11c8fa60fd9,Dimension Door,NULL,PER_DAY,2
874246f2-ba2f-5948-add9-e11c8fa60fd9,Plane Shift,NULL,PER_DAY,2
874246f2-ba2f-5948-add9-e11c8fa60fd9,Chain Lightning,NULL,PER_DAY,1
874246f2-ba2f-5948-add9-e11c8fa60fd9,Finger of Death,NULL,PER_DAY,1
874246f2-ba2f-5948-add9-e11c8fa60fd9,Power Word Kill,NULL,PER_DAY,1
874246f2-ba2f-5948-add9-e11c8fa60fd9,Scrying,NULL,PER_DAY,1
e9358f36-6ff4-5a72-bd5e-923bc130177c,Detect Magic,NULL,AT_WILL,NULL
e9358f36-6ff4-5a72-bd5e-923bc130177c,Light,NULL,AT_WILL,NULL
e9358f36-6ff4-5a72-bd5e-923bc130177c,Mage Armor,NULL,AT_WILL,NULL
e9358f36-6ff4-5a72-bd5e-923bc130177c,Mage Hand,NULL,AT_WILL,NULL
e9358f36-6ff4-5a72-bd5e-923bc130177c,Prestidigitation,NULL,AT_WILL,NULL
e9358f36-6ff4-5a72-bd5e-923bc130177c,Fireball,4,PER_DAY,2
e9358f36-6ff4-5a72-bd5e-923bc130177c,Invisibility,NULL,PER_DAY,2
e9358f36-6ff4-5a72-bd5e-923bc130177c,Cone of Cold,NULL,PER_DAY,1
e9358f36-6ff4-5a72-bd5e-923bc130177c,Fly,NULL,PER_DAY,1
252f9ded-9b49-5d4d-bda3-d1141e1b97f4,Detect Magic,NULL,AT_WILL,NULL
252f9ded-9b49-5d4d-bda3-d1141e1b97f4,Detect Thoughts,NULL,AT_WILL,NULL
252f9ded-9b49-5d4d-bda3-d1141e1b97f4,Disguise Self,NULL,AT_WILL,NULL
252f9ded-9b49-5d4d-bda3-d1141e1b97f4,Invisibility,NULL,AT_WILL,NULL
252f9ded-9b49-5d4d-bda3-d1141e1b97f4,Light,NULL,AT_WILL,NULL
252f9ded-9b49-5d4d-bda3-d1141e1b97f4,Mage Armor,NULL,AT_WILL,NULL
252f9ded-9b49-5d4d-bda3-d1141e1b97f4,Mage Hand,NULL,AT_WILL,NULL
252f9ded-9b49-5d4d-bda3-d1141e1b97f4,Prestidigitation,NULL,AT_WILL,NULL
252f9ded-9b49-5d4d-bda3-d1141e1b97f4,Fly,NULL,PER_DAY,2
252f9ded-9b49-5d4d-bda3-d1141e1b97f4,Lightning Bolt,7,PER_DAY,2
252f9ded-9b49-5d4d-bda3-d1141e1b97f4,Cone of Cold,9,PER_DAY,1
252f9ded-9b49-5d4d-bda3-d1141e1b97f4,Mind Blank,NULL,PER_DAY,1
252f9ded-9b49-5d4d-bda3-d1141e1b97f4,Scrying,NULL,PER_DAY,1
252f9ded-9b49-5d4d-bda3-d1141e1b97f4,Teleport,NULL,PER_DAY,1
74ea9d70-a5a1-5c65-8527-7e786bb6045e,Dispel Magic,NULL,AT_WILL,NULL
74ea9d70-a5a1-5c65-8527-7e786bb6045e,Thaumaturgy,NULL,AT_WILL,NULL
74ea9d70-a5a1-5c65-8527-7e786bb6045e,Animate Dead,NULL,PER_DAY,1
74ea9d70-a5a1-5c65-8527-7e786bb6045e,Harm,NULL,PER_DAY,1
74ea9d70-a5a1-5c65-8527-7e786bb6045e,Insect Plague,7,PER_DAY,1
65484791-9b43-5d65-be3b-cbf65b4be9c5,Augury,NULL,LONG_REST,1
65484791-9b43-5d65-be3b-cbf65b4be9c5,Find Familiar,NULL,LONG_REST,1
65484791-9b43-5d65-be3b-cbf65b4be9c5,Identify,NULL,LONG_REST,1
65484791-9b43-5d65-be3b-cbf65b4be9c5,Locate Object,NULL,LONG_REST,1
65484791-9b43-5d65-be3b-cbf65b4be9c5,Scrying,NULL,LONG_REST,1
65484791-9b43-5d65-be3b-cbf65b4be9c5,Unseen Servant,NULL,LONG_REST,1
65484791-9b43-5d65-be3b-cbf65b4be9c5,Detect Magic,NULL,AT_WILL,NULL
65484791-9b43-5d65-be3b-cbf65b4be9c5,Etherealness,NULL,AT_WILL,NULL
65484791-9b43-5d65-be3b-cbf65b4be9c5,Magic Missile,4,AT_WILL,NULL
65484791-9b43-5d65-be3b-cbf65b4be9c5,Phantasmal Killer,NULL,PER_DAY,2
65484791-9b43-5d65-be3b-cbf65b4be9c5,Plane Shift,NULL,PER_DAY,2
50b05fc2-5b24-59c4-92c4-6151e86f42ed,Charm Person,2,PER_DAY,1
50b05fc2-5b24-59c4-92c4-6151e86f42ed,Darkness,NULL,PER_DAY,1
50b05fc2-5b24-59c4-92c4-6151e86f42ed,Gaseous Form,NULL,PER_DAY,1
50b05fc2-5b24-59c4-92c4-6151e86f42ed,Sleep,NULL,PER_DAY,1
20998135-fcaa-5d94-8d4b-1f95bdecb9c3,Light,NULL,AT_WILL,NULL
20998135-fcaa-5d94-8d4b-1f95bdecb9c3,Thaumaturgy,NULL,AT_WILL,NULL
20998135-fcaa-5d94-8d4b-1f95bdecb9c3,Spirit Guardians,NULL,PER_DAY,1
952200fa-a33d-5e9a-9270-d875660a6e4a,Detect Magic,NULL,AT_WILL,NULL
952200fa-a33d-5e9a-9270-d875660a6e4a,Detect Thoughts,NULL,AT_WILL,NULL
952200fa-a33d-5e9a-9270-d875660a6e4a,Disguise Self,NULL,AT_WILL,NULL
952200fa-a33d-5e9a-9270-d875660a6e4a,Mage Hand,NULL,AT_WILL,NULL
952200fa-a33d-5e9a-9270-d875660a6e4a,Minor Illusion,NULL,AT_WILL,NULL
952200fa-a33d-5e9a-9270-d875660a6e4a,Fly,NULL,PER_DAY,1
952200fa-a33d-5e9a-9270-d875660a6e4a,Invisibility,NULL,PER_DAY,1
952200fa-a33d-5e9a-9270-d875660a6e4a,Major Image,NULL,PER_DAY,1
952200fa-a33d-5e9a-9270-d875660a6e4a,Plane Shift,NULL,PER_DAY,1
4f4517ac-a1f8-5b81-a64f-553d2b370d77,Command,2,AT_WILL,NULL
4f4517ac-a1f8-5b81-a64f-553d2b370d77,Detect Magic,NULL,AT_WILL,NULL
4f4517ac-a1f8-5b81-a64f-553d2b370d77,Scorching Ray,NULL,AT_WILL,NULL
4f4517ac-a1f8-5b81-a64f-553d2b370d77,Fireball,NULL,PER_DAY,1
ebe3fc0e-b274-5701-bbeb-0eff8a046873,Command,2,AT_WILL,NULL
ebe3fc0e-b274-5701-bbeb-0eff8a046873,Detect Magic,NULL,AT_WILL,NULL
ebe3fc0e-b274-5701-bbeb-0eff8a046873,Scorching Ray,3,AT_WILL,NULL
ebe3fc0e-b274-5701-bbeb-0eff8a046873,Fireball,6,PER_DAY,1
ebe3fc0e-b274-5701-bbeb-0eff8a046873,Scrying,NULL,PER_DAY,1
55029c8d-41ca-5898-b5bc-694c22431b93,Augury,NULL,LONG_REST,1
55029c8d-41ca-5898-b5bc-694c22431b93,Find Familiar,NULL,LONG_REST,1
55029c8d-41ca-5898-b5bc-694c22431b93,Identify,NULL,LONG_REST,1
55029c8d-41ca-5898-b5bc-694c22431b93,Locate Object,NULL,LONG_REST,1
55029c8d-41ca-5898-b5bc-694c22431b93,Scrying,NULL,LONG_REST,1
55029c8d-41ca-5898-b5bc-694c22431b93,Unseen Servant,NULL,LONG_REST,1
572aabd0-686e-5187-b72d-e9db3add7d7f,Detect Magic,NULL,AT_WILL,NULL
572aabd0-686e-5187-b72d-e9db3add7d7f,Hold Monster,NULL,AT_WILL,NULL
572aabd0-686e-5187-b72d-e9db3add7d7f,Ice Knife,NULL,AT_WILL,NULL
572aabd0-686e-5187-b72d-e9db3add7d7f,Shapechange,NULL,AT_WILL,NULL
572aabd0-686e-5187-b72d-e9db3add7d7f,Ice Storm,5,PER_DAY,1
572aabd0-686e-5187-b72d-e9db3add7d7f,Zone of Truth,NULL,PER_DAY,1
61648b56-7b1e-50fb-9133-05264fd470c1,Detect Magic,NULL,AT_WILL,NULL
61648b56-7b1e-50fb-9133-05264fd470c1,Hold Monster,NULL,AT_WILL,NULL
61648b56-7b1e-50fb-9133-05264fd470c1,Ice Knife,2,AT_WILL,NULL
61648b56-7b1e-50fb-9133-05264fd470c1,Shapechange,NULL,AT_WILL,NULL
61648b56-7b1e-50fb-9133-05264fd470c1,Control Weather,NULL,PER_DAY,1
61648b56-7b1e-50fb-9133-05264fd470c1,Ice Storm,7,PER_DAY,1
61648b56-7b1e-50fb-9133-05264fd470c1,Teleport,NULL,PER_DAY,1
61648b56-7b1e-50fb-9133-05264fd470c1,Zone of Truth,NULL,PER_DAY,1
88e30d20-5c53-5362-ac06-23372004dcc2,Detect Evil and Good,NULL,AT_WILL,NULL
88e30d20-5c53-5362-ac06-23372004dcc2,Commune,NULL,PER_DAY,1
88e30d20-5c53-5362-ac06-23372004dcc2,Control Weather,NULL,PER_DAY,1
88e30d20-5c53-5362-ac06-23372004dcc2,Dispel Evil and Good,NULL,PER_DAY,1
88e30d20-5c53-5362-ac06-23372004dcc2,Resurrection,NULL,PER_DAY,1
e9b8bfaa-6730-5da9-a123-2ddc61ee9887,Detect Magic,NULL,AT_WILL,NULL
e9b8bfaa-6730-5da9-a123-2ddc61ee9887,Identify,NULL,AT_WILL,NULL
e9b8bfaa-6730-5da9-a123-2ddc61ee9887,Mage Hand,NULL,AT_WILL,NULL
e9b8bfaa-6730-5da9-a123-2ddc61ee9887,Minor Illusion,NULL,AT_WILL,NULL
e9b8bfaa-6730-5da9-a123-2ddc61ee9887,Prestidigitation,NULL,AT_WILL,NULL
e9b8bfaa-6730-5da9-a123-2ddc61ee9887,Dispel Magic,NULL,PER_DAY,1
e9b8bfaa-6730-5da9-a123-2ddc61ee9887,Legend Lore,NULL,PER_DAY,1
e9b8bfaa-6730-5da9-a123-2ddc61ee9887,Locate Object,NULL,PER_DAY,1
e9b8bfaa-6730-5da9-a123-2ddc61ee9887,Plane Shift,NULL,PER_DAY,1
e9b8bfaa-6730-5da9-a123-2ddc61ee9887,Remove Curse,NULL,PER_DAY,1
e9b8bfaa-6730-5da9-a123-2ddc61ee9887,Tongues,NULL,PER_DAY,1
5df859a8-4247-5372-811b-304e3921ff11,Detect Evil and Good,NULL,AT_WILL,NULL
5df859a8-4247-5372-811b-304e3921ff11,Thaumaturgy,NULL,AT_WILL,NULL
5df859a8-4247-5372-811b-304e3921ff11,Detect Magic,NULL,PER_DAY,1
5df859a8-4247-5372-811b-304e3921ff11,Dispel Magic,NULL,PER_DAY,1
5df859a8-4247-5372-811b-304e3921ff11,Greater Restoration,NULL,PER_DAY,1
5df859a8-4247-5372-811b-304e3921ff11,Heroes' Feast,NULL,PER_DAY,1
5df859a8-4247-5372-811b-304e3921ff11,Zone of Truth,NULL,PER_DAY,1
