id,created_at,updated_at,version,feature_id,ordinal,step_trigger,target_filter,delivery,attack_kind,attack_bonus,attack_bonus_source,reach_feet,range_feet,range_long_feet,save_ability,save_dc,save_dc_source
35976e4f-ba0a-5fda-b347-bc59afb0110e,2026-09-08T00:00:00,2026-09-08T00:00:00,0,1aea011b-d3eb-5ca6-a4dc-8f364758ec62,0,ALWAYS,NULL,ATTACK_ROLL,MELEE,7,FIXED,5,NULL,NULL,NULL,NULL,NULL
4be44266-9770-52f6-a82e-dd6d8b7e4c3f,2026-09-08T00:00:00,2026-09-08T00:00:00,0,28e29597-6a57-5041-9f61-c33f072364d1,0,ALWAYS,NULL,ATTACK_ROLL,RANGED,7,FIXED,NULL,80,320,NULL,NULL,NULL
5a0bfda2-6794-523a-a41a-5cbc50609372,2026-09-08T00:00:00,2026-09-08T00:00:00,0,9e3f1e2f-75c8-5908-b09f-acdae5102254,0,ALWAYS,NULL,AUTOMATIC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1b277195-2df4-5a42-ac88-b6c41d9a378b,2026-09-08T00:00:00,2026-09-08T00:00:00,0,39613584-4267-5135-998c-b23012e2b12e,0,ALWAYS,NULL,ATTACK_ROLL,MELEE,1,FIXED,5,NULL,NULL,NULL,NULL,NULL
48837391-f523-5448-868b-4ee7ab1ca1c8,2026-09-08T00:00:00,2026-09-08T00:00:00,0,aeaf6119-1ef4-5122-a5e3-2545a2f5be43,0,ALWAYS,NULL,ATTACK_ROLL,MELEE,6,FIXED,10,NULL,NULL,NULL,NULL,NULL
961859f6-5c98-518f-ad91-809423a8caa7,2026-09-08T00:00:00,2026-09-08T00:00:00,0,f0f64606-3e12-5f25-84b4-f1604466f59a,0,ALWAYS,NULL,ATTACK_ROLL,MELEE,4,FIXED,5,NULL,NULL,NULL,NULL,NULL
1cb48595-6667-59e4-bb93-77fc3cd05929,2026-09-08T00:00:00,2026-09-08T00:00:00,0,55057de3-2af9-5d42-83eb-8551186dfdd5,0,ALWAYS,NULL,AUTOMATIC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
e969690e-c2ae-536b-b983-23c5323b41aa,2026-09-08T00:00:00,2026-09-08T00:00:00,0,04491782-1e5a-5988-b801-a3737a009abb,0,ALWAYS,NULL,AUTOMATIC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a61b0ab7-7c07-57f3-8cc3-a117f081c0e6,2026-09-08T00:00:00,2026-09-08T00:00:00,0,bde5964e-e8d0-5061-9ff3-97e84b556db7,0,ALWAYS,NULL,ATTACK_ROLL,MELEE,5,FIXED,5,NULL,NULL,NULL,NULL,NULL
1dea5a4c-c72c-58ea-92fe-fc95e6c3ebb7,2026-09-08T00:00:00,2026-09-08T00:00:00,0,de8d87b3-9136-5309-a604-a4efd537d64e,0,ALWAYS,NULL,SAVING_THROW,NULL,NULL,NULL,NULL,NULL,NULL,DEXTERITY,20,FIXED
ea3112ee-c794-5eca-a012-7807d239f36b,2026-09-08T00:00:00,2026-09-08T00:00:00,0,0782a45a-2efc-5b4f-985f-a58a21d294b2,0,ALWAYS,NULL,AUTOMATIC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
efce4141-5291-57d2-bbbd-a8d6ef98c5e3,2026-09-08T00:00:00,2026-09-08T00:00:00,0,8b5b4620-68a9-5c68-89df-e982b0da0c37,0,ALWAYS,NULL,AUTOMATIC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9f90af50-1289-576e-949f-cbb6aa5a4bbb,2026-09-08T00:00:00,2026-09-08T00:00:00,0,327d55fa-0caf-5334-8538-392403d19862,0,ALWAYS,NULL,AUTOMATIC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ca301a73-f4c7-5b0a-aff8-1ea9e6c5e5e4,2026-09-08T00:00:00,2026-09-08T00:00:00,0,921e6f0a-e9a3-5913-9a57-a8472395f81d,0,ALWAYS,NULL,AUTOMATIC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
b64f27d6-fb48-5dca-a760-a07312478298,2026-09-08T00:00:00,2026-09-08T00:00:00,0,b5f3f5d7-2e53-5815-a172-31168a2f3025,0,ALWAYS,NULL,ATTACK_ROLL,MELEE,14,FIXED,30,NULL,NULL,NULL,NULL,NULL
965ae436-11e9-5ab2-b3e2-3900b3ae790b,2026-09-08T00:00:00,2026-09-08T00:00:00,0,0160abb2-ea4b-56e1-94c1-cf9a3d086114,0,ALWAYS,NULL,ATTACK_ROLL,MELEE,14,FIXED,10,NULL,NULL,NULL,NULL,NULL
9f2c6158-fd6e-547a-b212-5f0378e6791c,2026-09-08T00:00:00,2026-09-08T00:00:00,0,468ff16f-f595-5fea-acc9-07c57f0f0fb4,0,ALWAYS,NULL,AUTOMATIC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
002d5e84-19ec-570c-a3c7-66c1b5423276,2026-09-08T00:00:00,2026-09-08T00:00:00,0,81ec4477-af63-589f-9206-d9441fbf9c80,0,ALWAYS,NULL,ATTACK_ROLL,MELEE,3,FIXED,5,NULL,NULL,NULL,NULL,NULL
842b07a7-c0b8-5851-a357-1608525d9865,2026-09-08T00:00:00,2026-09-08T00:00:00,0,2ad40f51-6f8a-50f6-b2db-8c352c60764f,0,ALWAYS,NULL,ATTACK_ROLL,RANGED,3,FIXED,NULL,80,320,NULL,NULL,NULL
45f406f0-6a02-5b6a-b0fb-c0514681ab6e,2026-09-08T00:00:00,2026-09-08T00:00:00,0,bad1300a-79ab-5c9a-9168-4e83252be5ba,0,ALWAYS,NULL,AUTOMATIC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
d2858c39-2698-5844-a53c-550457b98e46,2026-09-08T00:00:00,2026-09-08T00:00:00,0,79c212be-4781-5b70-8fb2-20979a37901b,0,ALWAYS,NULL,ATTACK_ROLL,MELEE,5,FIXED,5,NULL,NULL,NULL,NULL,NULL
f2943222-c2a4-59bf-ab6e-3b1e1dd1cbf2,2026-09-08T00:00:00,2026-09-08T00:00:00,0,25caa673-2bf5-54b8-858e-199ff175f212,0,ALWAYS,NULL,ATTACK_ROLL,RANGED,5,FIXED,NULL,30,90,NULL,NULL,NULL
70df8aab-539d-5b6b-b0f6-5f42ae386840,2026-09-08T00:00:00,2026-09-08T00:00:00,0,804e412d-a643-525b-974a-6502117c77d3,0,ALWAYS,NULL,AUTOMATIC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10e2e5c1-1b4c-5455-9496-35ccf75471e8,2026-09-08T00:00:00,2026-09-08T00:00:00,0,975e3804-a0bb-5d74-8d20-aa3508ab400a,0,ALWAYS,NULL,AUTOMATIC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
83a18362-f292-53ff-b2a0-5b9ffb6eaf2c,2026-09-08T00:00:00,2026-09-08T00:00:00,0,13f0fab1-e1a2-5a7b-8b88-36e0dd98be7e,0,ALWAYS,NULL,AUTOMATIC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
b53fcda7-48bc-5494-864e-9dcc8fb05036,2026-09-08T00:00:00,2026-09-08T00:00:00,0,f37d8af2-dbc0-52c9-9ec6-6053dd548d85,0,ALWAYS,NULL,AUTOMATIC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a3ceef5f-ea30-5e8e-afa8-cec1fd5cdab9,2026-09-08T00:00:00,2026-09-08T00:00:00,0,76f03eed-db50-5239-8178-f26d301592a5,0,ALWAYS,NULL,AUTOMATIC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
579752ee-4368-5b00-ae8f-c6caebf527d9,2026-09-08T00:00:00,2026-09-08T00:00:00,0,a4563f96-984a-5fa4-992b-92621dd24908,0,ALWAYS,NULL,ATTACK_ROLL,MELEE,6,FIXED,5,NULL,NULL,NULL,NULL,NULL
01dd5f2d-71e8-5983-a85d-01fca1d41741,2026-09-08T00:00:00,2026-09-08T00:00:00,0,1c34c955-5f51-5a37-befa-87486a5edce4,0,ALWAYS,NULL,ATTACK_ROLL,MELEE,6,FIXED,10,NULL,NULL,NULL,NULL,NULL
50b6e960-b4f8-5491-b05c-ed605c028428,2026-09-08T00:00:00,2026-09-08T00:00:00,0,191d6f01-de3e-53b4-bc70-26b4d1364928,0,ALWAYS,NULL,ATTACK_ROLL,RANGED,5,FIXED,NULL,NULL,NULL,NULL,NULL,NULL
10e3bcc9-31b5-5057-bb72-dc3cfce4dc84,2026-09-08T00:00:00,2026-09-08T00:00:00,0,e8cb55f7-5a34-5d0b-93d2-bcf4b30f9e7e,0,ALWAYS,NULL,ATTACK_ROLL,MELEE,5,FIXED,5,NULL,NULL,NULL,NULL,NULL
c76a83f9-e7a3-5ec0-8a1d-ab26aa1b9656,2026-09-08T00:00:00,2026-09-08T00:00:00,0,313a1e8e-bd06-574c-baa6-6cfb7653a01f,0,ALWAYS,NULL,SAVING_THROW,NULL,NULL,NULL,NULL,NULL,NULL,CONSTITUTION,12,FIXED
299d3ba9-f352-5cd0-93ec-4e70c0ed11cd,2026-09-08T00:00:00,2026-09-08T00:00:00,0,6e26fea9-29b9-5524-8a83-2f8b32b2cf44,0,ALWAYS,NULL,AUTOMATIC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
bc01697b-ca86-545c-9b86-12196a39b354,2026-09-08T00:00:00,2026-09-08T00:00:00,0,f55ddba2-fd5e-5543-a17c-9f5789a567c6,0,ALWAYS,NULL,AUTOMATIC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
e10e3a34-de71-560b-8827-7f2f3365de92,2026-09-08T00:00:00,2026-09-08T00:00:00,0,1c6749cf-314e-52e1-8faa-f8af5c2e86eb,0,ALWAYS,NULL,ATTACK_ROLL,MELEE,5,FIXED,5,NULL,NULL,NULL,NULL,NULL
cf1fa4bf-64dd-571e-9592-5d8367861f21,2026-09-08T00:00:00,2026-09-08T00:00:00,0,647fc75b-2fdf-5ff2-85a4-d85fc424a5e5,0,ALWAYS,NULL,ATTACK_ROLL,MELEE,5,FIXED,10,NULL,NULL,NULL,NULL,NULL
83a558f6-1971-5b83-8029-3434753407ae,2026-09-08T00:00:00,2026-09-08T00:00:00,0,647fc75b-2fdf-5ff2-85a4-d85fc424a5e5,1,ON_PREVIOUS_HIT,If the target is a creature and doesn't already have an infernal wound,SAVING_THROW,NULL,NULL,NULL,NULL,NULL,NULL,CONSTITUTION,12,FIXED
d6b5b4e3-87ed-507d-9d34-7bade2cc430d,2026-09-08T00:00:00,2026-09-08T00:00:00,0,85747b06-9697-5b5f-b3d5-95f4412b0f3c,0,ALWAYS,NULL,AUTOMATIC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
243864e5-87bb-50cf-87f2-8efe12aca9ac,2026-09-08T00:00:00,2026-09-08T00:00:00,0,1a0b7afb-e3a4-593a-b9e6-dbb1716de066,0,ALWAYS,NULL,ATTACK_ROLL,MELEE,10,FIXED,10,NULL,NULL,NULL,NULL,NULL
52d742c0-636e-585e-874c-97369b4b8fb3,2026-09-08T00:00:00,2026-09-08T00:00:00,0,77734d94-a46a-5c55-80c5-5129664a3bee,0,ALWAYS,NULL,SAVING_THROW,NULL,NULL,NULL,NULL,5,NULL,STRENGTH,18,FIXED
8d6b0d20-c0ad-5fe3-9994-027725abe225,2026-09-08T00:00:00,2026-09-08T00:00:00,0,60ac0d22-27f7-54c6-bd9c-7e5b38c14201,0,ALWAYS,NULL,SAVING_THROW,NULL,NULL,NULL,NULL,NULL,NULL,DEXTERITY,16,FIXED
e48ee6be-31d5-5bc9-9d35-693867056551,2026-09-08T00:00:00,2026-09-08T00:00:00,0,525f68a6-223a-5faa-b530-6a1f8ad484fe,0,ALWAYS,NULL,SAVING_THROW,NULL,NULL,NULL,NULL,NULL,NULL,DEXTERITY,18,FIXED
9e9ad7e7-83b0-5d91-81ca-626a563864a5,2026-09-08T00:00:00,2026-09-08T00:00:00,0,0baf390f-5f8f-5aa4-b377-0e8c8c93648a,0,ALWAYS,NULL,AUTOMATIC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3756fe93-7d69-5f27-9272-39b051b43874,2026-09-08T00:00:00,2026-09-08T00:00:00,0,38cd1e77-8d7c-5511-854e-a0ff2868a5b5,0,ALWAYS,NULL,ATTACK_ROLL,MELEE,5,FIXED,5,NULL,NULL,NULL,NULL,NULL
eea64e01-1c97-5666-a32a-cfa7311d565d,2026-09-08T00:00:00,2026-09-08T00:00:00,0,804b4d16-1d53-5f20-9ca9-6b47d0ab4a9c,0,ALWAYS,NULL,AUTOMATIC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
f197fc94-0092-589f-a7e7-14017fdcbc2e,2026-09-08T00:00:00,2026-09-08T00:00:00,0,8915d583-a11d-5149-ba9d-223eccfd850f,0,ALWAYS,NULL,AUTOMATIC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20a4f417-8031-54c3-9328-13c39d3afad8,2026-09-08T00:00:00,2026-09-08T00:00:00,0,518bb598-3610-5100-b658-de3147a81646,0,ALWAYS,NULL,ATTACK_ROLL,MELEE,4,FIXED,5,NULL,NULL,NULL,NULL,NULL
12945ced-a11a-5b91-bd09-2bc1f4f60dcd,2026-09-08T00:00:00,2026-09-08T00:00:00,0,69885f57-254e-5bf0-96b3-f13fdbd7102e,0,ALWAYS,NULL,SAVING_THROW,NULL,NULL,NULL,NULL,NULL,NULL,DEXTERITY,11,FIXED
b9d8658b-3106-568f-9044-4959b7c828ac,2026-09-08T00:00:00,2026-09-08T00:00:00,0,c3d7f03b-6ee1-5232-9223-b169a5a9d3ed,0,ALWAYS,NULL,AUTOMATIC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6393f836-93e2-5b59-9d82-b9b1f847b62a,2026-09-08T00:00:00,2026-09-08T00:00:00,0,80a11fc7-d6ea-54b5-be5b-d803b86a8e46,0,ALWAYS,NULL,AUTOMATIC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9fdde8c7-997a-5485-94f7-6c820a0efd6b,2026-09-08T00:00:00,2026-09-08T00:00:00,0,6305106a-a7c9-5d01-ad12-ee40dd35c92b,0,ALWAYS,NULL,ATTACK_ROLL,MELEE,7,FIXED,10,NULL,NULL,NULL,NULL,NULL
3faceae3-26aa-5a6c-a052-0695cce71b2f,2026-09-08T00:00:00,2026-09-08T00:00:00,0,f3f850aa-c127-578a-894b-a029c26d6a3c,0,ALWAYS,NULL,SAVING_THROW,NULL,NULL,NULL,NULL,NULL,NULL,DEXTERITY,14,FIXED
0a376272-e12b-5617-9836-3e45c296d75a,2026-09-08T00:00:00,2026-09-08T00:00:00,0,247574d5-6d21-5973-a1c4-081af26fcb28,0,ALWAYS,NULL,AUTOMATIC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
f71b283e-47a5-59a4-8f4b-2c7b4e3e0b12,2026-09-08T00:00:00,2026-09-08T00:00:00,0,86fc9810-e277-56ab-b0de-dcb9c79c900f,0,ALWAYS,NULL,AUTOMATIC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
bdbdf0c4-4442-574e-9e11-37a7301605ec,2026-09-08T00:00:00,2026-09-08T00:00:00,0,c0289d27-d5da-5bce-ba86-27562a0e7c51,0,ALWAYS,NULL,AUTOMATIC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
cc6f4f79-f90a-511f-ab52-254be4f5634f,2026-09-08T00:00:00,2026-09-08T00:00:00,0,4063062c-e0a3-5ae3-8014-a942e5bb97cb,0,ALWAYS,NULL,ATTACK_ROLL,MELEE,11,FIXED,10,NULL,NULL,NULL,NULL,NULL
7a8adbae-3882-5d4e-ace2-83c529630452,2026-09-08T00:00:00,2026-09-08T00:00:00,0,82fca83f-d2aa-54da-934c-f42cfec9239c,0,ALWAYS,NULL,SAVING_THROW,NULL,NULL,NULL,NULL,NULL,NULL,DEXTERITY,18,FIXED
389c5400-30da-5521-b64c-1b4efce55bb0,2026-09-08T00:00:00,2026-09-08T00:00:00,0,3c5464cb-26dc-5476-acf8-f496d2417a60,0,ALWAYS,NULL,AUTOMATIC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
89cd7611-6e76-59f5-86d0-d23dc63d909c,2026-09-08T00:00:00,2026-09-08T00:00:00,0,97e8d840-bdbb-56fd-a713-31c9bd7fac18,0,ALWAYS,NULL,SAVING_THROW,NULL,NULL,NULL,NULL,120,NULL,DEXTERITY,17,FIXED
c25ec123-9b98-51d8-9e23-7ea92aba6696,2026-09-08T00:00:00,2026-09-08T00:00:00,0,1fa9be13-557c-5740-88ad-042e180d7607,0,ALWAYS,NULL,AUTOMATIC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2fd98bb9-6a5c-5b56-a7ab-0f43805d1175,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d72fba5f-5d18-5839-a4de-820aea0c3467,0,ALWAYS,NULL,AUTOMATIC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
64b4ba9c-3463-5856-8626-4d129afa7733,2026-09-08T00:00:00,2026-09-08T00:00:00,0,888897f3-8fe6-526e-9b39-13e884df8059,0,ALWAYS,NULL,AUTOMATIC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
754dd1ad-0e80-5317-83da-015fdbdbeb08,2026-09-08T00:00:00,2026-09-08T00:00:00,0,a7e9a5e0-8ba5-59d0-a632-0057bfa82df2,0,ALWAYS,NULL,AUTOMATIC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ca2894a5-d429-54d7-a8e0-bfac0995f721,2026-09-08T00:00:00,2026-09-08T00:00:00,0,e4f7e9a4-8667-508f-8c93-930f9ac685e4,0,ALWAYS,NULL,AUTOMATIC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
e2f5496f-20e3-53f0-a13d-5548c619402f,2026-09-08T00:00:00,2026-09-08T00:00:00,0,221d782a-e113-5447-87e4-afce78b383a7,0,ALWAYS,NULL,ATTACK_ROLL,MELEE,15,FIXED,15,NULL,NULL,NULL,NULL,NULL
f7469758-b8d5-5937-9cfc-b5589e199a53,2026-09-08T00:00:00,2026-09-08T00:00:00,0,58b5b76a-a4b7-5cd7-b095-83f07a4f61d9,0,ALWAYS,NULL,SAVING_THROW,NULL,NULL,NULL,NULL,NULL,NULL,DEXTERITY,22,FIXED
4df6643d-aa0a-57d8-9b6f-978bcf2884f3,2026-09-08T00:00:00,2026-09-08T00:00:00,0,a275d403-ea80-5634-82ad-16b92b16e9d4,0,ALWAYS,NULL,AUTOMATIC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38ed48d2-4baf-556c-9c1b-552cde261963,2026-09-08T00:00:00,2026-09-08T00:00:00,0,8ab0224e-ddb0-5f77-b748-5ec68902446b,0,ALWAYS,NULL,SAVING_THROW,NULL,NULL,NULL,NULL,120,NULL,DEXTERITY,21,FIXED
d184140d-f53f-59b6-8334-6beee5596a0e,2026-09-08T00:00:00,2026-09-08T00:00:00,0,e8211ed7-a1c3-53f0-bc79-45fc98c1402d,0,ALWAYS,NULL,AUTOMATIC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c249fec1-bfb1-5c16-b4ac-0e30b0aa50d2,2026-09-08T00:00:00,2026-09-08T00:00:00,0,2d0f65a0-8ec7-5bb8-9d34-a3b8e9a50753,0,ALWAYS,NULL,AUTOMATIC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ab12a40b-4c45-57b1-80e6-45b0dc96cb55,2026-09-08T00:00:00,2026-09-08T00:00:00,0,16b37202-2af3-502b-af51-5a3b4761d29e,0,ALWAYS,NULL,AUTOMATIC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
f0a10552-c90f-5549-b172-81b0933de5a3,2026-09-08T00:00:00,2026-09-08T00:00:00,0,c2b18f32-6167-55ca-b520-8760289e6f6d,0,ALWAYS,NULL,AUTOMATIC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
446aae4a-01f4-5503-901f-ae120b099859,2026-09-08T00:00:00,2026-09-08T00:00:00,0,e65905b1-761e-55a4-af2b-5ec6062de0e3,0,ALWAYS,NULL,AUTOMATIC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
999bf0f0-ad1e-506f-9d06-e22b2792a0a6,2026-09-08T00:00:00,2026-09-08T00:00:00,0,f24ce56b-306a-5497-9e40-e356361c3b76,0,ALWAYS,NULL,ATTACK_ROLL,MELEE,5,FIXED,10,NULL,NULL,NULL,NULL,NULL
