id,created_at,updated_at,version,vocation_id,level,proficiency_bonus,feature_summary,cantrips_known,prepared_spells
6e7dc327-a056-53d8-8d78-2cc877b9ddd5,2026-09-08T00:00:00,2026-09-08T00:00:00,0,9f6a6acf-2d56-5990-9e11-65ad14cc0724,18,6,Indomitable Might,NULL,NULL
04391b88-52bb-55bd-8fa6-419248c409c1,2026-09-08T00:00:00,2026-09-08T00:00:00,0,9f6a6acf-2d56-5990-9e11-65ad14cc0724,19,6,Epic Boon,NULL,NULL
cbdd986c-490b-5e10-8180-b5e83f0dcc42,2026-09-08T00:00:00,2026-09-08T00:00:00,0,9f6a6acf-2d56-5990-9e11-65ad14cc0724,20,6,Primal Champion,NULL,NULL
eb39c678-1da1-5e8c-a2aa-c4da3b5e1843,2026-09-08T00:00:00,2026-09-08T00:00:00,0,3dbe561c-5bcb-5d63-9d45-b138153ed9d7,1,2,"Bardic Inspiration, Spellcasting",2,4
a0bedbb9-077d-56db-8826-0029319d5aae,2026-09-08T00:00:00,2026-09-08T00:00:00,0,3dbe561c-5bcb-5d63-9d45-b138153ed9d7,2,2,"Expertise, Jack of All Trades",2,5
6571c017-16f6-591d-ab3d-5d56f9447ccc,2026-09-08T00:00:00,2026-09-08T00:00:00,0,3dbe561c-5bcb-5d63-9d45-b138153ed9d7,3,2,Bard Subclass,2,6
3ab7fb39-f884-5355-8e88-34994e0c7a26,2026-09-08T00:00:00,2026-09-08T00:00:00,0,3dbe561c-5bcb-5d63-9d45-b138153ed9d7,4,2,Ability Score Improvement,3,7
9901b34e-d17c-5997-bf0c-fedab7532411,2026-09-08T00:00:00,2026-09-08T00:00:00,0,3dbe561c-5bcb-5d63-9d45-b138153ed9d7,5,3,Font of Inspiration,3,9
cb6ee7eb-1757-5803-88ff-25497e6d9dcf,2026-09-08T00:00:00,2026-09-08T00:00:00,0,3dbe561c-5bcb-5d63-9d45-b138153ed9d7,6,3,Subclass feature,3,10
56a3aa32-e1c9-58ec-ad58-cde5944d1d5c,2026-09-08T00:00:00,2026-09-08T00:00:00,0,3dbe561c-5bcb-5d63-9d45-b138153ed9d7,7,3,Countercharm,3,11
f635f5df-0d67-52dd-bc29-480a65375b87,2026-09-08T00:00:00,2026-09-08T00:00:00,0,3dbe561c-5bcb-5d63-9d45-b138153ed9d7,8,3,Ability Score Improvement,3,12
c2e1bdb4-863b-5379-a36e-e55f2e355f7b,2026-09-08T00:00:00,2026-09-08T00:00:00,0,3dbe561c-5bcb-5d63-9d45-b138153ed9d7,9,4,Expertise,3,14
703f9b13-582c-5f50-907f-d2121456c818,2026-09-08T00:00:00,2026-09-08T00:00:00,0,3dbe561c-5bcb-5d63-9d45-b138153ed9d7,10,4,Magical Secrets,4,15
52381576-54f3-5c95-bfe6-dd94a1e92b7c,2026-09-08T00:00:00,2026-09-08T00:00:00,0,3dbe561c-5bcb-5d63-9d45-b138153ed9d7,11,4,—,4,16
cfa61772-6a64-54ac-85e0-dbcb27b6a6ef,2026-09-08T00:00:00,2026-09-08T00:00:00,0,3dbe561c-5bcb-5d63-9d45-b138153ed9d7,12,4,Ability Score Improvement,4,16
bc4f2575-b592-552c-b0eb-0e65174788ca,2026-09-08T00:00:00,2026-09-08T00:00:00,0,3dbe561c-5bcb-5d63-9d45-b138153ed9d7,13,5,—,4,17
bc72b009-b21d-5498-ae61-d20c67900b5e,2026-09-08T00:00:00,2026-09-08T00:00:00,0,3dbe561c-5bcb-5d63-9d45-b138153ed9d7,14,5,Subclass feature,4,17
5b97f45d-8d2f-5163-aae3-06426d21139f,2026-09-08T00:00:00,2026-09-08T00:00:00,0,3dbe561c-5bcb-5d63-9d45-b138153ed9d7,15,5,—,4,18
0861faeb-71e5-5801-8f60-c58b2dab6cac,2026-09-08T00:00:00,2026-09-08T00:00:00,0,3dbe561c-5bcb-5d63-9d45-b138153ed9d7,16,5,Ability Score Improvement,4,18
25c6189d-c2e6-501a-9fb1-fc1724905e3f,2026-09-08T00:00:00,2026-09-08T00:00:00,0,3dbe561c-5bcb-5d63-9d45-b138153ed9d7,17,6,—,4,19
fbb666d2-58f1-563f-98fa-8a9f50550d84,2026-09-08T00:00:00,2026-09-08T00:00:00,0,3dbe561c-5bcb-5d63-9d45-b138153ed9d7,18,6,Superior Inspiration,4,20
c03dba2c-8001-547d-bf33-dfa5004668d6,2026-09-08T00:00:00,2026-09-08T00:00:00,0,3dbe561c-5bcb-5d63-9d45-b138153ed9d7,19,6,Epic Boon,4,21
0f9aabab-ad06-5728-9848-b650fdad3211,2026-09-08T00:00:00,2026-09-08T00:00:00,0,3dbe561c-5bcb-5d63-9d45-b138153ed9d7,20,6,Words of Creation,4,22
6ed82a13-3abe-51bc-877c-0c1b4ece4dcf,2026-09-08T00:00:00,2026-09-08T00:00:00,0,5a766548-3c4f-5273-89ee-11a90d1e7ce1,1,2,"Spellcasting, Divine Order",3,4
7aa7e251-4fe3-5cb6-b7f3-deb2399df611,2026-09-08T00:00:00,2026-09-08T00:00:00,0,5a766548-3c4f-5273-89ee-11a90d1e7ce1,2,2,Channel Divinity,3,5
74dc0bb0-db34-5436-a0ab-818488e79bf7,2026-09-08T00:00:00,2026-09-08T00:00:00,0,5a766548-3c4f-5273-89ee-11a90d1e7ce1,3,2,Cleric Subclass,3,6
438e2436-0acb-5e1e-9d16-890dbafb9a59,2026-09-08T00:00:00,2026-09-08T00:00:00,0,5a766548-3c4f-5273-89ee-11a90d1e7ce1,4,2,Ability Score Improvement,4,7
75a54f1d-195a-5cf0-a216-28d2631479de,2026-09-08T00:00:00,2026-09-08T00:00:00,0,5a766548-3c4f-5273-89ee-11a90d1e7ce1,5,3,Sear Undead,4,9
aa773698-5e9b-5e23-aaf6-ea18fa5831a4,2026-09-08T00:00:00,2026-09-08T00:00:00,0,5a766548-3c4f-5273-89ee-11a90d1e7ce1,6,3,Subclass feature,4,10
59c994eb-fd3b-5dbf-8f38-8cd08d1c35cb,2026-09-08T00:00:00,2026-09-08T00:00:00,0,5a766548-3c4f-5273-89ee-11a90d1e7ce1,7,3,Blessed Strikes,4,11
9536335a-ebe8-567a-adf9-cb1ae2f9da8b,2026-09-08T00:00:00,2026-09-08T00:00:00,0,5a766548-3c4f-5273-89ee-11a90d1e7ce1,8,3,Ability Score Improvement,4,12
4d592cb4-c32b-52ae-bb24-bc973b691a1d,2026-09-08T00:00:00,2026-09-08T00:00:00,0,5a766548-3c4f-5273-89ee-11a90d1e7ce1,9,4,—,4,14
057d9593-c218-5482-ac9f-452c301e52bb,2026-09-08T00:00:00,2026-09-08T00:00:00,0,5a766548-3c4f-5273-89ee-11a90d1e7ce1,10,4,Divine Intervention,5,15
eeab5684-d859-559a-856f-ca9d526cc197,2026-09-08T00:00:00,2026-09-08T00:00:00,0,5a766548-3c4f-5273-89ee-11a90d1e7ce1,11,4,—,5,16
9ffbbab9-9bd6-5b43-ad32-339545b281a5,2026-09-08T00:00:00,2026-09-08T00:00:00,0,5a766548-3c4f-5273-89ee-11a90d1e7ce1,12,4,Ability Score Improvement,5,16
ee4556d6-34a6-5afd-887a-abcbe8bb40b1,2026-09-08T00:00:00,2026-09-08T00:00:00,0,5a766548-3c4f-5273-89ee-11a90d1e7ce1,13,5,—,5,17
3c214a13-d53d-5cea-8617-9fe61abfece2,2026-09-08T00:00:00,2026-09-08T00:00:00,0,5a766548-3c4f-5273-89ee-11a90d1e7ce1,14,5,Improved Blessed Strikes,5,17
a4ad2c3e-b21b-5443-b738-51e71502f272,2026-09-08T00:00:00,2026-09-08T00:00:00,0,5a766548-3c4f-5273-89ee-11a90d1e7ce1,15,5,—,5,18
d43d11eb-9650-5d57-8e8c-016a5e5a5cc0,2026-09-08T00:00:00,2026-09-08T00:00:00,0,5a766548-3c4f-5273-89ee-11a90d1e7ce1,16,5,Ability Score Improvement,5,18
e4099e40-84e5-514d-9b44-593bd229def5,2026-09-08T00:00:00,2026-09-08T00:00:00,0,5a766548-3c4f-5273-89ee-11a90d1e7ce1,17,6,Subclass feature,5,19
f644e23c-e01c-575a-ac99-f6fa352625d3,2026-09-08T00:00:00,2026-09-08T00:00:00,0,5a766548-3c4f-5273-89ee-11a90d1e7ce1,18,6,—,5,20
c35caab7-2c95-592b-8d7c-ba0ad24fa335,2026-09-08T00:00:00,2026-09-08T00:00:00,0,5a766548-3c4f-5273-89ee-11a90d1e7ce1,19,6,Epic Boon,5,21
a7bc1aa9-7644-5f72-8897-228b3f5362c8,2026-09-08T00:00:00,2026-09-08T00:00:00,0,5a766548-3c4f-5273-89ee-11a90d1e7ce1,20,6,Greater Divine Intervention,5,22
0dd85643-57f4-59f2-afdb-6f54c18feecf,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d328bebd-d404-53ab-a8e1-30020cfac6e6,1,2,"Spellcasting, Druidic, Primal Order",2,4
1dd332ec-6e4a-50c4-b0ff-f0421f5b48bf,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d328bebd-d404-53ab-a8e1-30020cfac6e6,2,2,"Wild Shape, Wild Companion",2,5
82717577-dee8-5ea6-8f1b-436e27c7b6c4,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d328bebd-d404-53ab-a8e1-30020cfac6e6,3,2,Druid Subclass,2,6
cde1aa54-7fc8-5198-b6ea-d90de4de102f,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d328bebd-d404-53ab-a8e1-30020cfac6e6,4,2,Ability Score Improvement,3,7
1ec1b791-b21a-5a77-8691-0d2a2c43ca7c,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d328bebd-d404-53ab-a8e1-30020cfac6e6,5,3,Wild Resurgence,3,9
f5b8d59a-7a1f-543f-aec6-95b31ca7a101,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d328bebd-d404-53ab-a8e1-30020cfac6e6,6,3,Subclass feature,3,10
8e71e368-d223-5f62-ba28-82bbb78f020d,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d328bebd-d404-53ab-a8e1-30020cfac6e6,7,3,Elemental Fury,3,11
76834106-ae8e-5c15-bad6-3cd86ee612b0,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d328bebd-d404-53ab-a8e1-30020cfac6e6,8,3,Ability Score Improvement,3,12
4415c846-97d5-5a75-8ec3-e9f4ccff3782,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d328bebd-d404-53ab-a8e1-30020cfac6e6,9,4,—,3,14
b4cb7c81-ced3-5484-8185-190e3cef7c80,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d328bebd-d404-53ab-a8e1-30020cfac6e6,10,4,Subclass feature,4,15
7b4e4ce4-8b65-5c16-b6d7-75b90277b494,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d328bebd-d404-53ab-a8e1-30020cfac6e6,11,4,—,4,16
4608c87d-ca7b-5d3b-b0be-d286bd40e673,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d328bebd-d404-53ab-a8e1-30020cfac6e6,12,4,Ability Score Improvement,4,16
66a9b9a1-8bb5-546c-bae2-ec978e0496f3,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d328bebd-d404-53ab-a8e1-30020cfac6e6,13,5,—,4,17
03fcd124-f7f1-5589-b9dd-aa9ba4752c67,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d328bebd-d404-53ab-a8e1-30020cfac6e6,14,5,Subclass feature,4,17
1ad3dde9-0cf9-53a6-836c-f1a1d4d1f0dd,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d328bebd-d404-53ab-a8e1-30020cfac6e6,15,5,Improved Elemental Fury,4,18
fe6b2c02-9c45-5617-a281-aac0075c4fc6,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d328bebd-d404-53ab-a8e1-30020cfac6e6,16,5,Ability Score Improvement,4,18
b4592be4-5f99-58d8-a9d3-f642dcca50b2,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d328bebd-d404-53ab-a8e1-30020cfac6e6,17,6,—,4,19
5a0435b8-4ca6-5325-a335-5de3a17dcc0f,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d328bebd-d404-53ab-a8e1-30020cfac6e6,18,6,Beast Spells,4,20
975cd75c-d746-5836-bb3a-d88f1673be2b,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d328bebd-d404-53ab-a8e1-30020cfac6e6,19,6,Epic Boon,4,21
4992e6ef-505e-59ab-a69f-ea21e71c19ba,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d328bebd-d404-53ab-a8e1-30020cfac6e6,20,6,Archdruid,4,22
d2e65c4a-c1ed-5809-be47-dff841d72c81,2026-09-08T00:00:00,2026-09-08T00:00:00,0,b3a53882-ce37-5c3f-b5eb-8498bf6fe14a,1,2,"Fighting Style, Second Wind, Weapon Mastery",NULL,NULL
bd52d149-f218-58a1-b52c-664b988bd5f9,2026-09-08T00:00:00,2026-09-08T00:00:00,0,b3a53882-ce37-5c3f-b5eb-8498bf6fe14a,2,2,"Action Surge (one use), Tactical Mind",NULL,NULL
37104b5b-24b0-571f-9927-9103ed8f2380,2026-09-08T00:00:00,2026-09-08T00:00:00,0,b3a53882-ce37-5c3f-b5eb-8498bf6fe14a,3,2,Fighter Subclass,NULL,NULL
018e878c-1c36-5178-97b4-5d22db7d970f,2026-09-08T00:00:00,2026-09-08T00:00:00,0,b3a53882-ce37-5c3f-b5eb-8498bf6fe14a,4,2,Ability Score Improvement,NULL,NULL
5edc1d7d-636b-5c83-89c9-48f942765df5,2026-09-08T00:00:00,2026-09-08T00:00:00,0,b3a53882-ce37-5c3f-b5eb-8498bf6fe14a,5,3,"Extra Attack, Tactical Shift",NULL,NULL
f0b3d33f-9226-5267-9aca-3942150450ed,2026-09-08T00:00:00,2026-09-08T00:00:00,0,b3a53882-ce37-5c3f-b5eb-8498bf6fe14a,6,3,Ability Score Improvement,NULL,NULL
0524e27a-e1ec-5a2d-a667-993f230ae2aa,2026-09-08T00:00:00,2026-09-08T00:00:00,0,b3a53882-ce37-5c3f-b5eb-8498bf6fe14a,7,3,Subclass feature,NULL,NULL
cecd2ca1-3548-5b86-8dcf-e47c88d47a47,2026-09-08T00:00:00,2026-09-08T00:00:00,0,b3a53882-ce37-5c3f-b5eb-8498bf6fe14a,8,3,Ability Score Improvement,NULL,NULL
74a665fc-2de9-5f50-af33-5c940903c4ce,2026-09-08T00:00:00,2026-09-08T00:00:00,0,b3a53882-ce37-5c3f-b5eb-8498bf6fe14a,9,4,"Indomitable (one use), Tactical Master",NULL,NULL
929ae5a3-42ad-57d2-866e-ab0d5a2cc4cc,2026-09-08T00:00:00,2026-09-08T00:00:00,0,b3a53882-ce37-5c3f-b5eb-8498bf6fe14a,10,4,Subclass feature,NULL,NULL
2f61ba3f-ab0a-57d4-94fb-f87fda88c2d4,2026-09-08T00:00:00,2026-09-08T00:00:00,0,b3a53882-ce37-5c3f-b5eb-8498bf6fe14a,11,4,Two Extra Attacks,NULL,NULL
0a5171fb-ceaf-5068-8e3e-cf75fddfdec8,2026-09-08T00:00:00,2026-09-08T00:00:00,0,b3a53882-ce37-5c3f-b5eb-8498bf6fe14a,12,4,Ability Score Improvement,NULL,NULL
d2f0b404-2180-5496-bf51-9f97ad5752b2,2026-09-08T00:00:00,2026-09-08T00:00:00,0,b3a53882-ce37-5c3f-b5eb-8498bf6fe14a,13,5,"Indomitable (two uses), Studied Attacks",NULL,NULL
216960a5-3481-530b-aaf6-ddafc212be40,2026-09-08T00:00:00,2026-09-08T00:00:00,0,b3a53882-ce37-5c3f-b5eb-8498bf6fe14a,14,5,Ability Score Improvement,NULL,NULL
a013fdc3-0bc5-5da3-bdc9-a7d324107d5c,2026-09-08T00:00:00,2026-09-08T00:00:00,0,b3a53882-ce37-5c3f-b5eb-8498bf6fe14a,15,5,Subclass feature,NULL,NULL
53a9bf1b-89f6-5af9-a797-5fbb1d115570,2026-09-08T00:00:00,2026-09-08T00:00:00,0,b3a53882-ce37-5c3f-b5eb-8498bf6fe14a,16,5,Ability Score Improvement,NULL,NULL
4d388a62-4bdc-5827-ac42-e79d35d0cf04,2026-09-08T00:00:00,2026-09-08T00:00:00,0,b3a53882-ce37-5c3f-b5eb-8498bf6fe14a,17,6,"Action Surge (two uses), Indomitable (three uses)",NULL,NULL
19993d0f-f456-5be8-a73c-b541acc3f6e7,2026-09-08T00:00:00,2026-09-08T00:00:00,0,b3a53882-ce37-5c3f-b5eb-8498bf6fe14a,18,6,Subclass feature,NULL,NULL
34208fe9-6060-5a9d-aadf-38e05ee1b9bd,2026-09-08T00:00:00,2026-09-08T00:00:00,0,b3a53882-ce37-5c3f-b5eb-8498bf6fe14a,19,6,Epic Boon,NULL,NULL
544118a0-b2d3-5617-8272-538bfc2b0ffc,2026-09-08T00:00:00,2026-09-08T00:00:00,0,b3a53882-ce37-5c3f-b5eb-8498bf6fe14a,20,6,Three Extra Attacks,NULL,NULL
ac8294f3-bf14-5175-80aa-5e7c508df3f2,2026-09-08T00:00:00,2026-09-08T00:00:00,0,29f83bd3-fe5f-5fa3-889f-c685c82ea177,1,2,"Martial Arts, Unarmored Defense",NULL,NULL
516d7f1b-ad79-54f8-b366-acf3db34e523,2026-09-08T00:00:00,2026-09-08T00:00:00,0,29f83bd3-fe5f-5fa3-889f-c685c82ea177,2,2,"Monk's Focus, Unarmored Movement, Uncanny Metabolism",NULL,NULL
136cee78-0af9-5ca9-b6c1-8ac07283271e,2026-09-08T00:00:00,2026-09-08T00:00:00,0,29f83bd3-fe5f-5fa3-889f-c685c82ea177,3,2,"Deflect Attacks, Monk Subclass",NULL,NULL
042c4ece-4250-58d5-ac26-984444c7c176,2026-09-08T00:00:00,2026-09-08T00:00:00,0,29f83bd3-fe5f-5fa3-889f-c685c82ea177,4,2,"Ability Score Improvement, Slow Fall",NULL,NULL
c42fe27e-8717-50de-b519-dd6d928a2a67,2026-09-08T00:00:00,2026-09-08T00:00:00,0,29f83bd3-fe5f-5fa3-889f-c685c82ea177,5,3,"Extra Attack, Stunning Strike",NULL,NULL
cf8de3a6-71ae-55c8-a9cd-0980e913817b,2026-09-08T00:00:00,2026-09-08T00:00:00,0,29f83bd3-fe5f-5fa3-889f-c685c82ea177,6,3,"Empowered Strikes, Subclass feature",NULL,NULL
9d4f35b1-9a5e-500d-b050-c376fd8ee6f4,2026-09-08T00:00:00,2026-09-08T00:00:00,0,29f83bd3-fe5f-5fa3-889f-c685c82ea177,7,3,Evasion,NULL,NULL
1c52afd8-0001-510f-a88f-db61ab98669d,2026-09-08T00:00:00,2026-09-08T00:00:00,0,29f83bd3-fe5f-5fa3-889f-c685c82ea177,8,3,Ability Score Improvement,NULL,NULL
f4c13377-37f1-55e9-877f-0aed7c34f063,2026-09-08T00:00:00,2026-09-08T00:00:00,0,29f83bd3-fe5f-5fa3-889f-c685c82ea177,9,4,Acrobatic Movement,NULL,NULL
62dbc502-6967-5f6d-871a-21245aa2f567,2026-09-08T00:00:00,2026-09-08T00:00:00,0,29f83bd3-fe5f-5fa3-889f-c685c82ea177,10,4,"Heightened Focus, Self-Restoration",NULL,NULL
e57aea1d-2a06-52ba-92b6-69ec17d7713a,2026-09-08T00:00:00,2026-09-08T00:00:00,0,29f83bd3-fe5f-5fa3-889f-c685c82ea177,11,4,Subclass feature,NULL,NULL
a6d94ef9-c527-57c5-8e1f-4a7042996819,2026-09-08T00:00:00,2026-09-08T00:00:00,0,29f83bd3-fe5f-5fa3-889f-c685c82ea177,12,4,Ability Score Improvement,NULL,NULL
31060545-d888-5486-948c-241182a1850f,2026-09-08T00:00:00,2026-09-08T00:00:00,0,29f83bd3-fe5f-5fa3-889f-c685c82ea177,13,5,Deflect Energy,NULL,NULL
1ea5470c-7c59-55c5-955d-a067824445be,2026-09-08T00:00:00,2026-09-08T00:00:00,0,29f83bd3-fe5f-5fa3-889f-c685c82ea177,14,5,Disciplined Survivor,NULL,NULL
5914230b-a03d-51a9-afeb-62e202a3c65d,2026-09-08T00:00:00,2026-09-08T00:00:00,0,29f83bd3-fe5f-5fa3-889f-c685c82ea177,15,5,Perfect Focus,NULL,NULL
1befcffd-33af-51d5-8857-52f06415ef8e,2026-09-08T00:00:00,2026-09-08T00:00:00,0,29f83bd3-fe5f-5fa3-889f-c685c82ea177,16,5,Ability Score Improvement,NULL,NULL
4658ce8f-e847-57e7-b236-98c5d520a0a9,2026-09-08T00:00:00,2026-09-08T00:00:00,0,29f83bd3-fe5f-5fa3-889f-c685c82ea177,17,6,Subclass feature,NULL,NULL
cba2c5ab-76ec-5442-b5e7-99f5827c5390,2026-09-08T00:00:00,2026-09-08T00:00:00,0,29f83bd3-fe5f-5fa3-889f-c685c82ea177,18,6,Superior Defense,NULL,NULL
9d1622eb-c887-55c0-a7bc-969023749021,2026-09-08T00:00:00,2026-09-08T00:00:00,0,29f83bd3-fe5f-5fa3-889f-c685c82ea177,19,6,Epic Boon,NULL,NULL
1a2b1541-0012-5a0d-b735-d51bde44a577,2026-09-08T00:00:00,2026-09-08T00:00:00,0,29f83bd3-fe5f-5fa3-889f-c685c82ea177,20,6,Body and Mind,NULL,NULL
827385ae-314e-58ff-9c46-60ad9e1ba263,2026-09-08T00:00:00,2026-09-08T00:00:00,0,eeb719a0-134e-5484-837c-c2ca360facaf,1,2,"Lay On Hands, Spellcasting, Weapon Mastery",NULL,2
784bc568-c77f-53b7-9556-2f433ebf7221,2026-09-08T00:00:00,2026-09-08T00:00:00,0,eeb719a0-134e-5484-837c-c2ca360facaf,2,2,"Fighting Style, Paladin's Smite",NULL,3
d20c2427-4c34-5832-b5f7-74754b43d3ac,2026-09-08T00:00:00,2026-09-08T00:00:00,0,eeb719a0-134e-5484-837c-c2ca360facaf,3,2,"Channel Divinity, Paladin Subclass",NULL,4
8a7461ea-0673-5bb9-b48e-7bc8073c803a,2026-09-08T00:00:00,2026-09-08T00:00:00,0,eeb719a0-134e-5484-837c-c2ca360facaf,4,2,Ability Score Improvement,NULL,5
2dbf5c9d-8c92-5145-8e80-32c16c6fdf7f,2026-09-08T00:00:00,2026-09-08T00:00:00,0,eeb719a0-134e-5484-837c-c2ca360facaf,5,3,"Extra Attack, Faithful Steed",NULL,6
cf5af0d5-2fdb-5fdc-bf50-674efbed0d9f,2026-09-08T00:00:00,2026-09-08T00:00:00,0,eeb719a0-134e-5484-837c-c2ca360facaf,6,3,Aura of Protection,NULL,6
8f8aae77-afe8-549f-a21e-4662a3d90489,2026-09-08T00:00:00,2026-09-08T00:00:00,0,eeb719a0-134e-5484-837c-c2ca360facaf,7,3,Subclass feature,NULL,7
4b2329df-3f76-5140-a80c-2ab22ce3c8a2,2026-09-08T00:00:00,2026-09-08T00:00:00,0,eeb719a0-134e-5484-837c-c2ca360facaf,8,3,Ability Score Improvement,NULL,7
bb8dab8a-6045-50ce-b036-41d11ea2d0e5,2026-09-08T00:00:00,2026-09-08T00:00:00,0,eeb719a0-134e-5484-837c-c2ca360facaf,9,4,Abjure Foes,NULL,9
173f8d37-2ebd-551b-8445-9bdc48095ba0,2026-09-08T00:00:00,2026-09-08T00:00:00,0,eeb719a0-134e-5484-837c-c2ca360facaf,10,4,Aura of Courage,NULL,9
83945dd1-acca-576d-a831-32d4ca93b113,2026-09-08T00:00:00,2026-09-08T00:00:00,0,eeb719a0-134e-5484-837c-c2ca360facaf,11,4,Radiant Strikes,NULL,10
3280f903-0736-56db-b32a-db2729feedb4,2026-09-08T00:00:00,2026-09-08T00:00:00,0,eeb719a0-134e-5484-837c-c2ca360facaf,12,4,Ability Score Improvement,NULL,10
f5bc04a6-1bd1-5a2b-bdf8-51c687bd4d81,2026-09-08T00:00:00,2026-09-08T00:00:00,0,eeb719a0-134e-5484-837c-c2ca360facaf,13,5,—,NULL,11
5b391856-c2b4-5130-863e-29de8303417c,2026-09-08T00:00:00,2026-09-08T00:00:00,0,eeb719a0-134e-5484-837c-c2ca360facaf,14,5,Restoring Touch,NULL,11
