item_id,base_item_id
074610c7-1055-5b29-95de-7dd89dabd0e3,be8123f0-e90e-50a2-ac6b-8921e66fac5c
074610c7-1055-5b29-95de-7dd89dabd0e3,b5c05f13-24d2-54a5-af83-8aca0f8a6c06
074610c7-1055-5b29-95de-7dd89dabd0e3,a0f59cfe-f110-5e2a-a029-416d89e13544
074610c7-1055-5b29-95de-7dd89dabd0e3,92ef8e60-7c43-5048-b972-aefbe8108359
074610c7-1055-5b29-95de-7dd89dabd0e3,d8f3c826-aa8a-5ee2-bff5-f3451582c3ea
074610c7-1055-5b29-95de-7dd89dabd0e3,41a8ff95-1707-56ef-b60c-136353fb09e6
074610c7-1055-5b29-95de-7dd89dabd0e3,1f2b5e74-a5ab-5ba0-8832-862e01e69fee
f4ac181f-565c-55d8-ae10-47841400b73d,644f69b6-2f91-58dc-b51b-7cee3eb08ce9
66d1806f-979f-523d-a78f-d51dcee194f7,644f69b6-2f91-58dc-b51b-7cee3eb08ce9
22b780be-01ed-5238-9e2b-d637a430b011,644f69b6-2f91-58dc-b51b-7cee3eb08ce9
22786135-8a32-5c68-ac68-251f0707c919,12528311-107f-58bf-b8d1-8055dfa9c034
22786135-8a32-5c68-ac68-251f0707c919,4dd506f2-3279-547d-ac5f-a6e959049f41
3f1404b8-7250-516c-a142-65e249980352,7a6794d9-0c44-579b-8574-812f02dd07bc
3f1404b8-7250-516c-a142-65e249980352,373b2869-467b-5cbc-a332-a9ab780f1fd6
585d7837-7137-50ae-a468-9b83263246df,d8f3c826-aa8a-5ee2-bff5-f3451582c3ea
8387ca99-5a65-58bc-992e-876ddfe1cd12,64280b79-420c-5c3b-91be-b299013be532
ac1145fc-0d36-50f4-8a2a-7ab6c45209b8,64280b79-420c-5c3b-91be-b299013be532
1b269699-7365-5467-afda-95483fb9b0e3,64280b79-420c-5c3b-91be-b299013be532
9385d8e9-b469-5352-9177-90d047e787e0,64280b79-420c-5c3b-91be-b299013be532
420bf0ef-2653-583d-9e41-c2538b767aee,64280b79-420c-5c3b-91be-b299013be532
d4cf5cac-b0de-52ae-91d3-980e9c4255a2,a0f59cfe-f110-5e2a-a029-416d89e13544
cd95dfa7-7c74-52e4-836d-f1a6c11069a4,be8123f0-e90e-50a2-ac6b-8921e66fac5c
cd95dfa7-7c74-52e4-836d-f1a6c11069a4,b5c05f13-24d2-54a5-af83-8aca0f8a6c06
cd95dfa7-7c74-52e4-836d-f1a6c11069a4,a0f59cfe-f110-5e2a-a029-416d89e13544
cd95dfa7-7c74-52e4-836d-f1a6c11069a4,92ef8e60-7c43-5048-b972-aefbe8108359
cd95dfa7-7c74-52e4-836d-f1a6c11069a4,d8f3c826-aa8a-5ee2-bff5-f3451582c3ea
cd95dfa7-7c74-52e4-836d-f1a6c11069a4,1f2b5e74-a5ab-5ba0-8832-862e01e69fee
327cac0c-c0e3-5877-933e-86e70ef8729b,be8123f0-e90e-50a2-ac6b-8921e66fac5c
327cac0c-c0e3-5877-933e-86e70ef8729b,b5c05f13-24d2-54a5-af83-8aca0f8a6c06
327cac0c-c0e3-5877-933e-86e70ef8729b,a0f59cfe-f110-5e2a-a029-416d89e13544
327cac0c-c0e3-5877-933e-86e70ef8729b,d8f3c826-aa8a-5ee2-bff5-f3451582c3ea
6fb8fd2f-7cf6-559c-92a4-52fef582221d,be8123f0-e90e-50a2-ac6b-8921e66fac5c
6fb8fd2f-7cf6-559c-92a4-52fef582221d,b5c05f13-24d2-54a5-af83-8aca0f8a6c06
6fb8fd2f-7cf6-559c-92a4-52fef582221d,a0f59cfe-f110-5e2a-a029-416d89e13544
6fb8fd2f-7cf6-559c-92a4-52fef582221d,92ef8e60-7c43-5048-b972-aefbe8108359
6fb8fd2f-7cf6-559c-92a4-52fef582221d,d8f3c826-aa8a-5ee2-bff5-f3451582c3ea
6fb8fd2f-7cf6-559c-92a4-52fef582221d,1f2b5e74-a5ab-5ba0-8832-862e01e69fee
f250f29e-ce58-5e12-bc28-e1a91a6e7bc5,e9c509af-c798-5af6-8a88-4f28e77de06f
625e89d3-6a8c-5718-ae04-74aa5deadaae,90ae4214-ae62-5f74-a086-f2e4460f670e
3a0330de-a041-5abf-81a4-60ddaf869e8d,be8123f0-e90e-50a2-ac6b-8921e66fac5c
3a0330de-a041-5abf-81a4-60ddaf869e8d,b5c05f13-24d2-54a5-af83-8aca0f8a6c06
3a0330de-a041-5abf-81a4-60ddaf869e8d,a0f59cfe-f110-5e2a-a029-416d89e13544
3a0330de-a041-5abf-81a4-60ddaf869e8d,d8f3c826-aa8a-5ee2-bff5-f3451582c3ea
